        69x11_3_1800_51_1440                                 (69x11_3_1800_51_1440.dat)

         PROP RPM =       900

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2122      0.1577      14.456    1012.525     124.050  
         4.5        0.08      0.1012      0.2122      0.1595      14.617    1024.031     124.050  
         8.9        0.15      0.1992      0.2116      0.1616      14.818    1037.307     123.712  
        13.4        0.23      0.2925      0.2103      0.1641      15.046    1053.239     122.948  
        17.9        0.30      0.3799      0.2081      0.1667      15.288    1070.055     121.667  
        22.4        0.38      0.4602      0.2049      0.1694      15.529    1086.872     119.778  
        26.8        0.46      0.5331      0.2005      0.1717      15.744    1101.918     117.193  
        31.3        0.53      0.6019      0.1951      0.1727      15.824    1108.113     114.068  
        35.8        0.61      0.6590      0.1878      0.1734      15.904    1113.424     109.774  
        40.3        0.68      0.7118      0.1793      0.1724      15.811    1107.228     104.783  
        44.7        0.76      0.7569      0.1690      0.1699      15.569    1090.412      98.804  
        49.2        0.84      0.7952      0.1571      0.1654      15.154    1061.204      91.834  
        53.7        0.91      0.8284      0.1438      0.1585      14.537    1017.836      84.079  
        58.2        0.99      0.8565      0.1290      0.1489      13.652     955.881      75.401  
        62.6        1.07      0.8780      0.1134      0.1376      12.610     882.950      66.274  
        67.1        1.14      0.8957      0.0974      0.1241      11.380     796.921      56.967  
        71.6        1.22      0.9093      0.0812      0.1086       9.958     697.350      47.435  
        76.1        1.29      0.9175      0.0645      0.0910       8.338     583.972      37.723  
        80.5        1.37      0.9172      0.0476      0.0711       6.515     456.167      27.831  
        85.0        1.45      0.8976      0.0303      0.0489       4.479     313.670      17.735  
        89.5        1.52      0.7995      0.0128      0.0243       2.227     155.950       7.461  



         PROP RPM =       1080

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2126      0.1576      24.956    1456.833     178.970  
         4.5        0.06      0.0839      0.2124      0.1606      25.439    1484.270     178.836  
         8.9        0.13      0.1660      0.2122      0.1621      25.667    1497.546     178.588  
        13.4        0.19      0.2456      0.2114      0.1638      25.935    1513.478     178.004  
        17.9        0.25      0.3218      0.2102      0.1656      26.244    1531.179     176.947  
        22.4        0.32      0.3938      0.2083      0.1677      26.566    1550.651     175.374  
        26.8        0.38      0.4609      0.2057      0.1697      26.887    1569.237     173.170  
        31.3        0.44      0.5228      0.2022      0.1717      27.196    1586.939     170.225  
        35.8        0.51      0.5793      0.1978      0.1731      27.437    1601.100     166.516  
        40.3        0.57      0.6303      0.1924      0.1741      27.585    1609.951     161.952  
        44.7        0.63      0.6760      0.1859      0.1744      27.625    1611.721     156.535  
        49.2        0.70      0.7196      0.1785      0.1730      27.397    1599.330     150.262  
        53.7        0.76      0.7576      0.1699      0.1706      27.035    1577.203     143.046  
        58.2        0.82      0.7887      0.1600      0.1672      26.485    1545.340     134.661  
        62.6        0.89      0.8179      0.1492      0.1619      25.640    1496.661     125.601  
        67.1        0.95      0.8450      0.1375      0.1548      24.514    1430.281     115.732  
        71.6        1.01      0.8649      0.1246      0.1461      23.146    1350.624     104.873  
        76.1        1.08      0.8822      0.1114      0.1361      21.564    1258.576      93.813  
        80.5        1.14      0.8969      0.0981      0.1247      19.767    1153.252      82.527  
        85.0        1.20      0.9089      0.0844      0.1119      17.728    1034.652      71.062  
        89.5        1.27      0.9175      0.0706      0.0975      15.449     901.891      59.417  
