        62x23_5_600_36_230                                 (62x23_5_600_36_230.dat)

         PROP RPM =       300

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3615      0.6994       1.391     292.252      15.305  
         4.5        0.25      0.1340      0.3773      0.7153       1.423     298.890      15.975  
         8.9        0.51      0.2689      0.4000      0.7560       1.503     315.883      16.944  
        13.4        0.76      0.4000      0.4290      0.8175       1.625     341.550      18.171  
        17.9        1.02      0.5169      0.4504      0.8853       1.761     369.961      19.073  
        22.4        1.27      0.6175      0.4570      0.9395       1.868     392.531      19.340  
        26.8        1.52      0.6966      0.4418      0.9668       1.923     403.948      18.713  
        31.3        1.78      0.7623      0.4085      0.9531       1.896     398.284      17.304  
        35.8        2.03      0.8141      0.3605      0.8998       1.789     375.980      15.265  
        40.3        2.29      0.8483      0.3024      0.8149       1.621     340.488      12.805  
        44.7        2.54      0.8731      0.2417      0.7033       1.399     293.845      10.236  
        49.2        2.79      0.8846      0.1784      0.5634       1.120     235.341       7.554  
        53.7        3.05      0.8678      0.1122      0.3941       0.784     164.712       4.752  
        58.2        3.30      0.7321      0.0432      0.1947       0.387      81.374       1.828  



         PROP RPM =       360

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3616      0.6981       2.399     419.968      22.049  
         4.5        0.21      0.1116      0.3744      0.7097       2.439     427.048      22.818  
         8.9        0.42      0.2250      0.3922      0.7376       2.535     443.776      23.897  
        13.4        0.64      0.3345      0.4143      0.7865       2.702     473.161      25.269  
        17.9        0.85      0.4398      0.4372      0.8417       2.893     506.440      26.662  
        22.4        1.06      0.5346      0.4531      0.8968       3.082     539.541      27.607  
        26.8        1.27      0.6192      0.4573      0.9384       3.225     564.589      27.899  
        31.3        1.48      0.6882      0.4473      0.9629       3.310     579.370      27.269  
        35.8        1.69      0.7437      0.4225      0.9617       3.306     578.662      25.763  
        40.3        1.90      0.7905      0.3866      0.9316       3.201     560.518      23.560  
        44.7        2.12      0.8282      0.3421      0.8744       3.005     526.088      20.860  
        49.2        2.33      0.8550      0.2932      0.7983       2.744     480.330      17.875  
        53.7        2.54      0.8754      0.2424      0.7033       2.417     423.154      14.779  
        58.2        2.75      0.8871      0.1898      0.5886       2.022     354.118      11.571  
        62.6        2.96      0.8835      0.1352      0.4536       1.558     272.868       8.246  
        67.1        3.18      0.8396      0.0787      0.2977       1.023     179.139       4.800  
        71.6        3.39      0.5676      0.0202      0.1206       0.415      72.558       1.232  



         PROP RPM =       420

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3617      0.6970       3.803     570.785      30.012  
         4.5        0.18      0.0957      0.3724      0.7061       3.853     578.219      30.911  
         8.9        0.36      0.1931      0.3867      0.7266       3.965     594.947      32.103  
        13.4        0.54      0.2892      0.4046      0.7614       4.156     623.535      33.564  
        17.9        0.73      0.3817      0.4252      0.8080       4.409     661.770      35.273  
        22.4        0.91      0.4711      0.4438      0.8543       4.663     699.563      36.824  
        26.8        1.09      0.5513      0.4558      0.8997       4.911     736.825      37.813  
        31.3        1.27      0.6205      0.4581      0.9377       5.117     767.891      38.015  
        35.8        1.45      0.6787      0.4496      0.9617       5.249     787.539      37.318  
        40.3        1.63      0.7301      0.4314      0.9650       5.266     790.195      35.812  
        44.7        1.81      0.7724      0.4035      0.9480       5.174     776.387      33.497  
        49.2        2.00      0.8116      0.3700      0.9099       4.966     745.144      30.709  
        53.7        2.18      0.8378      0.3289      0.8548       4.665     700.006      27.292  
        58.2        2.36      0.8598      0.2866      0.7862       4.291     643.892      23.785  
        62.6        2.54      0.8771      0.2429      0.7035       3.839     576.184      20.163  
        67.1        2.72      0.8884      0.1979      0.6064       3.310     496.615      16.429  
        71.6        2.90      0.8901      0.1515      0.4942       2.697     404.745      12.578  
        76.1        3.08      0.8720      0.1037      0.3669       2.002     300.483       8.610  
        80.5        3.27      0.7939      0.0545      0.2240       1.222     183.476       4.519  
        85.0        3.45      0.1937      0.0037      0.0653       0.356      53.476       0.304  



         PROP RPM =       480

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3618      0.6961       5.670     744.525      39.229  
         4.5        0.16      0.0837      0.3710      0.7034       5.730     752.490      40.218  
         8.9        0.32      0.1691      0.3829      0.7192       5.859     769.307      41.500  
        13.4        0.48      0.2541      0.3977      0.7454       6.072     797.364      43.096  
        17.9        0.64      0.3359      0.4147      0.7840       6.387     838.608      44.962  
        22.4        0.79      0.4177      0.4329      0.8230       6.705     880.295      46.940  
        26.8        0.95      0.4909      0.4473      0.8677       7.069     928.443      48.469  
        31.3        1.11      0.5605      0.4566      0.9053       7.374     968.272      49.503  
        35.8        1.27      0.6216      0.4585      0.9372       7.634    1002.790      49.728  
        40.3        1.43      0.6739      0.4523      0.9587       7.810    1025.801      49.031  
        44.7        1.59      0.7184      0.4372      0.9664       7.873    1033.767      47.412  
        49.2        1.75      0.7586      0.4155      0.9569       7.795    1023.146      45.052  
        53.7        1.90      0.7929      0.3880      0.9321       7.593     996.594      42.062  
        58.2        2.06      0.8229      0.3554      0.8913       7.260     953.225      38.532  
        62.6        2.22      0.8448      0.3191      0.8394       6.839     898.351      34.598  
        67.1        2.38      0.8634      0.2818      0.7772       6.331     831.262      30.552  
        71.6        2.54      0.8785      0.2435      0.7040       5.736     753.021      26.393  
        76.1        2.70      0.8892      0.2042      0.6198       5.049     662.921      22.132  
        80.5        2.86      0.8933      0.1638      0.5239       4.268     560.518      17.755  
        85.0        3.02      0.8858      0.1223      0.4165       3.394     445.635      13.261  
        89.5        3.18      0.8518      0.0798      0.2973       2.422     318.007       8.646  
        94.0        3.33      0.7241      0.0361      0.1660       1.352     177.546       3.907  



         PROP RPM =       540

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3619      0.6954       8.065     941.719      49.660  
         4.5        0.14      0.0744      0.3699      0.7016       8.137     949.685      50.762  
         8.9        0.28      0.1503      0.3801      0.7140       8.282     966.501      52.156  
        13.4        0.42      0.2263      0.3926      0.7346       8.521     994.824      53.864  
        17.9        0.56      0.3006      0.4070      0.7644       8.867    1034.652      55.843  
        22.4        0.71      0.3733      0.4232      0.8001       9.281    1083.331      58.091  
        26.8        0.85      0.4423      0.4384      0.8388       9.729    1135.551      60.114  
