        34x14_2_1400_51_100                                 (34x14_2_1400_51_100.dat)

         PROP RPM =       700

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3178      0.6617       0.829      74.647       6.625  
         4.5        0.20      0.0975      0.3289      0.6699       0.839      75.585       6.859  
         8.9        0.40      0.1976      0.3446      0.6925       0.868      78.117       7.185  
        13.4        0.60      0.2976      0.3647      0.7297       0.914      82.330       7.603  
        17.9        0.79      0.3926      0.3858      0.7802       0.978      88.030       8.044  
        22.4        0.99      0.4819      0.4050      0.8338       1.045      94.083       8.442  
        26.8        1.19      0.5603      0.4170      0.8868       1.111     100.013       8.698  
        31.3        1.39      0.6307      0.4209      0.9276       1.162     104.616       8.779  
        35.8        1.59      0.6896      0.4128      0.9507       1.191     107.271       8.608  
        40.3        1.79      0.7406      0.3942      0.9505       1.191     107.271       8.215  
        44.7        1.99      0.7842      0.3658      0.9260       1.160     104.439       7.628  
        49.2        2.18      0.8154      0.3308      0.8857       1.110      99.925       6.895  
        53.7        2.38      0.8421      0.2940      0.8316       1.042      93.818       6.131  
        58.2        2.58      0.8645      0.2555      0.7627       0.956      86.056       5.328  
        62.6        2.78      0.8817      0.2152      0.6785       0.850      76.541       4.487  
        67.1        2.98      0.8920      0.1731      0.5779       0.724      65.195       3.608  
        71.6        3.18      0.8904      0.1291      0.4606       0.577      51.963       2.693  
        76.1        3.37      0.8618      0.0833      0.3260       0.408      36.775       1.736  
        80.5        3.57      0.7294      0.0354      0.1736       0.218      19.587       0.739  



         PROP RPM =       840

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3179      0.6607       1.431     107.360       9.545  
         4.5        0.17      0.0811      0.3269      0.6666       1.443     108.333       9.815  
         8.9        0.33      0.1645      0.3391      0.6820       1.476     110.811      10.179  
        13.4        0.50      0.2479      0.3542      0.7091       1.535     115.237      10.636  
        17.9        0.66      0.3301      0.3718      0.7452       1.613     121.078      11.162  
        22.4        0.83      0.4080      0.3895      0.7894       1.710     128.247      11.692  
        26.8        0.99      0.4830      0.4054      0.8330       1.804     135.328      12.169  
        31.3        1.16      0.5505      0.4170      0.8768       1.899     142.409      12.515  
        35.8        1.32      0.6097      0.4217      0.9150       1.982     148.693      12.657  
