        34x3_2_4600_41_250                                 (34x3_2_4600_41_250.dat)

         PROP RPM =       2300

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.0966      0.0426       1.892      51.857      21.739  
         4.5        0.06      0.1329      0.0951      0.0432       1.922      52.644      21.400  
         8.9        0.12      0.2561      0.0932      0.0440       1.955      53.565      20.984  
        13.4        0.18      0.3682      0.0910      0.0448       1.991      54.547      20.480  
        17.9        0.24      0.4681      0.0883      0.0456       2.026      55.521      19.873  
        22.4        0.30      0.5555      0.0851      0.0463       2.057      56.362      19.154  
        26.8        0.36      0.6347      0.0814      0.0465       2.067      56.636      18.326  
        31.3        0.42      0.6982      0.0770      0.0466       2.073      56.813      17.335  
        35.8        0.48      0.7541      0.0720      0.0462       2.052      56.220      16.211  
        40.3        0.54      0.7996      0.0664      0.0451       2.005      54.954      14.934  
        44.7        0.60      0.8397      0.0600      0.0432       1.918      52.565      13.500  
        49.2        0.66      0.8660      0.0527      0.0404       1.797      49.246      11.859  
        53.7        0.72      0.8859      0.0452      0.0370       1.645      45.077      10.179  
        58.2        0.79      0.8993      0.0376      0.0328       1.459      39.988       8.462  
        62.6        0.85      0.9047      0.0298      0.0279       1.239      33.943       6.711  
        67.1        0.91      0.8977      0.0219      0.0221       0.982      26.906       4.926  
        71.6        0.97      0.8639      0.0138      0.0155       0.687      18.826       3.109  
        76.1        1.03      0.7254      0.0056      0.0079       0.353       9.665       1.262  



         PROP RPM =       2760

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.0972      0.0426       3.272      74.718      31.496  
         4.5        0.05      0.1122      0.0960      0.0431       3.310      75.577      31.114  
         8.9        0.10      0.2154      0.0945      0.0442       3.391      77.453      30.619  
        13.4        0.15      0.3132      0.0927      0.0447       3.436      78.471      30.057  
        17.9        0.20      0.4030      0.0908      0.0454       3.484      79.551      29.427  
        22.4        0.25      0.4845      0.0884      0.0460       3.530      80.613      28.663  
        26.8        0.30      0.5573      0.0858      0.0465       3.571      81.542      27.809  
        31.3        0.35      0.6216      0.0827      0.0469       3.601      82.232      26.797  
        35.8        0.40      0.6813      0.0793      0.0469       3.599      82.179      25.696  
        40.3        0.45      0.7294      0.0752      0.0467       3.590      81.984      24.392  
        44.7        0.50      0.7706      0.0708      0.0463       3.552      81.135      22.953  
        49.2        0.55      0.8075      0.0659      0.0452       3.472      79.267      21.361  
        53.7        0.60      0.8417      0.0605      0.0434       3.336      76.196      19.619  
