        76x26_5_600_41_520                                 (76x26_5_600_41_520.dat)

         PROP RPM =       300

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3830      0.6782       3.733     784.265      36.621  
         4.5        0.21      0.1182      0.3961      0.6940       3.821     802.586      37.858  
         8.9        0.41      0.2360      0.4135      0.7262       3.998     839.759      39.544  
        13.4        0.62      0.3527      0.4356      0.7681       4.228     887.730      41.657  
        17.9        0.83      0.4614      0.4539      0.8151       4.487     942.604      43.388  
        22.4        1.04      0.5564      0.4620      0.8599       4.732     993.939      44.152  
        26.8        1.24      0.6359      0.4570      0.8931       4.916    1032.882      43.680  
        31.3        1.45      0.7038      0.4384      0.9037       4.975    1045.273      41.927  
        35.8        1.66      0.7602      0.4073      0.8879       4.888    1026.687      38.937  
        40.3        1.86      0.8082      0.3660      0.8445       4.648     976.237      34.980  
        44.7        2.07      0.8409      0.3156      0.7778       4.282     899.236      30.169  
        49.2        2.28      0.8671      0.2634      0.6923       3.811     800.638      25.179  
        53.7        2.49      0.8855      0.2091      0.5873       3.233     679.118      19.997  
        58.2        2.69      0.8918      0.1529      0.4618       2.543     534.054      14.617  
        62.6        2.90      0.8696      0.0945      0.3154       1.737     364.739       9.037  
        67.1        3.11      0.7175      0.0340      0.1475       0.812     170.554       3.255  



         PROP RPM =       360

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3831      0.6770       6.440    1127.585      52.740  
         4.5        0.17      0.0986      0.3938      0.6892       6.555    1147.942      54.201  
         8.9        0.35      0.1976      0.4073      0.7121       6.772    1186.000      56.090  
        13.4        0.52      0.2955      0.4248      0.7449       7.086    1240.875      58.495  
        17.9        0.69      0.3887      0.4418      0.7849       7.465    1307.255      60.811  
        22.4        0.86      0.4781      0.4558      0.8229       7.826    1370.095      62.722  
        26.8        1.04      0.5577      0.4624      0.8590       8.171    1430.281      63.666  
