        90x11_2_1600_46_2000                                 (90x11_2_1600_46_2000.dat)

         PROP RPM =       800

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.1303      0.0703      17.098    1347.084     174.204  
         4.5        0.07      0.1190      0.1292      0.0712      17.313    1363.900     172.698  
         8.9        0.13      0.2316      0.1277      0.0723      17.581    1385.142     170.675  
        13.4        0.20      0.3363      0.1257      0.0736      17.889    1409.039     168.045  
        17.9        0.26      0.4317      0.1232      0.0749      18.211    1434.706     164.673  
        22.4        0.33      0.5171      0.1200      0.0761      18.506    1458.603     160.469  
        26.8        0.39      0.5925      0.1162      0.0772      18.774    1478.960     155.343  
        31.3        0.46      0.6618      0.1117      0.0775      18.841    1484.270     149.273  
        35.8        0.52      0.7176      0.1061      0.0776      18.868    1486.040     141.854  
        40.3        0.59      0.7677      0.0997      0.0767      18.654    1469.224     133.334  
        44.7        0.66      0.8092      0.0924      0.0749      18.211    1434.706     123.533  
        49.2        0.72      0.8469      0.0843      0.0718      17.460    1375.406     112.674  
        53.7        0.79      0.8734      0.0748      0.0674      16.387    1291.324      99.995  
        58.2        0.85      0.8942      0.0650      0.0620      15.073    1187.770      86.934  
        62.6        0.92      0.9108      0.0550      0.0555      13.491    1062.975      73.580  
        67.1        0.98      0.9226      0.0449      0.0479      11.635     916.937      59.979  
        71.6        1.05      0.9282      0.0345      0.0390       9.488     747.445      46.131  
        76.1        1.12      0.9229      0.0240      0.0290       7.040     554.676      32.035  
        80.5        1.18      0.8868      0.0132      0.0176       4.286     337.656      17.701  
        85.0        1.25      0.5834      0.0023      0.0050       1.216      95.854       3.132  



         PROP RPM =       960

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.1308      0.0704      29.583    1941.854     251.786  
         4.5        0.05      0.1000      0.1300      0.0711      29.851    1960.440     250.212  
         8.9        0.11      0.1936      0.1287      0.0727      30.548    2005.579     247.740  
        13.4        0.16      0.2838      0.1273      0.0736      30.911    2028.591     245.042  
        17.9        0.22      0.3683      0.1255      0.0745      31.313    2055.143     241.670  
        22.4        0.27      0.4465      0.1234      0.0755      31.729    2083.466     237.398  
        26.8        0.33      0.5177      0.1207      0.0765      32.144    2110.018     232.453  
        31.3        0.38      0.5819      0.1176      0.0774      32.493    2133.915     226.383  
        35.8        0.44      0.6391      0.1139      0.0780      32.761    2150.731     219.369  
        40.3        0.49      0.6896      0.1097      0.0783      32.882    2158.697     211.141  
        44.7        0.55      0.7369      0.1048      0.0778      32.681    2145.421     201.834  
        49.2        0.60      0.7749      0.0993      0.0770      32.359    2125.064     191.088  
        53.7        0.66      0.8098      0.0931      0.0754      31.675    2079.925     179.195  
        58.2        0.71      0.8405      0.0863      0.0730      30.656    2012.660     166.134  
        62.6        0.77      0.8662      0.0786      0.0695      29.181    1915.301     151.319  
        67.1        0.82      0.8852      0.0705      0.0653      27.424    1800.242     135.672  
        71.6        0.87      0.9013      0.0622      0.0604      25.359    1664.825     119.733  
        76.1        0.93      0.9145      0.0538      0.0547      22.958    1507.282     103.525  
        80.5        0.98      0.9244      0.0452      0.0482      20.223    1327.612      87.069  
        85.0        1.04      0.9303      0.0365      0.0408      17.138    1124.930      70.343  
        89.5        1.09      0.9299      0.0277      0.0326      13.692     899.236      53.370  
        94.0        1.15      0.9169      0.0188      0.0235       9.873     648.229      36.127  
        98.4        1.20      0.8629      0.0097      0.0135       5.675     372.616      18.659  
       102.9        1.26      0.2367      0.0005      0.0026       1.089      71.523       0.940  



         PROP RPM =       1120

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.1314      0.0706      47.123    2651.684     344.407  
         4.5        0.05      0.0850      0.1306      0.0720      48.009    2702.133     342.159  
         8.9        0.09      0.1677      0.1298      0.0725      48.384    2722.489     340.136  
        13.4        0.14      0.2473      0.1288      0.0732      48.840    2748.157     337.438  
        17.9        0.19      0.3195      0.1273      0.0747      49.832    2803.916     333.617  
        22.4        0.23      0.3904      0.1257      0.0755      50.342    2833.124     329.345  
        26.8        0.28      0.4566      0.1238      0.0763      50.878    2863.216     324.624  
        31.3        0.33      0.5178      0.1216      0.0771      51.401    2892.424     318.779  
        35.8        0.37      0.5738      0.1190      0.0778      51.871    2918.976     311.810  
        40.3        0.42      0.6246      0.1160      0.0783      52.246    2940.218     303.942  
        44.7        0.47      0.6703      0.1125      0.0787      52.474    2952.609     294.949  
        49.2        0.52      0.7112      0.1086      0.0787      52.501    2954.379     284.608  
        53.7        0.56      0.7475      0.1041      0.0784      52.273    2941.103     272.918  
        58.2        0.61      0.7821      0.0993      0.0774      51.616    2904.815     260.329  
        62.6        0.66      0.8099      0.0939      0.0761      50.744    2855.251     245.941  
        67.1        0.70      0.8365      0.0881      0.0740      49.376    2778.249     230.879  
        71.6        0.75      0.8604      0.0816      0.0711      47.459    2670.270     213.906  
        76.1        0.80      0.8778      0.0746      0.0678      45.206    2543.704     195.629  
        80.5        0.84      0.8930      0.0676      0.0638      42.577    2395.897     177.037  
        85.0        0.89      0.9061      0.0603      0.0593      39.574    2226.848     158.176  
        89.5        0.94      0.9170      0.0531      0.0542      36.181    2035.672     139.044  
        94.0        0.98      0.9257      0.0457      0.0485      32.372    1822.369     119.621  
        98.4        1.03      0.9315      0.0381      0.0422      28.161    1585.169      99.950  
       102.9        1.08      0.9333      0.0305      0.0353      23.521    1324.072      80.010  
       107.4        1.12      0.9283      0.0228      0.0277      18.452    1038.193      59.799  
       111.8        1.17      0.9079      0.0150      0.0194      12.927     727.443      39.342  



         PROP RPM =       1280

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.1319      0.0718      71.517    3520.827     451.416  
         4.5        0.04      0.0747      0.1314      0.0722      71.838    3537.643     449.618  
         8.9        0.08      0.1460      0.1307      0.0734      73.112    3599.598     447.370  
        13.4        0.12      0.2162      0.1299      0.0739      73.582    3622.610     444.447  
        17.9        0.16      0.2840      0.1289      0.0745      74.158    3650.933     441.300  
        22.4        0.21      0.3452      0.1276      0.0758      75.486    3717.313     436.804  
        26.8        0.25      0.4062      0.1262      0.0764      76.116    3747.406     431.858  
        31.3        0.29      0.4638      0.1246      0.0771      76.773    3780.154     426.238  
        35.8        0.33      0.5175      0.1227      0.0778      77.430    3812.901     419.718  
        40.3        0.37      0.5631      0.1203      0.0789      78.517    3866.006     411.850  
        44.7        0.41      0.6090      0.1177      0.0793      78.946    3887.248     403.083  
        49.2        0.45      0.6510      0.1148      0.0796      79.241    3901.409     392.966  
        53.7        0.49      0.6892      0.1116      0.0797      79.348    3906.719     381.950  
        58.2        0.53      0.7237      0.1080      0.0795      79.201    3899.639     369.586  
        62.6        0.57      0.7548      0.1040      0.0791      78.758    3877.512     355.873  
        67.1        0.62      0.7850      0.0996      0.0781      77.766    3828.833     341.035  
        71.6        0.66      0.8096      0.0948      0.0769      76.559    3769.533     324.624  
        76.1        0.70      0.8335      0.0898      0.0751      74.789    3681.910     307.314  
        80.5        0.74      0.8555      0.0843      0.0727      72.388    3564.195     288.430  
        85.0        0.78      0.8714      0.0781      0.0699      69.545    3424.354     267.298  
        89.5        0.82      0.8857      0.0719      0.0666      66.287    3264.155     246.166  
        94.0        0.86      0.8984      0.0656      0.0629      62.599    3082.715     224.494  
        98.4        0.90      0.9095      0.0592      0.0587      58.468    2879.148     202.598  
       102.9        0.94      0.9189      0.0527      0.0541      53.882    2652.569     180.432  
       107.4        0.98      0.9266      0.0462      0.0490      48.813    2403.863     157.996  
       111.8        1.03      0.9322      0.0395      0.0435      43.275    2131.260     135.268  



         PROP RPM =       1440

