        41x13_3_1200_41_150                                 (41x13_3_1200_41_150.dat)

         PROP RPM =       600

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3306      0.5450       1.097     115.237      10.708  
         4.5        0.19      0.1172      0.3404      0.5580       1.123     117.980      11.027  
         8.9        0.38      0.2345      0.3544      0.5806       1.168     122.671      11.479  
        13.4        0.58      0.3474      0.3688      0.6116       1.231     129.309      11.944  
        17.9        0.77      0.4544      0.3806      0.6435       1.295     136.036      12.329  
        22.4        0.96      0.5488      0.3856      0.6747       1.357     142.586      12.490  
        26.8        1.15      0.6322      0.3821      0.6965       1.401     147.188      12.376  
        31.3        1.34      0.7003      0.3674      0.7054       1.419     149.047      11.901  
        35.8        1.54      0.7555      0.3420      0.6954       1.399     147.011      11.076  
        40.3        1.73      0.8057      0.3092      0.6632       1.335     140.196      10.013  
        44.7        1.92      0.8389      0.2676      0.6126       1.233     129.486       8.666  
        49.2        2.11      0.8653      0.2244      0.5478       1.102     115.768       7.268  
        53.7        2.30      0.8838      0.1794      0.4679       0.942      98.863       5.814  
        58.2        2.50      0.8903      0.1327      0.3723       0.749      78.692       4.301  
        62.6        2.69      0.8699      0.0843      0.2604       0.524      55.034       2.729  
        67.1        2.88      0.7412      0.0339      0.1316       0.265      27.818       1.097  



         PROP RPM =       720

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3307      0.5439       1.891     165.509      15.424  
         4.5        0.16      0.0979      0.3387      0.5539       1.926     168.607      15.800  
         8.9        0.32      0.1954      0.3493      0.5720       1.989     174.094      16.292  
        13.4        0.48      0.2915      0.3618      0.5959       2.072     181.352      16.874  
        17.9        0.64      0.3864      0.3740      0.6196       2.154     188.609      17.443  
        22.4        0.80      0.4711      0.3822      0.6494       2.258     197.637      17.830  
        26.8        0.96      0.5502      0.3861      0.6738       2.343     205.072      18.012  
        31.3        1.12      0.6191      0.3835      0.6939       2.412     211.179      17.888  
        35.8        1.28      0.6808      0.3743      0.7039       2.447     214.277      17.456  
        40.3        1.44      0.7299      0.3563      0.7032       2.445     214.011      16.620  
        44.7        1.60      0.7733      0.3322      0.6875       2.391     209.232      15.496  
        49.2        1.76      0.8132      0.3030      0.6559       2.281     199.673      14.131  
        53.7        1.92      0.8404      0.2682      0.6128       2.131     186.574      12.508  
        58.2        2.08      0.8631      0.2323      0.5599       1.947     170.377      10.834  
        62.6        2.24      0.8808      0.1951      0.4964       1.726     151.082       9.103  
        67.1        2.40      0.8918      0.1569      0.4223       1.468     128.513       7.315  
        71.6        2.56      0.8918      0.1173      0.3368       1.171     102.492       5.472  
        76.1        2.72      0.8675      0.0765      0.2399       0.834      73.001       3.568  
        80.5        2.88      0.7547      0.0343      0.1311       0.456      39.899       1.602  



         PROP RPM =       840

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3308      0.5431       2.999     224.986      21.002  
         4.5        0.14      0.0840      0.3375      0.5511       3.043     228.349      21.429  
         8.9        0.27      0.1681      0.3461      0.5650       3.119     234.014      21.977  
        13.4        0.41      0.2520      0.3568      0.5827       3.217     241.448      22.661  
        17.9        0.55      0.3338      0.3675      0.6041       3.335     250.299      23.335  
        22.4        0.69      0.4113      0.3768      0.6283       3.469     260.300      23.920  
        26.8        0.82      0.4868      0.3844      0.6500       3.589     269.240      24.392  
        31.3        0.96      0.5513      0.3866      0.6735       3.719     278.976      24.549  
        35.8        1.10      0.6121      0.3851      0.6905       3.813     286.056      24.459  
        40.3        1.23      0.6650      0.3781      0.7021       3.876     290.836      24.010  
        44.7        1.37      0.7105      0.3653      0.7052       3.894     292.163      23.200  
        49.2        1.51      0.7519      0.3479      0.6982       3.854     289.242      22.087  
        53.7        1.65      0.7856      0.3249      0.6806       3.759     281.985      20.624  
        58.2        1.78      0.8184      0.2987      0.6508       3.594     269.594      18.965  
        62.6        1.92      0.8415      0.2688      0.6134       3.386     254.105      17.063  
        67.1        2.06      0.8614      0.2380      0.5685       3.139     235.518      15.112  
        71.6        2.19      0.8778      0.2064      0.5161       2.850     213.834      13.104  
        76.1        2.33      0.8899      0.1739      0.4558       2.516     188.786      11.040  
        80.5        2.47      0.8960      0.1405      0.3872       2.138     160.464       8.923  
        85.0        2.61      0.8919      0.1062      0.3104       1.714     128.601       6.744  
        89.5        2.74      0.8655      0.0710      0.2249       1.242      93.198       4.505  
        94.0        2.88      0.7653      0.0347      0.1308       0.722      54.175       2.205  



         PROP RPM =       960

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3309      0.5423       4.470     293.402      27.427  
         4.5        0.12      0.0736      0.3367      0.5491       4.526     297.120      27.921  
         8.9        0.24      0.1474      0.3439      0.5601       4.616     303.050      28.528  
        13.4        0.36      0.2203      0.3527      0.5763       4.750     311.812      29.248  
        17.9        0.48      0.2926      0.3622      0.5942       4.897     321.548      30.034  
        22.4        0.60      0.3629      0.3713      0.6140       5.060     332.257      30.776  
        26.8        0.72      0.4333      0.3800      0.6316       5.206     341.727      31.518  
        31.3        0.84      0.4955      0.3851      0.6529       5.382     353.322      31.923  
        35.8        0.96      0.5521      0.3871      0.6732       5.548     364.208      32.103  
        40.3        1.08      0.6067      0.3865      0.6882       5.673     372.351      32.058  
        44.7        1.20      0.6516      0.3805      0.7009       5.777     379.254      31.563  
        49.2        1.32      0.6944      0.3711      0.7057       5.816     381.910      30.776  
        53.7        1.44      0.7319      0.3576      0.7038       5.800     380.759      29.652  
        58.2        1.56      0.7644      0.3399      0.6938       5.718     375.449      28.191  
        62.6        1.68      0.7955      0.3195      0.6750       5.563     365.270      26.505  
        67.1        1.80      0.8223      0.2956      0.6473       5.335     350.224      24.504  
        71.6        1.92      0.8424      0.2694      0.6140       5.061     332.257      22.337  
        76.1        2.04      0.8601      0.2425      0.5753       4.742     311.281      20.107  
        80.5        2.16      0.8751      0.2149      0.5306       4.373     287.118      17.823  
        85.0        2.28      0.8873      0.1867      0.4800       3.956     259.681      15.483  
        89.5        2.40      0.8956      0.1578      0.4230       3.487     228.880      13.086  
        94.0        2.52      0.8983      0.1282      0.3598       2.965     194.716      10.633  
        98.4        2.64      0.8914      0.0979      0.2900       2.391     156.924       8.120  
       102.9        2.76      0.8638      0.0669      0.2137       1.761     115.591       5.544  
       107.4        2.88      0.7738      0.0351      0.1305       1.076      70.656       2.909  
       111.8        3.00      0.1864      0.0025      0.0406       0.335      21.968       0.209  



         PROP RPM =       1080

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3310      0.5417       6.356     370.935      34.733  
         4.5        0.11      0.0655      0.3361      0.5476       6.425     374.918      35.273  
         8.9        0.21      0.1312      0.3423      0.5566       6.532     381.202      35.924  
        13.4        0.32      0.1965      0.3497      0.5696       6.685     390.052      36.689  
        17.9        0.43      0.2618      0.3582      0.5840       6.853     399.877      37.588  
        22.4        0.53      0.3262      0.3669      0.6000       7.042     410.940      38.510  
        26.8        0.64      0.3884      0.3749      0.6178       7.251     423.066      39.342  
        31.3        0.75      0.4473      0.3813      0.6366       7.471     435.988      40.016  
        35.8        0.85      0.5023      0.3857      0.6554       7.691     448.821      40.466  
        40.3        0.96      0.5528      0.3875      0.6732       7.900     461.035      40.668  
        44.7        1.07      0.5987      0.3865      0.6888       8.084     471.745      40.556  
        49.2        1.17      0.6435      0.3829      0.6984       8.195     478.294      40.196  
        53.7        1.28      0.6804      0.3751      0.7060       8.285     483.428      39.364  
        58.2        1.39      0.7160      0.3646      0.7062       8.288     483.693      38.262  
        62.6        1.49      0.7478      0.3509      0.7009       8.224     479.976      36.824  
        67.1        1.60      0.7760      0.3342      0.6892       8.088     471.922      35.070  
        71.6        1.71      0.8035      0.3155      0.6704       7.866     459.088      33.114  
        76.1        1.81      0.8253      0.2934      0.6448       7.566     441.564      30.799  
        80.5        1.92      0.8431      0.2700      0.6150       7.217     421.207      28.326  
        85.0        2.03      0.8589      0.2461      0.5808       6.815     397.753      25.831  
        89.5        2.13      0.8728      0.2217      0.5420       6.359     371.112      23.268  
        94.0        2.24      0.8846      0.1967      0.4984       5.848     341.285      20.646  
        98.4        2.35      0.8936      0.1713      0.4498       5.278     308.094      17.973  
       102.9        2.45      0.8992      0.1452      0.3963       4.651     271.452      15.242  
       107.4        2.56      0.8994      0.1186      0.3378       3.964     231.359      12.452  
       111.8        2.67      0.8905      0.0915      0.2740       3.216     187.636       9.602  



         PROP RPM =       1200

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3310      0.5412       8.713     457.584      42.894  
         4.5        0.10      0.0590      0.3356      0.5463       8.794     461.832      43.478  
         8.9        0.19      0.1182      0.3410      0.5540       8.918     468.381      44.175  
        13.4        0.29      0.1772      0.3474      0.5647       9.091     477.409      45.007  
        17.9        0.38      0.2353      0.3548      0.5790       9.320     489.535      45.973  
        22.4        0.48      0.2934      0.3625      0.5931       9.548     501.483      46.963  
        26.8        0.58      0.3506      0.3700      0.6081       9.788     514.051      47.952  
        31.3        0.67      0.4058      0.3768      0.6241      10.047     527.681      48.829  
        35.8        0.77      0.4584      0.3824      0.6410      10.316     541.843      49.548  
        40.3        0.86      0.5076      0.3862      0.6576      10.585     555.915      50.042  
        44.7        0.96      0.5533      0.3880      0.6733      10.838     569.280      50.267  
        49.2        1.06      0.5952      0.3873      0.6873      11.063     581.051      50.177  
        53.7        1.15      0.6368      0.3850      0.6966      11.214     588.929      49.885  
        58.2        1.25      0.6712      0.3786      0.7041      11.336     595.390      49.053  
        62.6        1.34      0.7022      0.3697      0.7078      11.393     598.399      47.907  
        67.1        1.44      0.7327      0.3587      0.7052      11.352     596.186      46.468  
        71.6        1.54      0.7601      0.3453      0.6978      11.232     589.991      44.737  
        76.1        1.63      0.7848      0.3294      0.6853      11.030     579.370      42.691  
        80.5        1.73      0.8102      0.3125      0.6666      10.731     563.527      40.488  
        85.0        1.82      0.8276      0.2917      0.6431      10.353     543.701      37.790  
        89.5        1.92      0.8435      0.2706      0.6161       9.918     520.866      35.070  
        94.0        2.02      0.8580      0.2491      0.5856       9.425     495.022      32.283  
        98.4        2.11      0.8708      0.2272      0.5511       8.872     465.992      29.427  
       102.9        2.21      0.8820      0.2048      0.5130       8.257     433.687      26.550  
       107.4        2.30      0.8912      0.1820      0.4707       7.578     398.018      23.582  
       111.8        2.40      0.8980      0.1588      0.4246       6.835     358.986      20.579  



         PROP RPM =       1320

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3311      0.5407      11.586     553.260      51.908  
         4.5        0.09      0.0537      0.3352      0.5452      11.683     557.863      52.538  
         8.9        0.17      0.1076      0.3400      0.5519      11.825     564.589      53.302  
        13.4        0.26      0.1614      0.3457      0.5610      12.020     573.882      54.201  
        17.9        0.35      0.2146      0.3521      0.5729      12.274     586.096      55.191  
        22.4        0.44      0.2681      0.3592      0.5847      12.528     598.222      56.315  
        26.8        0.52      0.3214      0.3666      0.5976      12.803     611.321      57.484  
        31.3        0.61      0.3702      0.3727      0.6153      13.181     629.377      58.428  
        35.8        0.70      0.4199      0.3786      0.6297      13.491     644.157      59.350  
        40.3        0.79      0.4673      0.3834      0.6447      13.813     659.469      60.114  
        44.7        0.87      0.5119      0.3868      0.6596      14.134     674.692      60.631  
        49.2        0.96      0.5536      0.3884      0.6736      14.429     689.119      60.878  
        53.7        1.05      0.5922      0.3880      0.6862      14.698     702.041      60.833  
        58.2        1.13      0.6277      0.3854      0.6968      14.926     712.839      60.429  
        62.6        1.22      0.6634      0.3816      0.7031      15.060     719.123      59.822  
        67.1        1.31      0.6927      0.3742      0.7073      15.154     723.548      58.653  
