        41x13_2_1200_41_140                                 (41x13_2_1200_41_140.dat)

         PROP RPM =       600

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2956      0.4898       0.986     103.554       9.577  
         4.5        0.19      0.1169      0.3047      0.5007       1.008     105.855       9.869  
         8.9        0.38      0.2343      0.3175      0.5205       1.047     110.015      10.285  
        13.4        0.58      0.3477      0.3311      0.5487       1.104     115.945      10.726  
        17.9        0.77      0.4552      0.3427      0.5784       1.164     122.229      11.099  
        22.4        0.96      0.5502      0.3486      0.6084       1.224     128.601      11.292  
        26.8        1.15      0.6341      0.3472      0.6308       1.269     133.381      11.245  
        31.3        1.34      0.7027      0.3358      0.6424       1.293     135.770      10.879  
        35.8        1.54      0.7586      0.3147      0.6373       1.282     134.708      10.193  
        40.3        1.73      0.8103      0.2866      0.6112       1.230     129.221       9.282  
        44.7        1.92      0.8434      0.2494      0.5678       1.143     120.016       8.077  
        49.2        2.11      0.8701      0.2105      0.5112       1.028     108.068       6.818  
        53.7        2.30      0.8892      0.1699      0.4403       0.886      93.110       5.503  
        58.2        2.50      0.8975      0.1275      0.3547       0.714      74.975       4.130  
        62.6        2.69      0.8831      0.0833      0.2536       0.510      53.609       2.698  
        67.1        2.88      0.7859      0.0372      0.1365       0.275      28.836       1.206  



         PROP RPM =       720

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2958      0.4890       1.700     148.781      13.794  
         4.5        0.16      0.0975      0.3030      0.4973       1.729     151.348      14.136  
         8.9        0.32      0.1952      0.3129      0.5131       1.784     156.216      14.592  
        13.4        0.48      0.2938      0.3251      0.5314       1.848     161.703      15.166  
        17.9        0.64      0.3867      0.3359      0.5561       1.934     169.226      15.669  
        22.4        0.80      0.4756      0.3453      0.5810       2.021     176.838      16.108  
        26.8        0.96      0.5514      0.3491      0.6078       2.113     184.981      16.281  
        31.3        1.12      0.6207      0.3481      0.6283       2.185     191.265      16.236  
        35.8        1.28      0.6828      0.3413      0.6400       2.225     194.805      15.919  
        40.3        1.44      0.7324      0.3268      0.6427       2.234     195.601      15.242  
        44.7        1.60      0.7765      0.3064      0.6315       2.195     192.238      14.291  
        49.2        1.76      0.8176      0.2810      0.6052       2.104     184.184      13.109  
        53.7        1.92      0.8448      0.2499      0.5681       1.975     172.944      11.656  
        58.2        2.08      0.8675      0.2176      0.5219       1.814     158.782      10.148  
        62.6        2.24      0.8855      0.1841      0.4659       1.620     141.789       8.588  
        67.1        2.40      0.8974      0.1494      0.3996       1.389     121.609       6.967  
        71.6        2.56      0.8996      0.1134      0.3228       1.122      98.243       5.290  
        76.1        2.72      0.8815      0.0762      0.2351       0.817      71.549       3.552  
        80.5        2.88      0.7963      0.0376      0.1361       0.473      41.421       1.754  



         PROP RPM =       840

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2958      0.4883       2.695     202.240      18.783  
         4.5        0.14      0.0837      0.3020      0.4950       2.733     205.072      19.169  
         8.9        0.27      0.1677      0.3099      0.5070       2.799     210.028      19.675  
        13.4        0.41      0.2517      0.3197      0.5227       2.886     216.578      20.298  
        17.9        0.55      0.3338      0.3298      0.5421       2.993     224.543      20.934  
        22.4        0.69      0.4117      0.3387      0.5644       3.117     233.837      21.505  
        26.8        0.82      0.4874      0.3463      0.5848       3.229     242.245      21.982  
        31.3        0.96      0.5523      0.3494      0.6076       3.354     251.715      22.184  
        35.8        1.10      0.6134      0.3493      0.6249       3.450     258.884      22.175  
        40.3        1.23      0.6667      0.3443      0.6377       3.520     264.106      21.858  
        44.7        1.37      0.7125      0.3341      0.6433       3.551     266.496      21.211  
        49.2        1.51      0.7546      0.3198      0.6394       3.530     264.903      20.298  
        53.7        1.65      0.7905      0.3006      0.6259       3.456     259.238      19.082  
        58.2        1.78      0.8227      0.2772      0.6009       3.318     248.971      17.598  
        62.6        1.92      0.8457      0.2504      0.5686       3.139     235.518      15.896  
        67.1        2.06      0.8656      0.2228      0.5295       2.923     219.321      14.143  
        71.6        2.19      0.8822      0.1943      0.4833       2.669     200.204      12.333  
        76.1        2.33      0.8948      0.1648      0.4297       2.372     177.989      10.467  
        80.5        2.47      0.9019      0.1345      0.3683       2.034     152.587       8.543  
        85.0        2.61      0.9002      0.1033      0.2990       1.651     123.910       6.558  
        89.5        2.74      0.8801      0.0711      0.2217       1.224      91.871       4.514  
        94.0        2.88      0.8044      0.0379      0.1359       0.750      56.300       2.410  
        98.4        3.02      0.2762      0.0038      0.0416       0.229      17.224       0.241  



         PROP RPM =       960

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
