        41x22_4_800_46_80                                 (41x22_4_800_46_80.dat)

         PROP RPM =       400

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3384      0.9433       0.562      88.596       4.872  
         4.5        0.29      0.1090      0.3584      0.9475       0.565      89.039       5.159  
         8.9        0.58      0.2272      0.3895      0.9880       0.589      92.844       5.609  
        13.4        0.86      0.3451      0.4298      1.0761       0.642     101.076       6.187  
        17.9        1.15      0.4517      0.4740      1.2096       0.721     113.644       6.825  
        22.4        1.44      0.5488      0.5135      1.3479       0.804     126.654       7.394  
        26.8        1.73      0.6274      0.5321      1.4660       0.874     137.718       7.661  
        31.3        2.02      0.6989      0.5259      1.5171       0.905     142.497       7.569  
        35.8        2.30      0.7508      0.4876      1.4964       0.892     140.550       7.019  
        40.3        2.59      0.7873      0.4391      1.4465       0.862     135.859       6.324  
        44.7        2.88      0.8179      0.3887      1.3686       0.816     128.601       5.595  
        49.2        3.17      0.8428      0.3356      1.2614       0.752     118.511       4.831  
        53.7        3.46      0.8610      0.2799      1.1235       0.670     105.501       4.029  
        58.2        3.74      0.8700      0.2214      0.9531       0.568      89.570       3.188  
        62.6        4.03      0.8621      0.1603      0.7497       0.447      70.425       2.307  
        67.1        4.32      0.8114      0.0962      0.5124       0.305      48.130       1.385  
        71.6        4.61      0.5605      0.0292      0.2405       0.143      22.587       0.421  



         PROP RPM =       480

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3386      0.9418       0.970     127.362       7.019  
         4.5        0.24      0.0902      0.3545      0.9432       0.972     127.539       7.349  
         8.9        0.48      0.1877      0.3784      0.9679       0.997     130.903       7.844  
        13.4        0.72      0.2879      0.4093      1.0236       1.055     138.514       8.484  
