        55x8_3_2400_51_940                                 (55x8_3_2400_51_940.dat)

         PROP RPM =       1200

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.1953      0.1359       9.502     499.094      81.920  
         4.5        0.07      0.1015      0.1947      0.1372       9.598     504.050      81.673  
         8.9        0.14      0.1996      0.1936      0.1389       9.712     510.068      81.223  
        13.4        0.21      0.2927      0.1919      0.1408       9.843     516.972      80.504  
        17.9        0.29      0.3799      0.1894      0.1428       9.985     524.407      79.492  
        22.4        0.36      0.4601      0.1861      0.1448      10.125     531.753      78.099  
        26.8        0.43      0.5368      0.1820      0.1456      10.185     534.939      76.390  
        31.3        0.50      0.6016      0.1765      0.1470      10.279     539.807      74.052  
        35.8        0.57      0.6588      0.1698      0.1476      10.318     541.931      71.219  
        40.3        0.64      0.7117      0.1618      0.1465      10.244     538.037      67.892  
        44.7        0.72      0.7569      0.1525      0.1443      10.086     529.717      63.981  
        49.2        0.79      0.7952      0.1418      0.1404       9.819     515.733      59.507  
        53.7        0.86      0.8284      0.1299      0.1347       9.419     494.757      54.516  
        58.2        0.93      0.8564      0.1166      0.1268       8.860     465.284      48.918  
        62.6        1.00      0.8775      0.1026      0.1171       8.192     430.235      43.028  
        67.1        1.07      0.8947      0.0883      0.1059       7.406     388.990      37.026  
        71.6        1.15      0.9075      0.0736      0.0929       6.499     341.285      30.889  
        76.1        1.22      0.9147      0.0587      0.0781       5.463     286.941      24.639  
        80.5        1.29      0.9130      0.0436      0.0615       4.297     225.694      18.270  
        85.0        1.36      0.8916      0.0281      0.0428       2.994     157.278      11.780  
        89.5        1.43      0.7946      0.0123      0.0222       1.554      81.604       5.175  



         PROP RPM =       1440

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.1956      0.1358      16.401     717.796     118.205  
         4.5        0.06      0.0853      0.1953      0.1367      16.521     722.840     118.025  
         8.9        0.12      0.1685      0.1947      0.1378      16.655     729.124     117.643  
        13.4        0.18      0.2489      0.1937      0.1393      16.830     736.736     117.036  
        17.9        0.24      0.3221      0.1919      0.1421      17.178     751.694     115.934  
        22.4        0.30      0.3939      0.1897      0.1437      17.353     759.748     114.630  
        26.8        0.36      0.4609      0.1870      0.1451      17.541     767.802     112.967  
        31.3        0.42      0.5227      0.1835      0.1466      17.715     775.237     110.876  
        35.8        0.48      0.5792      0.1793      0.1477      17.849     781.167     108.290  
        40.3        0.54      0.6338      0.1744      0.1477      17.849     781.344     105.368  
        44.7        0.60      0.6792      0.1683      0.1478      17.862     781.698     101.681  
        49.2        0.66      0.7196      0.1613      0.1471      17.769     777.715      97.432  
        53.7        0.72      0.7577      0.1535      0.1450      17.514     766.740      92.711  
        58.2        0.78      0.7889      0.1445      0.1421      17.165     751.340      87.316  
        62.6        0.84      0.8181      0.1348      0.1376      16.629     727.885      81.471  
        67.1        0.89      0.8452      0.1243      0.1316      15.904     696.023      75.109  
        71.6        0.95      0.8649      0.1127      0.1244      15.033     657.876      68.095  
        76.1        1.01      0.8819      0.1009      0.1160      14.027     613.711      60.968  
        80.5        1.07      0.8962      0.0889      0.1065      12.868     563.173      53.707  
        85.0        1.13      0.9076      0.0767      0.0957      11.566     506.174      46.311  
        89.5        1.19      0.9155      0.0642      0.0837      10.110     442.537      38.802  
        94.0        1.25      0.9186      0.0515      0.0703       8.497     371.908      31.159  
        98.4        1.31      0.9137      0.0387      0.0556       6.720     294.110      23.403  
       102.9        1.37      0.8910      0.0257      0.0395       4.778     209.143      15.514  
       107.4        1.43      0.8073      0.0124      0.0221       2.666     116.653       7.515  



         PROP RPM =       1680

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.1961      0.1358      26.043     977.122     161.255  
         4.5        0.05      0.0735      0.1961      0.1365      26.190     982.433     161.233  
         8.9        0.10      0.1440      0.1955      0.1388      26.633     999.249     160.716  
        13.4        0.15      0.2137      0.1948      0.1398      26.820    1006.330     160.154  
        17.9        0.20      0.2812      0.1938      0.1409      27.035    1014.295     159.367  
        22.4        0.26      0.3425      0.1922      0.1434      27.531    1032.882     158.041  
        26.8        0.31      0.4037      0.1903      0.1447      27.746    1040.848     156.490  
        31.3        0.36      0.4613      0.1880      0.1459      27.987    1049.698     154.579  
        35.8        0.41      0.5152      0.1851      0.1470      28.202    1058.549     152.241  
        40.3        0.46      0.5650      0.1817      0.1479      28.389    1065.630     149.431  
        44.7        0.51      0.6109      0.1776      0.1487      28.523    1070.055     146.081  
        49.2        0.56      0.6527      0.1729      0.1490      28.591    1072.710     142.192  
        53.7        0.61      0.6906      0.1675      0.1488      28.550    1070.940     137.718  
        58.2        0.66      0.7249      0.1613      0.1479      28.376    1064.745     132.660  
