        69x22_6_800_46_630                                 (69x22_6_800_46_630.dat)

         PROP RPM =       400

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.4112      0.6638       5.343     841.794      47.502  
         4.5        0.17      0.1062      0.4221      0.6802       5.474     862.505      48.739  
         8.9        0.34      0.2110      0.4360      0.7076       5.695     897.466      50.357  
        13.4        0.51      0.3156      0.4531      0.7371       5.933     934.639      52.313  
        17.9        0.68      0.4119      0.4655      0.7738       6.228     981.548      53.752  
        22.4        0.86      0.5028      0.4732      0.8053       6.481    1021.376      54.629  
        26.8        1.03      0.5825      0.4721      0.8322       6.698    1055.009      54.494  
        31.3        1.20      0.6504      0.4608      0.8488       6.831    1076.251      53.212  
        35.8        1.37      0.7099      0.4399      0.8483       6.827    1075.366      50.784  
        40.3        1.54      0.7589      0.4089      0.8303       6.682    1053.239      47.232  
        44.7        1.71      0.8033      0.3718      0.7923       6.377    1004.560      42.939  
        49.2        1.88      0.8343      0.3262      0.7363       5.926     933.754      37.678  
        53.7        2.05      0.8599      0.2791      0.6665       5.365     845.335      32.215  
        58.2        2.23      0.8797      0.2303      0.5825       4.688     738.595      26.595  
        62.6        2.40      0.8915      0.1798      0.4834       3.890     613.003      20.766  
        67.1        2.57      0.8892      0.1277      0.3688       2.969     467.762      14.750  
        71.6        2.74      0.8492      0.0740      0.2385       1.920     302.518       8.543  
        76.1        2.91      0.5841      0.0185      0.0922       0.742     116.918       2.137  



         PROP RPM =       480

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.4116      0.6625       9.214    1209.897      68.409  
         4.5        0.14      0.0888      0.4201      0.6753       9.393    1232.909      69.893  
         8.9        0.29      0.1769      0.4314      0.6955       9.674    1270.082      71.737  
        13.4        0.43      0.2641      0.4449      0.7207      10.024    1316.106      73.985  
        17.9        0.57      0.3484      0.4577      0.7493      10.421    1368.325      76.098  
        22.4        0.71      0.4315      0.4690      0.7754      10.783    1416.119      78.009  
        26.8        0.86      0.5040      0.4736      0.8045      11.188    1469.224      78.773  
        31.3        1.00      0.5726      0.4740      0.8268      11.499    1509.937      78.841  
        35.8        1.14      0.6326      0.4674      0.8431      11.726    1540.030      77.716  
        40.3        1.28      0.6844      0.4531      0.8498      11.818    1551.536      75.333  
        44.7        1.43      0.7288      0.4314      0.8445      11.746    1542.685      71.759  
        49.2        1.57      0.7686      0.4042      0.8257      11.483    1508.167      67.263  
        53.7        1.71      0.8039      0.3723      0.7928      11.027    1447.982      61.912  
        58.2        1.85      0.8308      0.3347      0.7471      10.392    1364.785      55.663  
        62.6        2.00      0.8534      0.2957      0.6920       9.623    1263.887      49.166  
        67.1        2.14      0.8723      0.2556      0.6268       8.718    1144.401      42.489  
        71.6        2.28      0.8868      0.2143      0.5516       7.671    1007.215      35.632  
        76.1        2.42      0.8952      0.1719      0.4656       6.476     850.291      28.573  
        80.5        2.57      0.8932      0.1283      0.3689       5.131     673.719      21.341  
        85.0        2.71      0.8678      0.0836      0.2612       3.633     476.967      13.907  
        89.5        2.85      0.7566      0.0377      0.1422       1.978     259.769       6.272  



         PROP RPM =       560

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.4116      0.6615      14.604    1644.469      93.138  
         4.5        0.12      0.0762      0.4190      0.6720      14.845    1670.136      94.847  
         8.9        0.24      0.1522      0.4283      0.6878      15.194    1709.964      96.915  
        13.4        0.37      0.2267      0.4387      0.7100      15.677    1764.839      99.343  
        17.9        0.49      0.3003      0.4508      0.7339      16.213    1824.139     101.973  
        22.4        0.61      0.3749      0.4624      0.7541      16.655    1874.588     104.671  
        26.8        0.73      0.4426      0.4701      0.7794      17.205    1937.428     106.425  
        31.3        0.86      0.5049      0.4744      0.8040      17.755    1998.498     107.346  
        35.8        0.98      0.5614      0.4744      0.8262      18.251    2053.373     107.324  
        40.3        1.10      0.6158      0.4701      0.8400      18.546    2087.891     106.402  
        44.7        1.22      0.6637      0.4608      0.8487      18.747    2109.133     104.266  
        49.2        1.34      0.7055      0.4457      0.8495      18.761    2111.788     100.872  
        53.7        1.47      0.7421      0.4256      0.8410      18.573    2090.546      96.286  
        58.2        1.59      0.7740      0.4008      0.8226      18.171    2044.522      90.665  
        62.6        1.71      0.8049      0.3732      0.7938      17.527    1972.831      84.461  
        67.1        1.83      0.8282      0.3410      0.7552      16.682    1877.243      77.177  
        71.6        1.96      0.8483      0.3077      0.7096      15.677    1763.954      69.646  
        76.1        2.08      0.8658      0.2736      0.6569      14.510    1632.963      61.935  
        80.5        2.20      0.8804      0.2387      0.5966      13.177    1483.385      54.022  
        85.0        2.32      0.8916      0.2029      0.5288      11.678    1314.336      45.928  
        89.5        2.45      0.8980      0.1663      0.4530      10.004    1125.815      37.656  
        94.0        2.57      0.8964      0.1289      0.3692       8.155     917.822      29.180  
        98.4        2.69      0.8788      0.0906      0.2774       6.124     689.296      20.507  
       102.9        2.81      0.8162      0.0514      0.1772       3.913     440.325      11.638  
       107.4        2.93      0.4853      0.0113      0.0686       1.515     170.554       2.567  



         PROP RPM =       640

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.4116      0.6607      21.778    2144.536     121.689  
         4.5        0.11      0.0668      0.4182      0.6696      22.073    2173.743     123.600  
         8.9        0.21      0.1335      0.4259      0.6825      22.502    2215.342     125.893  
        13.4        0.32      0.1994      0.4349      0.6999      23.079    2271.986     128.546  
