        90x24_2_800_51_1360                                 (90x24_2_800_51_1360.dat)

         PROP RPM =       400

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2682      0.3829      11.637    1833.875      89.654  
         4.5        0.13      0.0923      0.2734      0.3888      11.816    1861.312      91.407  
         8.9        0.26      0.1844      0.2803      0.3990      12.124    1909.991      93.678  
        13.4        0.39      0.2756      0.2887      0.4124      12.530    1974.601      96.488  
        17.9        0.52      0.3637      0.2970      0.4286      13.025    2052.488      99.276  
        22.4        0.66      0.4498      0.3044      0.4441      13.491    2125.949     101.749  
        26.8        0.79      0.5249      0.3084      0.4627      14.054    2215.342     103.097  
        31.3        0.92      0.5951      0.3092      0.4773      14.510    2285.263     103.367  
        35.8        1.05      0.6561      0.3055      0.4889      14.859    2340.137     102.108  
        40.3        1.18      0.7113      0.2973      0.4936      15.006    2363.149      99.366  
        44.7        1.31      0.7549      0.2831      0.4922      14.952    2356.069      94.622  
        49.2        1.44      0.7942      0.2649      0.4816      14.631    2305.619      88.575  
        53.7        1.57      0.8277      0.2432      0.4627      14.054    2215.342      81.291  
        58.2        1.71      0.8555      0.2184      0.4357      13.237    2085.236      73.018  
        62.6        1.84      0.8765      0.1920      0.4024      12.229    1926.807      64.183  
        67.1        1.97      0.8939      0.1648      0.3628      11.025    1737.401      55.078  
        71.6        2.10      0.9072      0.1368      0.3166       9.619    1515.248      45.704  
        76.1        2.23      0.9147      0.1080      0.2634       8.002    1260.346      36.082  
        80.5        2.36      0.9117      0.0783      0.2030       6.167     971.812      26.190  
        85.0        2.49      0.8828      0.0479      0.1353       4.110     647.521      16.004  
        89.5        2.62      0.7254      0.0166      0.0600       1.822     287.118       5.539  



         PROP RPM =       480

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2682      0.3825      20.088    2636.637     129.108  
         4.5        0.11      0.0770      0.2725      0.3871      20.330    2668.500     131.176  
         8.9        0.22      0.1541      0.2779      0.3945      20.719    2720.719     133.761  
        13.4        0.33      0.2301      0.2844      0.4055      21.295    2795.951     136.864  
