        27x16_3_1200_51_30                                 (27x16_3_1200_51_30.dat)

         PROP RPM =       600

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2543      0.8238       0.205      21.569       1.549  
         4.5        0.29      0.0960      0.2690      0.8175       0.204      21.401       1.639  
         8.9        0.58      0.2043      0.2941      0.8398       0.209      21.985       1.792  
        13.4        0.87      0.3183      0.3280      0.9015       0.225      23.605       1.998  
        17.9        1.17      0.4254      0.3676      1.0079       0.251      26.384       2.239  
        22.4        1.46      0.5179      0.4089      1.1509       0.287      30.128       2.491  
        26.8        1.75      0.6010      0.4449      1.2955       0.323      33.916       2.711  
        31.3        2.04      0.6714      0.4628      1.4076       0.351      36.837       2.819  
        35.8        2.33      0.7407      0.4589      1.4453       0.360      37.837       2.797  
        40.3        2.62      0.7762      0.4228      1.4307       0.356      37.439       2.576  
        44.7        2.92      0.8062      0.3853      1.3942       0.347      36.483       2.347  
        49.2        3.21      0.8312      0.3456      1.3345       0.332      34.916       2.106  
        53.7        3.50      0.8510      0.3039      1.2505       0.312      32.721       1.852  
        58.2        3.79      0.8649      0.2601      1.1401       0.284      29.845       1.584  
        62.6        4.08      0.8710      0.2141      1.0034       0.250      26.269       1.304  
        67.1        4.37      0.8646      0.1659      0.8393       0.209      21.968       1.011  
        71.6        4.67      0.8332      0.1155      0.6467       0.161      16.931       0.703  
        76.1        4.96      0.7325      0.0628      0.4252       0.106      11.125       0.383  
        80.5        5.25      0.2380      0.0079      0.1741       0.043       4.556       0.048  



         PROP RPM =       720

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2544      0.8226       0.354      31.013       2.232  
         4.5        0.24      0.0793      0.2660      0.8156       0.351      30.747       2.334  
         8.9        0.49      0.1675      0.2849      0.8269       0.356      31.172       2.500  
        13.4        0.73      0.2622      0.3106      0.8635       0.372      32.553       2.725  
        17.9        0.97      0.3568      0.3414      0.9300       0.400      35.058       2.994  
        22.4        1.22      0.4435      0.3752      1.0280       0.443      38.749       3.291  
