        48x12_5_1600_51_480                                 (48x12_5_1600_51_480.dat)

         PROP RPM =       800

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3275      0.4267       4.475     352.614      35.430  
         4.5        0.12      0.0941      0.3331      0.4354       4.568     359.783      36.037  
         8.9        0.25      0.1867      0.3401      0.4483       4.703     370.492      36.801  
        13.4        0.37      0.2775      0.3483      0.4633       4.860     382.883      37.678  
        17.9        0.49      0.3682      0.3564      0.4765       4.998     393.681      38.555  
        22.4        0.62      0.4501      0.3608      0.4931       5.172     407.488      39.027  
        26.8        0.74      0.5285      0.3625      0.5063       5.310     418.375      39.207  
        31.3        0.86      0.5983      0.3596      0.5176       5.428     427.668      38.892  
        35.8        0.98      0.6588      0.3511      0.5245       5.502     433.421      37.970  
        40.3        1.11      0.7105      0.3369      0.5250       5.508     433.952      36.442  
        44.7        1.23      0.7542      0.3174      0.5179       5.432     427.934      34.328  
        49.2        1.35      0.7928      0.2937      0.5013       5.258     414.303      31.766  
        53.7        1.48      0.8257      0.2665      0.4765       4.998     393.770      28.821  
        58.2        1.60      0.8525      0.2365      0.4436       4.653     366.598      25.583  
        62.6        1.72      0.8729      0.2049      0.4042       4.240     334.116      22.162  
        67.1        1.85      0.8886      0.1725      0.3581       3.758     295.969      18.655  
        71.6        1.97      0.8984      0.1392      0.3050       3.200     252.069      15.058  
        76.1        2.09      0.8987      0.1051      0.2446       2.565     202.151      11.371  
        80.5        2.21      0.8792      0.0702      0.1768       1.855     146.126       7.592  
        85.0        2.34      0.7939      0.0344      0.1013       1.063      83.746       3.723  



         PROP RPM =       960

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3277      0.4256       7.714     506.351      51.032  
         4.5        0.10      0.0788      0.3322      0.4325       7.840     514.671      51.751  
         8.9        0.21      0.1566      0.3378      0.4422       8.017     526.265      52.628  
        13.4        0.31      0.2325      0.3443      0.4554       8.254     541.931      53.639  
        17.9        0.41      0.3099      0.3518      0.4655       8.438     553.968      54.808  
        22.4        0.51      0.3828      0.3575      0.4788       8.678     569.723      55.685  
        26.8        0.62      0.4514      0.3613      0.4924       8.926     586.008      56.292  
        31.3        0.72      0.5146      0.3626      0.5057       9.166     601.762      56.495  
        35.8        0.82      0.5762      0.3615      0.5146       9.327     612.295      56.292  
        40.3        0.92      0.6274      0.3560      0.5236       9.489     623.004      55.460  
        44.7        1.03      0.6763      0.3473      0.5265       9.544     626.544      54.089  
        49.2        1.13      0.7188      0.3347      0.5252       9.520     624.951      52.133  
        53.7        1.23      0.7556      0.3184      0.5183       9.397     616.897      49.593  
        58.2        1.33      0.7891      0.2991      0.5052       9.156     601.143      46.580  
        62.6        1.44      0.8166      0.2767      0.4864       8.817     578.839      43.096  
        67.1        1.54      0.8421      0.2528      0.4617       8.368     549.366      39.387  
        71.6        1.64      0.8613      0.2268      0.4320       7.832     514.140      35.340  
        76.1        1.74      0.8775      0.2003      0.3978       7.211     473.426      31.203  
        80.5        1.85      0.8906      0.1731      0.3588       6.504     426.960      26.977  
        85.0        1.95      0.8997      0.1454      0.3149       5.707     374.741      22.661  
        89.5        2.05      0.9033      0.1172      0.2659       4.820     316.414      18.248  
        94.0        2.15      0.8974      0.0883      0.2117       3.839     252.069      13.749  
        98.4        2.26      0.8705      0.0588      0.1523       2.763     181.352       9.161  
       102.9        2.36      0.7737      0.0287      0.0876       1.588     104.262       4.478  



         PROP RPM =       1120

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3277      0.4247      12.223     687.791      69.488  
         4.5        0.09      0.0677      0.3317      0.4304      12.390     697.262      70.320  
         8.9        0.18      0.1348      0.3362      0.4382      12.614     709.830      71.287  
        13.4        0.26      0.2008      0.3415      0.4483      12.906     726.204      72.411  
        17.9        0.35      0.2665      0.3477      0.4587      13.204     742.932      73.715  
        22.4        0.44      0.3310      0.3536      0.4694      13.504     760.279      74.974  
        26.8        0.53      0.3933      0.3585      0.4807      13.839     778.512      76.008  
        31.3        0.62      0.4523      0.3618      0.4922      14.161     797.098      76.727  
        35.8        0.70      0.5075      0.3633      0.5032      14.483     815.154      77.020  
        40.3        0.79      0.5585      0.3625      0.5135      14.778     831.616      76.862  
        44.7        0.88      0.6089      0.3599      0.5196      14.952     841.440      76.323  
        49.2        0.97      0.6507      0.3537      0.5254      15.127     851.088      74.996  
        53.7        1.05      0.6914      0.3454      0.5269      15.167     853.300      73.220  
        58.2        1.14      0.7246      0.3335      0.5258      15.127     851.530      70.702  
        62.6        1.23      0.7566      0.3194      0.5193      14.952     841.175      67.712  
        67.1        1.32      0.7847      0.3028      0.5086      14.644     823.827      64.205  
        71.6        1.41      0.8096      0.2842      0.4936      14.201     799.488      60.249  
        76.1        1.49      0.8327      0.2643      0.4743      13.652     768.068      56.045  
        80.5        1.58      0.8517      0.2427      0.4506      12.973     730.010      51.459  
        85.0        1.67      0.8673      0.2201      0.4239      12.201     686.552      46.670  
        89.5        1.76      0.8808      0.1972      0.3935      11.329     637.519      41.814  
        94.0        1.85      0.8920      0.1739      0.3598      10.355     582.733      36.869  
        98.4        1.93      0.9005      0.1501      0.3223       9.277     522.017      31.833  
       102.9        2.02      0.9053      0.1259      0.2811       8.092     455.371      26.685  
       107.4        2.11      0.9046      0.1013      0.2361       6.796     382.441      21.472  
       111.8        2.20      0.8940      0.0762      0.1873       5.390     303.315      16.155  



         PROP RPM =       1280

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3278      0.4240      18.211     896.581      90.778  
         4.5        0.08      0.0594      0.3312      0.4288      18.426     907.201      91.722  
         8.9        0.15      0.1184      0.3351      0.4353      18.707     921.363      92.801  
        13.4        0.23      0.1766      0.3396      0.4436      19.056     938.179      94.038  
        17.9        0.31      0.2336      0.3445      0.4537      19.485     959.421      95.409  
        22.4        0.38      0.2905      0.3499      0.4632      19.901     979.778      96.915  
        26.8        0.46      0.3466      0.3550      0.4726      20.303     999.249      98.309  
        31.3        0.54      0.4010      0.3593      0.4823      20.719    1020.491      99.500  
        35.8        0.62      0.4530      0.3624      0.4920      21.148    1040.848     100.355  
        40.3        0.69      0.5021      0.3640      0.5017      21.550    1061.204     100.804  
        44.7        0.77      0.5479      0.3639      0.5107      21.939    1080.676     100.759  
        49.2        0.85      0.5903      0.3618      0.5185      22.274    1096.607     100.197  
        53.7        0.92      0.6292      0.3577      0.5245      22.543    1109.884      99.051  
        58.2        1.00      0.6680      0.3522      0.5270      22.636    1114.309      97.522  
        62.6        1.08      0.7000      0.3435      0.5283      22.703    1117.849      95.117  
        67.1        1.15      0.7314      0.3334      0.5258      22.583    1112.539      92.329  
        71.6        1.23      0.7573      0.3204      0.5207      22.368    1101.033      88.732  
        76.1        1.31      0.7824      0.3061      0.5115      21.979    1082.446      84.775  
        80.5        1.38      0.8050      0.2903      0.4991      21.443    1055.894      80.392  
        85.0        1.46      0.8253      0.2731      0.4834      20.772    1023.146      75.626  
        89.5        1.54      0.8437      0.2548      0.4644      19.954     982.433      70.545  
        94.0        1.61      0.8585      0.2352      0.4425      19.016     936.409      65.150  
