        62x11_3_1800_51_1070                                 (62x11_3_1800_51_1070.dat)

         PROP RPM =       900

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2353      0.1996      10.713     750.278      89.676  
         4.5        0.08      0.0991      0.2365      0.2021      10.852     759.925      90.148  
         8.9        0.17      0.1957      0.2371      0.2052      11.016     771.520      90.373  
        13.4        0.25      0.2883      0.2369      0.2087      11.207     784.796      90.283  
        17.9        0.34      0.3754      0.2356      0.2126      11.413     799.311      89.789  
        22.4        0.42      0.4558      0.2331      0.2165      11.623     813.915      88.822  
        26.8        0.51      0.5289      0.2291      0.2200      11.814     827.368      87.293  
        31.3        0.59      0.5980      0.2236      0.2216      11.899     833.209      85.203  
        35.8        0.68      0.6553      0.2158      0.2231      11.981     838.962      82.258  
        40.3        0.76      0.7083      0.2063      0.2218      11.915     834.448      78.593  
        44.7        0.85      0.7537      0.1945      0.2186      11.735     821.792      74.142  
        49.2        0.93      0.7939      0.1810      0.2122      11.399     798.249      68.971  
        53.7        1.02      0.8270      0.1654      0.2031      10.909     763.996      63.014  
        58.2        1.10      0.8552      0.1480      0.1906      10.231     716.379      56.405  
        62.6        1.19      0.8768      0.1297      0.1753       9.418     659.558      49.435  
        67.1        1.27      0.8945      0.1110      0.1577       8.466     592.911      42.309  
        71.6        1.35      0.9079      0.0919      0.1372       7.368     515.910      35.048  
        76.1        1.44      0.9155      0.0724      0.1139       6.116     428.288      27.607  
        80.5        1.52      0.9134      0.0526      0.0877       4.708     329.779      20.026  
        85.0        1.61      0.8876      0.0323      0.0585       3.139     219.853      12.293  
        89.5        1.69      0.7485      0.0116      0.0262       1.405      98.420       4.406  



         PROP RPM =       1080

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2356      0.1992      18.479    1078.906     129.288  
         4.5        0.07      0.0821      0.2363      0.2030      18.841    1099.263     129.692  
         8.9        0.14      0.1630      0.2370      0.2052      19.042    1111.654     130.097  
        13.4        0.21      0.2418      0.2373      0.2077      19.284    1124.930     130.232  
        17.9        0.28      0.3176      0.2370      0.2106      19.539    1139.976     130.052  
        22.4        0.35      0.3894      0.2358      0.2137      19.820    1156.793     129.423  
        26.8        0.42      0.4566      0.2337      0.2167      20.102    1173.609     128.276  
        31.3        0.49      0.5187      0.2306      0.2195      20.370    1188.655     126.545  
        35.8        0.56      0.5754      0.2263      0.2220      20.598    1201.931     124.184  
        40.3        0.64      0.6302      0.2210      0.2227      20.665    1206.357     121.284  
        44.7        0.71      0.6758      0.2138      0.2232      20.719    1209.012     117.350  
        49.2        0.78      0.7190      0.2056      0.2218      20.585    1201.931     112.809  
        53.7        0.85      0.7545      0.1954      0.2193      20.343    1187.770     107.234  
        58.2        0.92      0.7877      0.1841      0.2144      19.887    1161.218     101.029  
        62.6        0.99      0.8167      0.1715      0.2074      19.244    1123.160      94.105  
        67.1        1.06      0.8438      0.1578      0.1979      18.359    1071.825      86.596  
        71.6        1.13      0.8637      0.1427      0.1865      17.313    1009.870      78.301  
        76.1        1.20      0.8811      0.1273      0.1733      16.079     938.179      69.871  
        80.5        1.27      0.8958      0.1117      0.1583      14.684     857.106      61.260  
        85.0        1.34      0.9076      0.0957      0.1414      13.115     765.324      52.515  
        89.5        1.41      0.9159      0.0795      0.1224      11.358     662.921      43.590  
        94.0        1.48      0.9190      0.0629      0.1015       9.415     549.454      34.531  
        98.4        1.55      0.9130      0.0461      0.0784       7.278     424.659      25.313  
       102.9        1.62      0.8848      0.0290      0.0533       4.943     288.446      15.939  
       107.4        1.69      0.7623      0.0117      0.0259       2.406     140.461       6.407  



         PROP RPM =       1260

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
