        55x32_2_600_51_150                                 (55x32_2_600_51_150.dat)

         PROP RPM =       300

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2842      0.8889       0.971     204.010       7.452  
         4.5        0.29      0.0976      0.3023      0.8865       0.969     203.479       7.927  
         8.9        0.57      0.2067      0.3318      0.9189       1.004     210.913       8.700  
        13.4        0.86      0.3192      0.3703      0.9966       1.089     228.792       9.712  
        17.9        1.15      0.4243      0.4151      1.1207       1.224     257.203      10.885  
        22.4        1.43      0.5178      0.4597      1.2700       1.388     291.632      12.050  
        26.8        1.72      0.5984      0.4942      1.4185       1.550     325.619      12.956  
        31.3        2.00      0.6674      0.5097      1.5305       1.672     351.375      13.365  
        35.8        2.29      0.7305      0.5015      1.5732       1.718     360.933      13.151  
        40.3        2.58      0.7668      0.4674      1.5707       1.715     360.402      12.252  
        44.7        2.86      0.7983      0.4306      1.5452       1.688     354.649      11.294  
        49.2        3.15      0.8256      0.3918      1.4952       1.633     343.143      10.276  
        53.7        3.44      0.8489      0.3504      1.4185       1.549     325.530       9.188  
        58.2        3.72      0.8680      0.3063      1.3138       1.435     301.456       8.032  
        62.6        4.01      0.8822      0.2596      1.1795       1.289     270.744       6.807  
        67.1        4.29      0.8892      0.2102      1.0154       1.109     233.040       5.512  
        71.6        4.58      0.8837      0.1582      0.8199       0.896     188.255       4.148  
        76.1        4.87      0.8498      0.1035      0.5927       0.648     136.036       2.713  
        80.5        5.15      0.7145      0.0461      0.3327       0.364      76.364       1.209  



         PROP RPM =       360

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2843      0.8881       1.676     293.579      10.735  
         4.5        0.24      0.0806      0.2986      0.8841       1.670     292.252      11.276  
         8.9        0.48      0.1697      0.3210      0.9026       1.704     298.359      12.119  
        13.4        0.72      0.2638      0.3504      0.9507       1.796     314.201      13.232  
        17.9        0.95      0.3559      0.3850      1.0323       1.949     341.196      14.536  
        22.4        1.19      0.4411      0.4232      1.1442       2.160     378.192      15.975  
        26.8        1.43      0.5190      0.4601      1.2700       2.396     419.614      17.375  
        31.3        1.67      0.5855      0.4891      1.3954       2.635     461.212      18.470  
        35.8        1.91      0.6447      0.5066      1.5001       2.832     495.819      19.131  
        40.3        2.15      0.7005      0.5097      1.5622       2.949     516.353      19.239  
        44.7        2.39      0.7443      0.4911      1.5744       2.973     520.424      18.547  
        49.2        2.62      0.7734      0.4620      1.5683       2.961     518.388      17.450  
        53.7        2.86      0.7993      0.4314      1.5452       2.918     510.865      16.294  
        58.2        3.10      0.8224      0.3992      1.5062       2.843     497.766      15.076  
        62.6        3.34      0.8427      0.3652      1.4477       2.733     478.471      13.792  
        67.1        3.58      0.8604      0.3294      1.3698       2.587     452.981      12.439  
        71.6        3.82      0.8750      0.2918      1.2736       2.403     420.853      11.018  
