        83x16_4_1200_51_1860                                 (83x16_4_1200_51_1860.dat)

         PROP RPM =       600

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2805      0.2731      18.694    1963.095     152.555  
         4.5        0.09      0.0966      0.2834      0.2782      19.029    1999.384     154.129  
         8.9        0.19      0.1935      0.2861      0.2807      19.203    2017.085     155.680  
        13.4        0.28      0.2858      0.2875      0.2863      19.592    2057.798     156.400  
        17.9        0.38      0.3730      0.2874      0.2925      20.008    2101.167     156.355  
        22.4        0.47      0.4536      0.2856      0.2987      20.424    2146.306     155.365  
        26.8        0.57      0.5310      0.2822      0.3026      20.692    2173.743     153.522  
        31.3        0.66      0.5963      0.2756      0.3070      21.000    2205.606     149.948  
        35.8        0.76      0.6572      0.2669      0.3082      21.081    2214.457     145.182  
        40.3        0.85      0.7097      0.2551      0.3070      21.000    2205.606     138.797  
        44.7        0.95      0.7546      0.2403      0.3021      20.665    2171.088     130.749  
        49.2        1.04      0.7927      0.2228      0.2933      20.062    2107.363     121.195  
        53.7        1.14      0.8270      0.2032      0.2797      19.136    2010.004     110.539  
        58.2        1.23      0.8550      0.1813      0.2615      17.889    1879.013      98.624  
        62.6        1.33      0.8768      0.1583      0.2397      16.401    1723.240      86.102  
        67.1        1.42      0.8947      0.1347      0.2143      14.657    1540.030      73.288  
        71.6        1.52      0.9081      0.1107      0.1850      12.653    1329.382      60.181  
        76.1        1.61      0.9153      0.0860      0.1516      10.367    1088.642      46.783  
        80.5        1.71      0.9115      0.0608      0.1140       7.801     819.314      33.114  
        85.0        1.80      0.8778      0.0352      0.0722       4.942     519.096      19.138  
        89.5        1.90      0.6515      0.0090      0.0261       1.786     187.547       4.876  



         PROP RPM =       720

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2805      0.2725      32.211    2819.848     219.751  
         4.5        0.08      0.0809      0.2830      0.2764      32.681    2860.561     221.707  
         8.9        0.16      0.1610      0.2853      0.2802      33.123    2899.504     223.460  
        13.4        0.24      0.2393      0.2870      0.2844      33.619    2942.873     224.809  
        17.9        0.32      0.3150      0.2879      0.2891      34.169    2990.667     225.483  
        22.4        0.40      0.3870      0.2877      0.2939      34.746    3041.116     225.483  
        26.8        0.47      0.4544      0.2862      0.2988      35.322    3091.566     224.224  
        31.3        0.55      0.5167      0.2833      0.3034      35.872    3139.360     221.931  
        35.8        0.63      0.5775      0.2792      0.3057      36.140    3163.257     218.694  
        40.3        0.71      0.6286      0.2725      0.3084      36.462    3191.579     213.456  
        44.7        0.79      0.6743      0.2639      0.3095      36.583    3202.200     206.757  
        49.2        0.87      0.7176      0.2536      0.3073      36.328    3180.958     198.686  
        53.7        0.95      0.7554      0.2412      0.3029      35.819    3134.934     188.974  
        58.2        1.03      0.7881      0.2268      0.2959      34.974    3061.473     177.712  
        62.6        1.11      0.8168      0.2108      0.2857      33.767    2955.264     165.122  
        67.1        1.19      0.8435      0.1934      0.2719      32.144    2814.537     151.521  
        71.6        1.26      0.8635      0.1744      0.2556      30.213    2644.603     136.661  
        76.1        1.34      0.8810      0.1551      0.2366      27.974    2448.116     121.509  
        80.5        1.42      0.8959      0.1354      0.2150      25.412    2225.078     106.042  
        85.0        1.50      0.9077      0.1153      0.1907      22.543    1973.716      90.283  
        89.5        1.58      0.9159      0.0948      0.1636      19.338    1693.148      74.232  
        94.0        1.66      0.9183      0.0739      0.1336      15.797    1382.487      57.888  
        98.4        1.74      0.9098      0.0527      0.1007      11.904    1041.733      41.275  
       102.9        1.82      0.8722      0.0311      0.0648       7.657     670.267      24.347  
       107.4        1.90      0.6685      0.0091      0.0258       3.048     266.761       7.115  



         PROP RPM =       840

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2806      0.2720      51.066    3830.603     299.221  
         4.5        0.07      0.0697      0.2829      0.2752      51.656    3875.742     301.694  
         8.9        0.14      0.1389      0.2851      0.2781      52.219    3917.340     303.942  
        13.4        0.20      0.2073      0.2870      0.2814      52.836    3964.249     305.965  
        17.9        0.27      0.2713      0.2878      0.2875      53.976    4049.216     306.864  
        22.4        0.34      0.3354      0.2884      0.2913      54.673    4102.321     307.539  
        26.8        0.41      0.3968      0.2882      0.2953      55.424    4158.080     307.314  
        31.3        0.47      0.4549      0.2870      0.2993      56.175    4214.725     305.965  
        35.8        0.54      0.5092      0.2847      0.3031      56.886    4268.715     303.492  
        40.3        0.61      0.5595      0.2811      0.3065      57.516    4315.624     299.670  
        44.7        0.68      0.6057      0.2762      0.3090      58.013    4352.797     294.500  
        49.2        0.75      0.6511      0.2704      0.3095      58.106    4359.877     288.205  
        53.7        0.81      0.6889      0.2624      0.3096      58.133    4361.648     279.662  
        58.2        0.88      0.7230      0.2529      0.3082      57.852    4340.406     269.771  
        62.6        0.95      0.7558      0.2423      0.3042      57.087    4283.761     258.306  
        67.1        1.02      0.7846      0.2301      0.2982      55.974    4199.679     245.491  
        71.6        1.08      0.8089      0.2165      0.2902      54.459    4086.389     230.879  
        76.1        1.15      0.8330      0.2021      0.2794      52.461    3935.927     215.479  
        80.5        1.22      0.8528      0.1863      0.2664      50.007    3751.831     198.596  
        85.0        1.29      0.8693      0.1698      0.2516      47.217    3542.069     181.061  
        89.5        1.36      0.8840      0.1531      0.2348      44.066    3305.754     163.234  
        94.0        1.42      0.8967      0.1361      0.2160      40.539    3042.001     145.092  
        98.4        1.49      0.9073      0.1188      0.1952      36.637    2749.042     126.657  
       102.9        1.56      0.9154      0.1012      0.1724      32.359    2427.760     107.931  
       107.4        1.63      0.9200      0.0834      0.1475      27.665    2076.385      88.912  
       111.8        1.69      0.9191      0.0653      0.1203      22.583    1694.033      69.578  



         PROP RPM =       960

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2806      0.2715      76.103    4996.246     390.718  
         4.5        0.06      0.0611      0.2828      0.2743      76.854    5045.810     393.865  
         8.9        0.12      0.1209      0.2845      0.2790      78.168    5131.663     396.113  
        13.4        0.18      0.1808      0.2863      0.2816      78.919    5181.227     398.586  
        17.9        0.24      0.2400      0.2879      0.2844      79.724    5233.446     400.834  
        22.4        0.30      0.2979      0.2891      0.2877      80.609    5292.746     402.633  
        26.8        0.36      0.3505      0.2889      0.2933      82.178    5395.415     402.408  
        31.3        0.42      0.4041      0.2887      0.2966      83.103    5455.600     402.183  
