        62x39_4_400_41_110                                 (62x39_4_400_41_110.dat)

         PROP RPM =       200

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2895      1.0009       0.590     185.866       5.447  
         4.5        0.38      0.1203      0.3148      0.9969       0.588     185.158       5.924  
         8.9        0.76      0.2593      0.3595      1.0563       0.623     196.133       6.765  
        13.4        1.14      0.3974      0.4174      1.2009       0.708     223.039       7.859  
        17.9        1.52      0.5166      0.4818      1.4210       0.837     263.841       9.064  
        22.4        1.90      0.6118      0.5279      1.6438       0.969     305.262       9.937  
        26.8        2.29      0.6968      0.5407      1.7728       1.045     329.336      10.173  
        31.3        2.67      0.7543      0.5027      1.7777       1.048     330.221       9.464  
        35.8        3.05      0.7919      0.4515      1.7375       1.024     322.610       8.496  
        40.3        3.43      0.8227      0.3969      1.6547       0.975     307.298       7.473  
        44.7        3.81      0.8468      0.3396      1.5281       0.900     283.755       6.391  
        49.2        4.19      0.8629      0.2789      1.3552       0.798     251.627       5.249  
        53.7        4.57      0.8669      0.2148      1.1332       0.668     210.471       4.044  
        58.2        4.95      0.8459      0.1472      0.8621       0.508     160.110       2.770  
        62.6        5.33      0.7499      0.0759      0.5403       0.318     100.279       1.429  
        67.1        5.71      0.0319      0.0009      0.1668       0.098      30.969       0.018  



         PROP RPM =       240

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2896      0.9998       1.018     267.381       7.848  
         4.5        0.32      0.0990      0.3094      0.9926       1.011     265.434       8.385  
         8.9        0.64      0.2123      0.3430      1.0262       1.045     274.462       9.296  
        13.4        0.95      0.3312      0.3880      1.1156       1.136     298.270      10.512  
        17.9        1.27      0.4401      0.4391      1.2675       1.291     338.984      11.904  
        22.4        1.59      0.5340      0.4911      1.4599       1.487     390.406      13.311  
        26.8        1.90      0.6138      0.5290      1.6426       1.672     439.086      14.338  
        31.3        2.22      0.6837      0.5418      1.7607       1.793     470.948      14.682  
        35.8        2.54      0.7420      0.5205      1.7826       1.814     476.613      14.111  
        40.3        2.86      0.7756      0.4783      1.7631       1.794     471.391      12.965  
        44.7        3.18      0.8045      0.4345      1.7144       1.746     458.557      11.775  
        49.2        3.49      0.8290      0.3887      1.6377       1.667     437.846      10.532  
        53.7        3.81      0.8489      0.3406      1.5281       1.557     408.727       9.228  
        58.2        4.13      0.8637      0.2903      1.3869       1.412     370.935       7.866  
        62.6        4.45      0.8713      0.2377      1.2126       1.235     324.291       6.441  
        67.1        4.76      0.8667      0.1827      1.0038       1.022     268.443       4.950  
        71.6        5.08      0.8368      0.1252      0.7602       0.774     203.302       3.392  
        76.1        5.40      0.7318      0.0652      0.4810       0.490     128.601       1.767  
        80.5        5.71      0.0893      0.0026      0.1656       0.169      44.298       0.070  



         PROP RPM =       280

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2897      0.9989       1.615     363.589      10.687  
         4.5        0.27      0.0840      0.3059      0.9907       1.603     360.579      11.283  
         8.9        0.54      0.1790      0.3323      1.0103       1.633     367.748      12.259  
        13.4        0.82      0.2811      0.3680      1.0686       1.727     388.902      13.572  
        17.9        1.09      0.3809      0.4101      1.1715       1.895     426.429      15.121  
        22.4        1.36      0.4686      0.4550      1.3211       2.136     480.861      16.780  
        26.8        1.63      0.5504      0.5004      1.4843       2.400     540.161      18.452  
        31.3        1.90      0.6153      0.5302      1.6413       2.654     597.248      19.552  
        35.8        2.18      0.6757      0.5430      1.7497       2.828     636.634      20.024  
        40.3        2.45      0.7329      0.5333      1.7826       2.883     648.937      19.678  
        44.7        2.72      0.7631      0.4977      1.7741       2.870     645.927      18.356  
        49.2        2.99      0.7898      0.4608      1.7461       2.823     635.484      16.991  
        53.7        3.27      0.8132      0.4225      1.6961       2.742     617.428      15.579  
        58.2        3.54      0.8335      0.3827      1.6243       2.627     591.230      14.114  
        62.6        3.81      0.8506      0.3414      1.5293       2.473     556.535      12.592  
        67.1        4.08      0.8640      0.2984      1.4100       2.280     513.255      11.009  
        71.6        4.35      0.8727      0.2539      1.2663       2.048     461.035       9.363  
        76.1        4.63      0.8744      0.2075      1.0980       1.776     399.700       7.655  
        80.5        4.90      0.8638      0.1594      0.9040       1.462     329.071       5.881  
        85.0        5.17      0.8275      0.1095      0.6841       1.106     248.971       4.038  
        89.5        5.44      0.7166      0.0576      0.4377       0.708     159.313       2.126  
        94.0        5.71      0.1349      0.0039      0.1649       0.267      60.017       0.144  



         PROP RPM =       320

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2898      0.9982       2.410     474.577      13.963  
         4.5        0.24      0.0730      0.3034      0.9897       2.388     470.506      14.617  
         8.9        0.48      0.1546      0.3249      1.0012       2.417     475.993      15.653  
        13.4        0.71      0.2430      0.3539      1.0407       2.512     494.757      17.052  
        17.9        0.95      0.3326      0.3887      1.1131       2.687     529.186      18.727  
        22.4        1.19      0.4164      0.4271      1.2213       2.948     580.432      20.572  
        26.8        1.43      0.4914      0.4674      1.3589       3.280     646.104      22.526  
        31.3        1.67      0.5593      0.5046      1.5038       3.631     715.140      24.324  
        35.8        1.90      0.6166      0.5310      1.6401       3.959     779.662      25.583  
        40.3        2.14      0.6721      0.5449      1.7375       4.193     825.952      26.258  
        44.7        2.38      0.7213      0.5399      1.7814       4.301     847.105      26.010  
        49.2        2.62      0.7533      0.5120      1.7802       4.297     846.308      24.662  
        53.7        2.86      0.7779      0.4802      1.7631       4.256     838.343      23.133  
        58.2        3.10      0.7999      0.4473      1.7302       4.177     822.765      21.543  
        62.6        3.33      0.8195      0.4132      1.6815       4.058     799.222      19.911  
        67.1        3.57      0.8369      0.3783      1.6146       3.897     767.537      18.225  
        71.6        3.81      0.8518      0.3421      1.5305       3.693     727.354      16.481  
        76.1        4.05      0.8641      0.3047      1.4270       3.445     678.498      14.678  
        80.5        4.29      0.8731      0.2660      1.3053       3.151     620.703      12.814  
        85.0        4.52      0.8775      0.2260      1.1650       2.812     553.880      10.885  
        89.5        4.76      0.8748      0.1846      1.0050       2.426     477.763       8.893  
        94.0        5.00      0.8596      0.1419      0.8251       1.991     392.265       6.834  
        98.4        5.24      0.8184      0.0977      0.6252       1.509     297.208       4.705  
       102.9        5.48      0.7038      0.0521      0.4051       0.978     192.592       2.509  
       107.4        5.71      0.1723      0.0050      0.1644       0.397      78.170       0.239  



         PROP RPM =       360

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2899      0.9976       3.429     600.258      17.674  
         4.5        0.21      0.0645      0.3016      0.9891       3.399     595.124      18.392  
         8.9        0.42      0.1359      0.3196      0.9958       3.422     599.107      19.486  
        13.4        0.64      0.2133      0.3437      1.0233       3.516     615.658      20.957  
        17.9        0.85      0.2935      0.3729      1.0758       3.697     647.255      22.728  
        22.4        1.06      0.3716      0.4058      1.1556       3.972     695.315      24.729  
        26.8        1.27      0.4429      0.4407      1.2639       4.344     760.456      26.865  
