        55x34_2_400_36_60                                 (55x34_2_400_36_60.dat)

         PROP RPM =       200

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2392      0.8079       0.261      82.409       2.788  
         4.5        0.43      0.1411      0.2648      0.8058       0.261      82.215       3.084  
         8.9        0.86      0.3048      0.3120      0.8792       0.285      89.658       3.637  
        13.4        1.29      0.4579      0.3724      1.0479       0.339     106.917       4.339  
        17.9        1.72      0.5832      0.4325      1.2748       0.413     130.017       5.042  
        22.4        2.15      0.6875      0.4655      1.4538       0.471     148.339       5.427  
        26.8        2.58      0.7680      0.4457      1.4952       0.484     152.587       5.195  
        31.3        3.01      0.8121      0.3973      1.4709       0.476     150.020       4.631  
        35.8        3.44      0.8469      0.3442      1.3966       0.452     142.497       4.011  
        40.3        3.87      0.8724      0.2863      1.2688       0.411     129.398       3.336  
        44.7        4.29      0.8864      0.2235      1.0829       0.351     110.457       2.606  
        49.2        4.72      0.8800      0.1559      0.8371       0.271      85.401       1.817  
        53.7        5.15      0.8143      0.0835      0.5286       0.171      53.928       0.973  
        58.2        5.58      0.2283      0.0064      0.1555       0.050      15.869       0.074  



         PROP RPM =       240

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2393      0.8070       0.451     118.511       4.015  
         4.5        0.36      0.1157      0.2590      0.8009       0.448     117.626       4.348  
         8.9        0.72      0.2500      0.2946      0.8436       0.472     123.910       4.944  
        13.4        1.07      0.3861      0.3416      0.9500       0.531     139.576       5.733  
        17.9        1.43      0.5044      0.3946      1.1197       0.626     164.535       6.621  
        22.4        1.79      0.6045      0.4418      1.3077       0.732     192.150       7.416  
        26.8        2.15      0.6894      0.4666      1.4538       0.813     213.480       7.830  
        31.3        2.51      0.7614      0.4542      1.4952       0.836     219.676       7.626  
