        48x24_5_800_51_160                                 (48x24_5_800_51_160.dat)

         PROP RPM =       400

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3469      0.9332       1.224     192.769       9.381  
         4.5        0.25      0.0954      0.3630      0.9362       1.228     193.477       9.817  
         8.9        0.49      0.1977      0.3869      0.9631       1.263     198.965      10.463  
        13.4        0.74      0.3018      0.4178      1.0218       1.340     211.090      11.299  
        17.9        0.98      0.3996      0.4535      1.1172       1.464     230.827      12.266  
        22.4        1.23      0.4904      0.4907      1.2310       1.615     254.370      13.273  
        26.8        1.48      0.5690      0.5182      1.3455       1.763     277.825      14.017  
        31.3        1.72      0.6419      0.5321      1.4270       1.872     294.907      14.386  
        35.8        1.97      0.6972      0.5217      1.4721       1.931     304.200      14.105  
        40.3        2.21      0.7463      0.4953      1.4697       1.927     303.669      13.396  
        44.7        2.46      0.7842      0.4562      1.4307       1.876     295.615      12.333  
        49.2        2.71      0.8122      0.4108      1.3698       1.796     282.958      11.115  
        53.7        2.95      0.8359      0.3641      1.2858       1.687     265.788       9.849  
        58.2        3.20      0.8549      0.3155      1.1807       1.548     243.927       8.534  
        62.6        3.44      0.8683      0.2651      1.0515       1.379     217.286       7.169  
        67.1        3.69      0.8737      0.2127      0.8985       1.178     185.600       5.751  
        71.6        3.94      0.8647      0.1583      0.7208       0.945     148.958       4.280  
        76.1        4.18      0.8225      0.1019      0.5182       0.679     107.094       2.756  
        80.5        4.43      0.6619      0.0434      0.2903       0.381      59.973       1.173  



         PROP RPM =       480

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3471      0.9317       2.111     277.205      13.518  
         4.5        0.21      0.0791      0.3600      0.9328       2.113     277.559      14.021  
         8.9        0.41      0.1634      0.3784      0.9494       2.151     282.427      14.734  
        13.4        0.62      0.2507      0.4019      0.9864       2.235     293.491      15.653  
        17.9        0.82      0.3365      0.4298      1.0475       2.374     311.635      16.737  
        22.4        1.03      0.4160      0.4604      1.1348       2.571     337.567      17.931  
        26.8        1.23      0.4919      0.4914      1.2298       2.785     365.801      19.145  
        31.3        1.44      0.5601      0.5163      1.3235       2.999     393.681      20.107  
        35.8        1.64      0.6186      0.5294      1.4039       3.181     417.755      20.619  
        40.3        1.85      0.6714      0.5298      1.4563       3.299     433.156      20.631  
        44.7        2.05      0.7177      0.5163      1.4757       3.343     438.908      20.109  
        49.2        2.26      0.7552      0.4907      1.4660       3.322     436.165      19.116  
        53.7        2.46      0.7859      0.4573      1.4319       3.244     425.809      17.803  
        58.2        2.67      0.8095      0.4197      1.3820       3.131     411.117      16.341  
        62.6        2.87      0.8302      0.3810      1.3175       2.985     391.911      14.835  
        67.1        3.08      0.8479      0.3411      1.2371       2.803     368.014      13.282  
        71.6        3.28      0.8624      0.2999      1.1410       2.585     339.426      11.679  
        76.1        3.49      0.8728      0.2575      1.0284       2.331     305.970      10.026  
        80.5        3.69      0.8775      0.2137      0.8990       2.037     267.470       8.322  
        85.0        3.90      0.8730      0.1686      0.7525       1.704     223.835       6.567  
        89.5        4.10      0.8506      0.1221      0.5886       1.334     175.068       4.755  
        94.0        4.31      0.7837      0.0741      0.4070       0.922     121.078       2.884  
        98.4        4.51      0.5344      0.0246      0.2078       0.471      61.822       0.959  



         PROP RPM =       560

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
