        34x10_4_2000_51_190                                 (34x10_4_2000_51_190.dat)

         PROP RPM =       1000

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3023      0.4555       1.664     104.881      12.866  
         4.5        0.14      0.0927      0.3085      0.4622       1.688     106.386      13.127  
         8.9        0.28      0.1855      0.3164      0.4740       1.731     109.130      13.462  
        13.4        0.42      0.2761      0.3260      0.4923       1.798     113.378      13.873  
        17.9        0.56      0.3640      0.3368      0.5143       1.879     118.423      14.332  
        22.4        0.69      0.4504      0.3469      0.5350       1.955     123.202      14.759  
        26.8        0.83      0.5300      0.3534      0.5560       2.032     127.982      15.037  
        31.3        0.97      0.6004      0.3546      0.5743       2.099     132.230      15.087  
        35.8        1.11      0.6611      0.3492      0.5873       2.146     135.239      14.860  
        40.3        1.25      0.7124      0.3372      0.5920       2.163     136.301      14.347  
        44.7        1.39      0.7579      0.3192      0.5853       2.138     134.797      13.583  
        49.2        1.53      0.7953      0.2956      0.5680       2.075     130.814      12.576  
        53.7        1.67      0.8284      0.2685      0.5405       1.974     124.441      11.425  
        58.2        1.81      0.8533      0.2380      0.5037       1.840     116.033      10.125  
        62.6        1.95      0.8724      0.2061      0.4595       1.679     105.766       8.768  
        67.1        2.08      0.8864      0.1733      0.4074       1.489      93.818       7.374  
        71.6        2.22      0.8939      0.1396      0.3473       1.268      79.949       5.939  
        76.1        2.36      0.8906      0.1051      0.2786       1.018      64.150       4.469  
        80.5        2.50      0.8642      0.0696      0.2014       0.736      46.387       2.961  
        85.0        2.64      0.7597      0.0332      0.1155       0.422      26.588       1.414  



         PROP RPM =       1200

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3025      0.4543       2.868     150.640      18.533  
         4.5        0.12      0.0775      0.3075      0.4595       2.901     152.410      18.839  
         8.9        0.23      0.1552      0.3137      0.4682       2.956     155.242      19.221  
