        27x10_3_2000_51_80                                 (27x10_3_2000_51_80.dat)

         PROP RPM =       1000

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3077      0.5843       0.674      42.484       5.207  
         4.5        0.17      0.0936      0.3161      0.5910       0.682      42.979       5.350  
         8.9        0.35      0.1889      0.3277      0.6070       0.700      44.139       5.544  
        13.4        0.52      0.2830      0.3422      0.6347       0.732      46.148       5.789  
        17.9        0.70      0.3740      0.3582      0.6702       0.773      48.732       6.061  
        22.4        0.87      0.4621      0.3733      0.7068       0.816      51.396       6.317  
        26.8        1.05      0.5417      0.3838      0.7437       0.858      54.078       6.495  
        31.3        1.22      0.6110      0.3870      0.7757       0.895      56.415       6.549  
        35.8        1.40      0.6696      0.3817      0.7979       0.921      58.025       6.459  
        40.3        1.57      0.7215      0.3684      0.8040       0.928      58.459       6.234  
        44.7        1.75      0.7646      0.3470      0.7940       0.916      57.733       5.872  
        49.2        1.92      0.8062      0.3209      0.7661       0.884      55.707       5.431  
        53.7        2.10      0.8328      0.2869      0.7233       0.835      52.600       4.854  
        58.2        2.27      0.8548      0.2517      0.6698       0.773      48.706       4.258  
        62.6        2.45      0.8718      0.2153      0.6049       0.698      43.988       3.642  
        67.1        2.62      0.8826      0.1776      0.5282       0.609      38.412       3.006  
        71.6        2.80      0.8840      0.1387      0.4393       0.507      31.951       2.347  
        76.1        2.97      0.8672      0.0985      0.3379       0.390      24.570       1.667  
        80.5        3.15      0.8023      0.0569      0.2234       0.258      16.250       0.963  
        85.0        3.32      0.4848      0.0140      0.0958       0.111       6.967       0.236  



         PROP RPM =       1200

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3079      0.5830       1.162      61.052       7.502  
         4.5        0.15      0.0780      0.3147      0.5880       1.172      61.575       7.668  
         8.9        0.29      0.1576      0.3237      0.5991       1.194      62.725       7.886  
        13.4        0.44      0.2371      0.3348      0.6178       1.232      64.690       8.158  
        17.9        0.58      0.3162      0.3481      0.6422       1.280      67.239       8.482  
        22.4        0.73      0.3924      0.3620      0.6726       1.341      70.425       8.822  
        26.8        0.87      0.4635      0.3739      0.7056       1.407      73.886       9.109  
        31.3        1.02      0.5322      0.3837      0.7359       1.467      77.063       9.350  
        35.8        1.17      0.5895      0.3872      0.7661       1.527      80.223       9.433  
        40.3        1.31      0.6434      0.3862      0.7878       1.570      82.489       9.411  
        44.7        1.46      0.6899      0.3791      0.8012       1.597      83.896       9.237  
        49.2        1.60      0.7323      0.3667      0.8031       1.601      84.091       8.934  
        53.7        1.75      0.7665      0.3479      0.7941       1.584      83.153       8.478  
        58.2        1.90      0.8000      0.3261      0.7726       1.541      80.896       7.945  
        62.6        2.04      0.8262      0.2992      0.7393       1.474      77.409       7.291  
        67.1        2.19      0.8462      0.2703      0.6985       1.392      73.143       6.585  
        71.6        2.33      0.8631      0.2405      0.6501       1.296      68.062       5.859  
        76.1        2.48      0.8764      0.2098      0.5935       1.183      62.150       5.114  
        80.5        2.62      0.8855      0.1784      0.5287       1.054      55.361       4.346  
        85.0        2.77      0.8884      0.1460      0.4554       0.908      47.679       3.559  
