        90x20_6_400_21_330                                 (90x20_6_400_21_330.dat)

         PROP RPM =       200

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3145      0.3580       1.360     428.553      26.280  
         4.5        0.26      0.2251      0.3264      0.3806       1.446     455.636      27.269  
         8.9        0.52      0.4382      0.3342      0.4002       1.521     479.091      27.921  
        13.4        0.79      0.6122      0.3244      0.4172       1.585     499.359      27.112  
        17.9        1.05      0.7400      0.2914      0.4134       1.570     494.845      24.347  
        22.4        1.31      0.8272      0.2366      0.3754       1.426     449.352      19.772  
        26.8        1.57      0.8804      0.1692      0.3027       1.150     362.261      14.138  
        31.3        1.84      0.8952      0.0969      0.1988       0.755     237.997       8.098  
        35.8        2.10      0.7007      0.0205      0.0614       0.233      73.435       1.711  



         PROP RPM =       240

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3146      0.3566       2.341     614.773      37.858  
         4.5        0.22      0.1898      0.3247      0.3742       2.455     644.954      39.072  
         8.9        0.44      0.3692      0.3329      0.3945       2.590     680.003      40.061  
        13.4        0.66      0.5334      0.3324      0.4090       2.685     704.873      39.994  
        17.9        0.87      0.6603      0.3161      0.4189       2.749     721.867      38.038  
        22.4        1.09      0.7593      0.2840      0.4091       2.685     705.050      34.171  
        26.8        1.31      0.8293      0.2370      0.3750       2.462     646.458      28.528  
        31.3        1.53      0.8761      0.1812      0.3166       2.077     545.648      21.797  
        35.8        1.75      0.8997      0.1217      0.2368       1.554     408.108      14.651  
        40.3        1.97      0.8742      0.0595      0.1339       0.879     230.827       7.158  



         PROP RPM =       280

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3148      0.3557       3.707     834.360      51.549  
