        69x16_5_1200_51_1100                                 (69x16_5_1200_51_1100.dat)

         PROP RPM =       600

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3248      0.3876      10.526    1105.458      84.393  
         4.5        0.11      0.0950      0.3298      0.3963      10.766    1131.125      85.697  
         8.9        0.23      0.1888      0.3363      0.4064      11.042    1159.448      87.383  
        13.4        0.34      0.2805      0.3423      0.4179      11.352    1192.195      88.957  
        17.9        0.46      0.3678      0.3470      0.4305      11.695    1228.484      90.148  
        22.4        0.57      0.4533      0.3498      0.4403      11.961    1255.921      90.868  
        26.8        0.68      0.5272      0.3484      0.4523      12.289    1290.439      90.508  
        31.3        0.80      0.5970      0.3437      0.4599      12.492    1311.681      89.294  
        35.8        0.91      0.6578      0.3345      0.4643      12.610    1324.957      86.911  
        40.3        1.03      0.7099      0.3205      0.4637      12.595    1323.187      83.269  
        44.7        1.14      0.7564      0.3024      0.4562      12.392    1301.945      78.571  
        49.2        1.26      0.7937      0.2796      0.4421      12.010    1261.231      72.636  
        53.7        1.37      0.8268      0.2539      0.4206      11.424    1200.161      65.981  
        58.2        1.48      0.8541      0.2256      0.3919      10.645    1117.849      58.630  
        62.6        1.60      0.8752      0.1959      0.3576       9.713    1020.491      50.897  
        67.1        1.71      0.8920      0.1654      0.3173       8.620     905.431      42.961  
        71.6        1.83      0.9037      0.1341      0.2710       7.361     773.201      34.845  
        76.1        1.94      0.9074      0.1021      0.2183       5.930     622.916      26.527  
        80.5        2.05      0.8951      0.0694      0.1591       4.323     454.132      18.021  
        85.0        2.17      0.8323      0.0358      0.0934       2.536     266.407       9.312  
        89.5        2.28      0.1708      0.0016      0.0208       0.565      59.327       0.404  



         PROP RPM =       720

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3249      0.3866      18.144    1588.709     121.554  
