        83x49_3_200_26_90                                 (83x49_3_200_26_90.dat)

         PROP RPM =       100

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3053      0.9871       0.313     197.018       4.613  
         4.5        0.57      0.1985      0.3540      1.0151       0.322     202.594       5.350  
         8.9        1.14      0.4082      0.4387      1.2237       0.387     244.192       6.630  
        13.4        1.71      0.5783      0.5209      1.5378       0.487     307.032       7.871  
        17.9        2.28      0.7096      0.5333      1.7107       0.542     341.550       8.059  
        22.4        2.85      0.7785      0.4597      1.6803       0.532     335.266       6.944  
        26.8        3.42      0.8289      0.3769      1.5525       0.492     309.953       5.694  
        31.3        3.98      0.8619      0.2853      1.3187       0.418     263.310       4.312  
        35.8        4.55      0.8654      0.1844      0.9703       0.307     193.654       2.785  
        40.3        5.12      0.7542      0.0738      0.5010       0.159     100.013       1.115  



         PROP RPM =       120

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3054      0.9860       0.540     283.401       6.645  
         4.5        0.47      0.1630      0.3430      0.9986       0.546     287.030       7.464  
         8.9        0.95      0.3435      0.4089      1.1290       0.618     324.557       8.893  
        13.4        1.42      0.5002      0.4852      1.3808       0.756     396.867      10.559  
        17.9        1.90      0.6248      0.5352      1.6255       0.889     467.142      11.645  
        22.4        2.37      0.7255      0.5232      1.7107       0.936     491.747      11.387  
        26.8        2.85      0.7800      0.4604      1.6791       0.919     482.720      10.015  
        31.3        3.32      0.8232      0.3918      1.5805       0.865     454.397       8.529  
        35.8        3.79      0.8554      0.3176      1.4088       0.771     405.010       6.911  
        40.3        4.27      0.8728      0.2369      1.1589       0.634     333.142       5.155  
        44.7        4.74      0.8587      0.1497      0.8269       0.453     237.643       3.257  
        49.2        5.22      0.7090      0.0557      0.4098       0.224     117.803       1.212  



         PROP RPM =       140

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3055      0.9852       0.856     385.450       9.049  
         4.5        0.41      0.1380      0.3359      0.9897       0.860     387.220       9.948  
         8.9        0.81      0.2934      0.3884      1.0761       0.935     421.030      11.501  
        13.4        1.22      0.4388      0.4542      1.2627       1.097     493.783      13.448  
        17.9        1.63      0.5596      0.5135      1.4928       1.297     583.972      15.213  
        22.4        2.03      0.6598      0.5418      1.6693       1.451     653.097      16.047  
        26.8        2.44      0.7353      0.5155      1.7095       1.486     668.851      15.262  
        31.3        2.85      0.7812      0.4608      1.6791       1.459     656.902      13.650  
        35.8        3.25      0.8189      0.4027      1.5987       1.389     625.659      11.924  
        40.3        3.66      0.8489      0.3401      1.4660       1.274     573.528      10.074  
        44.7        4.07      0.8699      0.2730      1.2761       1.109     499.182       8.084  
        49.2        4.47      0.8763      0.2012      1.0267       0.892     401.647       5.957  
        53.7        4.88      0.8479      0.1245      0.7161       0.622     280.126       3.687  
        58.2        5.29      0.6602      0.0428      0.3425       0.298     134.000       1.267  



         PROP RPM =       160

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3056      0.9846       1.277     503.076      11.820  
         4.5        0.36      0.1196      0.3310      0.9846       1.277     503.165      12.803  
         8.9        0.71      0.2547      0.3738      1.0442       1.354     533.611      14.460  
        13.4        1.07      0.3871      0.4287      1.1817       1.533     603.798      16.580  
        17.9        1.42      0.5023      0.4864      1.3783       1.788     704.254      18.817  
        22.4        1.78      0.6008      0.5298      1.5695       2.036     801.878      20.503  
        26.8        2.13      0.6830      0.5418      1.6925       2.197     865.160      20.954  
        31.3        2.49      0.7425      0.5093      1.7083       2.215     872.861      19.702  
        35.8        2.85      0.7821      0.4612      1.6791       2.178     857.991      17.850  
        40.3        3.20      0.8156      0.4104      1.6121       2.092     823.827      15.885  
        44.7        3.56      0.8433      0.3566      1.5050       1.951     768.864      13.797  
        49.2        3.91      0.8648      0.2992      1.3540       1.757     691.951      11.575  
        53.7        4.27      0.8778      0.2383      1.1589       1.503     592.203       9.217  
        58.2        4.62      0.8755      0.1737      0.9174       1.190     468.824       6.717  
        62.6        4.98      0.8346      0.1053      0.6284       0.815     321.105       4.074  
        67.1        5.34      0.6078      0.0331      0.2908       0.377     148.604       1.281  



         PROP RPM =       180

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3056      0.9840       1.817     636.369      14.963  
         4.5        0.32      0.1055      0.3273      0.9814       1.813     634.776      16.027  
         8.9        0.63      0.2243      0.3632      1.0239       1.891     662.213      17.780  
        13.4        0.95      0.3453      0.4097      1.1258       2.080     728.062      20.062  
        17.9        1.26      0.4542      0.4620      1.2858       2.376     831.970      22.616  
        22.4        1.58      0.5507      0.5101      1.4648       2.705     947.030      24.976  
        26.8        1.90      0.6282      0.5372      1.6231       2.997    1049.698      26.303  
        31.3        2.21      0.6998      0.5387      1.7047       3.149    1101.918      26.393  
        35.8        2.53      0.7481      0.5046      1.7071       3.153    1103.688      24.707  
        40.3        2.85      0.7828      0.4620      1.6791       3.102    1085.987      22.616  
        44.7        3.16      0.8129      0.4170      1.6219       2.996    1048.813      20.410  
        49.2        3.48      0.8385      0.3694      1.5330       2.831     991.284      18.086  
        53.7        3.79      0.8595      0.3192      1.4100       2.603     911.627      15.631  
        58.2        4.11      0.8749      0.2663      1.2517       2.312     809.401      13.039  
        62.6        4.43      0.8816      0.2106      1.0575       1.954     683.986      10.310  
        67.1        4.74      0.8720      0.1519      0.8264       1.526     534.497       7.439  
        71.6        5.06      0.8195      0.0903      0.5574       1.030     360.491       4.420  
        76.1        5.38      0.5514      0.0256      0.2497       0.461     161.526       1.254  



         PROP RPM =       200

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3057      0.9835       2.492     785.238      18.477  
         4.5        0.28      0.0943      0.3246      0.9794       2.482     782.052      19.619  
         8.9        0.57      0.2001      0.3551      1.0103       2.560     806.657      21.465  
        13.4        0.85      0.3102      0.3953      1.0878       2.756     868.524      23.897  
        17.9        1.14      0.4123      0.4411      1.2175       3.084     971.812      26.640  
        22.4        1.42      0.5037      0.4872      1.3759       3.488    1099.263      29.450  
        26.8        1.71      0.5840      0.5240      1.5330       3.884    1224.058      31.676  
        31.3        1.99      0.6529      0.5426      1.6560       4.195    1322.301      32.800  
        35.8        2.28      0.7155      0.5368      1.7083       4.329    1363.900      32.462  
        40.3        2.56      0.7524      0.5008      1.7047       4.321    1361.245      30.282  
        44.7        2.85      0.7834      0.4624      1.6791       4.255    1340.888      27.944  
        49.2        3.13      0.8107      0.4221      1.6292       4.128    1301.060      25.493  
        53.7        3.42      0.8344      0.3795      1.5537       3.936    1239.990      22.931  
