        90x30_3_200_16_100                                 (90x30_3_200_16_100.dat)

         PROP RPM =       100

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3257      0.5826       0.277     174.360       6.805  
         4.5        0.52      0.2971      0.3618      0.6392       0.303     191.265       7.558  
         8.9        1.05      0.5600      0.3942      0.7392       0.351     221.180       8.237  
        13.4        1.57      0.7391      0.3634      0.7742       0.368     231.713       7.592  
        17.9        2.10      0.8438      0.2677      0.6662       0.316     199.319       5.591  
        22.4        2.62      0.8851      0.1497      0.4439       0.211     132.850       3.127  
        26.8        3.15      0.5753      0.0191      0.1047       0.050      31.332       0.399  



         PROP RPM =       120

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3259      0.5814       0.477     250.476       9.804  
         4.5        0.44      0.2483      0.3541      0.6239       0.512     268.797      10.651  
         8.9        0.87      0.4818      0.3887      0.7059       0.579     304.112      11.695  
        13.4        1.31      0.6603      0.3884      0.7722       0.634     332.788      11.688  
        17.9        1.75      0.7832      0.3374      0.7538       0.618     324.822      10.150  
        22.4        2.19      0.8568      0.2493      0.6363       0.522     274.196       7.497  
        26.8        2.62      0.8886      0.1501      0.4433       0.364     191.088       4.516  
        31.3        3.06      0.7669      0.0423      0.1690       0.139      72.815       1.273  



         PROP RPM =       140

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3260      0.5804       0.756     340.400      13.347  
         4.5        0.37      0.2137      0.3491      0.6123       0.798     359.163      14.293  
         8.9        0.75      0.4212      0.3813      0.6791       0.885     398.284      15.615  
        13.4        1.12      0.5943      0.3957      0.7486       0.975     439.086      16.195  
        17.9        1.50      0.7204      0.3730      0.7765       1.012     455.459      15.271  
        22.4        1.87      0.8129      0.3155      0.7276       0.948     426.783      12.920  
        26.8        2.25      0.8656      0.2359      0.6132       0.799     359.606       9.660  
        31.3        2.62      0.8913      0.1505      0.4430       0.577     259.858       6.160  
        35.8        3.00      0.8268      0.0586      0.2128       0.277     124.796       2.401  



         PROP RPM =       160

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3261      0.5796       1.127     444.042      17.438  
         4.5        0.33      0.1874      0.3455      0.6048       1.176     463.337      18.479  
         8.9        0.66      0.3716      0.3740      0.6603       1.284     505.820      20.001  
        13.4        0.98      0.5343      0.3938      0.7255       1.411     555.738      21.060  
        17.9        1.31      0.6628      0.3895      0.7709       1.499     590.522      20.822  
        22.4        1.64      0.7597      0.3553      0.7672       1.493     587.778      19.003  
        26.8        1.97      0.8292      0.2965      0.7038       1.369     539.099      15.854  
        31.3        2.30      0.8719      0.2258      0.5949       1.157     455.725      12.079  
        35.8        2.62      0.8935      0.1507      0.4427       0.861     339.161       8.059  
        40.3        2.95      0.8548      0.0708      0.2446       0.476     187.370       3.786  



         PROP RPM =       180

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3261      0.5790       1.603     561.314      22.076  
         4.5        0.29      0.1668      0.3429      0.5994       1.660     581.228      23.200  
         8.9        0.58      0.3312      0.3677      0.6475       1.793     627.783      24.886  
        13.4        0.87      0.4847      0.3895      0.7032       1.947     681.773      26.370  
        17.9        1.17      0.6107      0.3953      0.7549       2.091     731.957      26.752  
        22.4        1.46      0.7121      0.3786      0.7753       2.147     751.694      25.628  
        26.8        1.75      0.7867      0.3385      0.7529       2.085     729.921      22.908  
        31.3        2.04      0.8411      0.2814      0.6831       1.891     662.213      19.048  
        35.8        2.33      0.8767      0.2180      0.5801       1.607     562.376      14.754  
        40.3        2.62      0.8953      0.1510      0.4426       1.226     429.084      10.218  
        44.7        2.92      0.8705      0.0802      0.2687       0.744     260.477       5.427  
        49.2        3.21      0.3103      0.0055      0.0568       0.157      55.043       0.372  



         PROP RPM =       200

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3262      0.5785       2.197     692.394      27.269  
         4.5        0.26      0.1502      0.3410      0.5955       2.262     712.928      28.483  
         8.9        0.52      0.3001      0.3628      0.6345       2.410     759.394      30.304  
        13.4        0.79      0.4412      0.3843      0.6858       2.604     820.907      32.125  
        17.9        1.05      0.5656      0.3961      0.7350       2.792     879.764      33.092  
        22.4        1.31      0.6645      0.3899      0.7700       2.925     921.363      32.575  
        26.8        1.57      0.7453      0.3653      0.7718       2.931     924.018      30.529  
        31.3        1.84      0.8093      0.3241      0.7358       2.795     880.649      27.089  
        35.8        2.10      0.8501      0.2693      0.6651       2.526     796.036      22.503  
        40.3        2.36      0.8805      0.2117      0.5679       2.156     679.737      17.686  
        44.7        2.62      0.8968      0.1512      0.4425       1.680     529.629      12.634  
        49.2        2.89      0.8803      0.0877      0.2876       1.092     344.206       7.327  
        53.7        3.15      0.6491      0.0210      0.1019       0.387     121.963       1.755  



         PROP RPM =       220

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3263      0.5780       2.922     837.104      32.979  
         4.5        0.24      0.1366      0.3394      0.5926       2.996     858.345      34.306  
         8.9        0.48      0.2725      0.3584      0.6274       3.172     908.972      36.239  
        13.4        0.72      0.4069      0.3801      0.6686       3.381     968.272      38.420  
        17.9        0.95      0.5242      0.3938      0.7171       3.625    1038.193      39.814  
        22.4        1.19      0.6247      0.3957      0.7559       3.822    1094.837      40.016  
        26.8        1.43      0.7041      0.3812      0.7751       3.918    1122.275      38.532  
        31.3        1.67      0.7686      0.3515      0.7638       3.862    1106.343      35.542  
        35.8        1.91      0.8220      0.3096      0.7190       3.634    1041.733      31.316  
        40.3        2.15      0.8571      0.2592      0.6495       3.283     940.834      26.213  
