        62x39_3_400_41_110                                 (62x39_3_400_41_110.dat)

         PROP RPM =       200

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2796      0.9664       0.570     179.493       5.261  
         4.5        0.38      0.1206      0.3047      0.9624       0.567     178.697       5.735  
         8.9        0.76      0.2601      0.3492      1.0230       0.603     189.937       6.571  
        13.4        1.14      0.3977      0.4066      1.1688       0.689     217.020       7.655  
        17.9        1.52      0.5155      0.4686      1.3856       0.816     257.203       8.819  
        22.4        1.90      0.6145      0.5159      1.5987       0.942     296.943       9.707  
        26.8        2.29      0.6974      0.5271      1.7278       1.019     320.928       9.923  
        31.3        2.67      0.7534      0.4914      1.7400       1.025     323.052       9.249  
        35.8        3.05      0.7916      0.4438      1.7095       1.007     317.388       8.354  
        40.3        3.43      0.8231      0.3930      1.6377       0.965     304.200       7.401  
        44.7        3.81      0.8483      0.3391      1.5232       0.897     282.781       6.382  
        49.2        4.19      0.8661      0.2814      1.3613       0.802     252.866       5.297  
        53.7        4.57      0.8730      0.2201      1.1526       0.679     214.011       4.141  
        58.2        4.95      0.8589      0.1550      0.8936       0.527     165.951       2.916  
        62.6        5.33      0.7862      0.0860      0.5838       0.344     108.422       1.619  
        67.1        5.71      0.3411      0.0132      0.2218       0.131      41.191       0.249  



         PROP RPM =       240

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2797      0.9654       0.983     258.176       7.578  
         4.5        0.32      0.0992      0.2993      0.9583       0.976     256.229       8.111  
         8.9        0.64      0.2129      0.3328      0.9927       1.011     265.434       9.019  
        13.4        0.95      0.3318      0.3774      1.0832       1.103     289.685      10.227  
        17.9        1.27      0.4399      0.4279      1.2359       1.258     330.487      11.600  
        22.4        1.59      0.5366      0.4802      1.4197       1.446     379.786      13.012  
        26.8        1.90      0.6162      0.5166      1.5975       1.627     427.226      14.006  
        31.3        2.22      0.6853      0.5290      1.7156       1.747     458.823      14.336  
        35.8        2.54      0.7408      0.5077      1.7412       1.773     465.638      13.761  
        40.3        2.86      0.7748      0.4690      1.7290       1.761     462.451      12.708  
        44.7        3.18      0.8042      0.4283      1.6900       1.722     452.008      11.602  
        49.2        3.49      0.8293      0.3852      1.6219       1.652     433.775      10.440  
        53.7        3.81      0.8502      0.3399      1.5232       1.552     407.400       9.213  
        58.2        4.13      0.8661      0.2922      1.3917       1.417     372.351       7.918  
        62.6        4.45      0.8756      0.2419      1.2286       1.251     328.363       6.555  
        67.1        4.76      0.8746      0.1891      1.0296       1.048     275.347       5.123  
        71.6        5.08      0.8528      0.1336      0.7960       0.811     212.860       3.622  
        76.1        5.40      0.7738      0.0755      0.5267       0.536     140.815       2.046  
        80.5        5.71      0.3800      0.0147      0.2210       0.225      59.096       0.398  



         PROP RPM =       280

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2798      0.9647       1.560     351.109      10.319  
         4.5        0.27      0.0842      0.2958      0.9563       1.546     348.100      10.910  
         8.9        0.54      0.1795      0.3222      0.9765       1.580     355.446      11.883  
        13.4        0.82      0.2818      0.3575      1.0358       1.675     377.042      13.190  
        17.9        1.09      0.3811      0.3992      1.1397       1.843     414.834      14.718  
        22.4        1.36      0.4702      0.4442      1.2846       2.079     467.762      16.380  
        26.8        1.63      0.5485      0.4860      1.4465       2.340     526.619      17.929  
        31.3        1.90      0.6175      0.5178      1.5963       2.581     581.228      19.093  
        35.8        2.18      0.6763      0.5294      1.7034       2.756     620.172      19.522  
        40.3        2.45      0.7313      0.5194      1.7400       2.813     633.182      19.160  
        44.7        2.72      0.7620      0.4864      1.7375       2.811     632.563      17.949  
        49.2        2.99      0.7890      0.4523      1.7168       2.776     624.774      16.690  
        53.7        3.27      0.8129      0.4166      1.6742       2.708     609.462      15.375  
        58.2        3.54      0.8338      0.3796      1.6109       2.604     586.273      14.001  
        62.6        3.81      0.8516      0.3406      1.5245       2.465     554.765      12.565  
        67.1        4.08      0.8659      0.2999      1.4136       2.286     514.582      11.063  
        71.6        4.35      0.8760      0.2574      1.2797       2.068     465.549       9.494  
        76.1        4.63      0.8799      0.2129      1.1195       1.810     407.488       7.855  
        80.5        4.90      0.8734      0.1666      0.9343       1.511     340.046       6.144  
        85.0        5.17      0.8461      0.1183      0.7230       1.169     263.133       4.364  
        89.5        5.44      0.7636      0.0681      0.4852       0.785     176.572       2.511  
        94.0        5.71      0.4108      0.0158      0.2205       0.357      80.259       0.585  



         PROP RPM =       320

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2798      0.9641       2.327     458.292      13.482  
         4.5        0.24      0.0731      0.2933      0.9555       2.307     454.220      14.131  
         8.9        0.48      0.1550      0.3148      0.9674       2.335     459.885      15.163  
        13.4        0.71      0.2436      0.3436      1.0077       2.433     479.091      16.555  
        17.9        0.95      0.3331      0.3780      1.0811       2.610     513.963      18.214  
        22.4        1.19      0.4162      0.4159      1.1895       2.871     565.474      20.035  
        26.8        1.43      0.4902      0.4550      1.3260       3.201     630.439      21.921  
        31.3        1.67      0.5572      0.4907      1.4672       3.542     697.616      23.627  
        35.8        1.90      0.6186      0.5182      1.5963       3.853     758.863      24.976  
        40.3        2.14      0.6692      0.5290      1.6949       4.090     805.506      25.493  
        44.7        2.38      0.7224      0.5271      1.7375       4.193     826.040      25.403  
        49.2        2.62      0.7519      0.4996      1.7412       4.203     827.722      24.077  
        53.7        2.86      0.7768      0.4705      1.7302       4.176     822.588      22.661  
        58.2        3.10      0.7992      0.4399      1.7034       4.113     810.109      21.195  
        62.6        3.33      0.8193      0.4085      1.6620       4.011     789.929      19.673  
        67.1        3.57      0.8371      0.3755      1.6024       3.868     761.607      18.090  
        71.6        3.81      0.8527      0.3413      1.5257       3.681     725.053      16.443  
        76.1        4.05      0.8657      0.3058      1.4295       3.452     679.826      14.732  
        80.5        4.29      0.8757      0.2689      1.3162       3.177     625.659      12.956  
        85.0        4.52      0.8816      0.2306      1.1833       2.856     562.553      11.108  
        89.5        4.76      0.8814      0.1908      1.0310       2.489     490.154       9.192  
        94.0        5.00      0.8709      0.1496      0.8588       2.073     408.285       7.205  
        98.4        5.24      0.8397      0.1068      0.6665       1.609     316.857       5.146  
       102.9        5.48      0.7553      0.0626      0.4537       1.095     215.693       3.015  
       107.4        5.71      0.4358      0.0168      0.2203       0.532     104.704       0.809  



         PROP RPM =       360

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2799      0.9636       3.311     579.724      17.067  
         4.5        0.21      0.0646      0.2915      0.9550       3.281     574.590      17.776  
         8.9        0.42      0.1362      0.3094      0.9619       3.306     578.750      18.866  
        13.4        0.64      0.2138      0.3334      0.9902       3.404     595.744      20.332  
        17.9        0.85      0.2941      0.3624      1.0435       3.586     627.872      22.099  
        22.4        1.06      0.3717      0.3949      1.1241       3.863     676.374      24.077  
        26.8        1.27      0.4423      0.4294      1.2322       4.236     741.604      26.168  
        31.3        1.48      0.5090      0.4651      1.3540       4.655     814.800      28.371  
        35.8        1.69      0.5643      0.4946      1.4831       5.099     893.040      30.147  
        40.3        1.90      0.6195      0.5190      1.5963       5.485     960.306      31.631  
        44.7        2.12      0.6662      0.5302      1.6852       5.791    1013.410      32.328  
        49.2        2.33      0.7113      0.5294      1.7339       5.957    1042.618      32.283  
        53.7        2.54      0.7437      0.5101      1.7424       5.986    1047.928      31.091  
        58.2        2.75      0.7667      0.4841      1.7375       5.972    1045.273      29.517  
        62.6        2.96      0.7877      0.4577      1.7217       5.917    1035.537      27.899  
        67.1        3.18      0.8068      0.4302      1.6925       5.817    1018.721      26.235  
        71.6        3.39      0.8241      0.4019      1.6511       5.674     993.054      24.504  
        76.1        3.60      0.8397      0.3723      1.5951       5.483     960.306      22.706  
        80.5        3.81      0.8535      0.3420      1.5269       5.246     918.707      20.851  
        85.0        4.02      0.8654      0.3105      1.4429       4.958     868.081      18.931  
        89.5        4.23      0.8751      0.2779      1.3442       4.620     808.870      16.946  
        94.0        4.45      0.8819      0.2442      1.2310       4.231     740.630      14.891  
        98.4        4.66      0.8846      0.2094      1.1023       3.788     663.186      12.767  
       102.9        4.87      0.8813      0.1734      0.9580       3.292     576.361      10.575  
       107.4        5.08      0.8676      0.1363      0.7978       2.742     480.064       8.309  
       111.8        5.29      0.8335      0.0979      0.6216       2.136     374.033       5.971  



         PROP RPM =       400

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2799      0.9631       4.541     715.406      21.074  
         4.5        0.19      0.0579      0.2901      0.9547       4.502     709.210      21.842  
