        34x22_3_800_46_40                                 (34x22_3_800_46_40.dat)

         PROP RPM =       400

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2735      0.9771       0.229      35.996       1.862  
         4.5        0.35      0.1055      0.2948      0.9704       0.227      35.748       2.007  
         8.9        0.69      0.2275      0.3323      1.0146       0.237      37.377       2.262  
        13.4        1.04      0.3530      0.3818      1.1273       0.264      41.528       2.599  
        17.9        1.39      0.4647      0.4376      1.3089       0.306      48.210       2.979  
        22.4        1.74      0.5567      0.4883      1.5232       0.356      56.105       3.323  
        26.8        2.08      0.6402      0.5217      1.6986       0.397      62.566       3.552  
        31.3        2.43      0.7150      0.5232      1.7802       0.416      65.566       3.563  
        35.8        2.78      0.7546      0.4837      1.7814       0.417      65.628       3.293  
        40.3        3.13      0.7880      0.4418      1.7534       0.410      64.575       3.008  
        44.7        3.47      0.8158      0.3973      1.6913       0.395      62.309       2.704  
        49.2        3.82      0.8379      0.3497      1.5951       0.373      58.751       2.381  
        53.7        4.17      0.8536      0.2992      1.4611       0.342      53.830       2.037  
        58.2        4.52      0.8606      0.2456      1.2895       0.301      47.484       1.672  
        62.6        4.86      0.8536      0.1890      1.0767       0.252      39.669       1.287  
        67.1        5.21      0.8174      0.1292      0.8238       0.193      30.349       0.880  
        71.6        5.56      0.6967      0.0663      0.5291       0.124      19.489       0.451  
        76.1        5.91      0.0060      0.0002      0.1918       0.045       7.063       0.001  



         PROP RPM =       480

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2736      0.9759       0.394      51.768       2.682  
         4.5        0.29      0.0869      0.2903      0.9673       0.391      51.308       2.846  
         8.9        0.58      0.1860      0.3185      0.9913       0.400      52.582       3.123  
        13.4        0.87      0.2921      0.3565      1.0599       0.428      56.229       3.496  
        17.9        1.16      0.3935      0.4008      1.1791       0.476      62.557       3.927  
        22.4        1.45      0.4824      0.4473      1.3430       0.542      71.222       4.386  
        26.8        1.74      0.5589      0.4895      1.5208       0.614      80.683       4.797  
        31.3        2.03      0.6296      0.5197      1.6718       0.676      88.684       5.094  
        35.8        2.32      0.6896      0.5259      1.7668       0.714      93.729       5.157  
        40.3        2.61      0.7377      0.5050      1.7838       0.721      94.614       4.950  
        44.7        2.89      0.7683      0.4713      1.7753       0.717      94.172       4.620  
        49.2        3.18      0.7949      0.4356      1.7448       0.705      92.579       4.271  
        53.7        3.47      0.8177      0.3980      1.6913       0.684      89.747       3.905  
        58.2        3.76      0.8368      0.3589      1.6133       0.652      85.613       3.518  
        62.6        4.05      0.8518      0.3175      1.5098       0.610      80.126       3.111  
        67.1        4.34      0.8619      0.2740      1.3808       0.558      73.231       2.686  
        71.6        4.63      0.8650      0.2284      1.2225       0.494      64.876       2.239  
        76.1        4.92      0.8570      0.1807      1.0377       0.419      55.043       1.771  
        80.5        5.21      0.8275      0.1308      0.8237       0.333      43.696       1.282  
        85.0        5.50      0.7459      0.0788      0.5807       0.235      30.801       0.772  
        89.5        5.79      0.4601      0.0245      0.3081       0.124      16.338       0.240  



         PROP RPM =       560

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2737      0.9749       0.625      70.399       3.653  
