        62x14_4_1400_51_890                                 (62x14_4_1400_51_890.dat)

         PROP RPM =       700

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2986      0.3391       8.568     771.431      68.837  
         4.5        0.11      0.0950      0.3029      0.3470       8.766     789.310      69.826  
         8.9        0.22      0.1886      0.3080      0.3554       8.981     808.604      70.995  
        13.4        0.33      0.2799      0.3126      0.3648       9.217     829.846      72.074  
        17.9        0.44      0.3705      0.3165      0.3720       9.398     846.131      72.951  
        22.4        0.54      0.4518      0.3174      0.3823       9.661     869.763      73.175  
        26.8        0.65      0.5298      0.3164      0.3900       9.854     886.845      72.928  
        31.3        0.76      0.5954      0.3111      0.3980      10.058     905.431      71.714  
        35.8        0.87      0.6564      0.3026      0.4014      10.145     913.397      69.758  
        40.3        0.98      0.7089      0.2901      0.4010      10.131     912.512      66.881  
        44.7        1.09      0.7557      0.2740      0.3946       9.972     897.466      63.171  
        49.2        1.20      0.7931      0.2537      0.3829       9.677     871.267      58.473  
        53.7        1.31      0.8267      0.2309      0.3648       9.217     829.846      53.235  
        58.2        1.42      0.8542      0.2055      0.3404       8.601     774.440      47.367  
        62.6        1.52      0.8754      0.1788      0.3112       7.864     708.060      41.207  
        67.1        1.63      0.8924      0.1514      0.2770       7.000     630.262      34.913  
        71.6        1.74      0.9045      0.1234      0.2377       6.005     540.692      28.461  
        76.1        1.85      0.9092      0.0948      0.1929       4.873     438.731      21.845  
        80.5        1.96      0.8996      0.0654      0.1426       3.601     324.203      15.085  
        85.0        2.07      0.8475      0.0355      0.0865       2.186     196.841       8.174  
        89.5        2.18      0.4229      0.0048      0.0247       0.624      56.211       1.107  



         PROP RPM =       840

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2986      0.3383      14.765    1108.113      99.141  
         4.5        0.09      0.0795      0.3022      0.3446      15.046    1129.355     100.310  
         8.9        0.18      0.1585      0.3066      0.3510      15.328    1149.712     101.794  
        13.4        0.27      0.2365      0.3110      0.3579      15.623    1172.724     103.232  
        17.9        0.36      0.3123      0.3146      0.3655      15.958    1197.506     104.446  
        22.4        0.45      0.3848      0.3171      0.3738      16.320    1224.058     105.256  
        26.8        0.54      0.4528      0.3179      0.3822      16.682    1251.495     105.548  
        31.3        0.64      0.5157      0.3169      0.3902      17.031    1278.048     105.188  
        35.8        0.73      0.5769      0.3142      0.3952      17.259    1294.864     104.311  
        40.3        0.82      0.6281      0.3081      0.4005      17.487    1311.681     102.288  
        44.7        0.91      0.6770      0.2999      0.4019      17.554    1316.991      99.590  
        49.2        1.00      0.7197      0.2889      0.4006      17.487    1312.566      95.904  
        53.7        1.09      0.7567      0.2749      0.3954      17.259    1294.864      91.250  
        58.2        1.18      0.7888      0.2582      0.3861      16.857    1264.772      85.720  
        62.6        1.27      0.8169      0.2395      0.3723      16.253    1219.633      79.515  
        67.1        1.36      0.8432      0.2194      0.3541      15.462    1159.448      72.838  
        71.6        1.45      0.8628      0.1974      0.3320      14.496    1087.757      65.532  
        76.1        1.54      0.8798      0.1750      0.3067      13.390    1004.560      58.091  
        80.5        1.63      0.8939      0.1520      0.2777      12.127     909.857      50.470  
        85.0        1.72      0.9048      0.1287      0.2452      10.704     803.117      42.736  
        89.5        1.81      0.9112      0.1049      0.2088       9.118     684.074      34.823  
        94.0        1.90      0.9105      0.0806      0.1686       7.364     552.464      26.752  
        98.4        2.00      0.8952      0.0559      0.1246       5.438     408.019      18.547  
       102.9        2.09      0.8369      0.0307      0.0764       3.336     250.388      10.177  
       107.4        2.18      0.4469      0.0050      0.0242       1.058      79.400       1.652  



         PROP RPM =       980

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2987      0.3376      23.414    1505.512     134.975  
         4.5        0.08      0.0684      0.3017      0.3430      23.776    1529.409     136.324  
         8.9        0.16      0.1357      0.3051      0.3497      24.246    1559.501     137.875  
        13.4        0.23      0.2026      0.3090      0.3558      24.675    1586.054     139.629  
        17.9        0.31      0.2687      0.3126      0.3619      25.090    1613.491     141.247  
        22.4        0.39      0.3330      0.3156      0.3684      25.546    1642.698     142.596  
        26.8        0.47      0.3949      0.3177      0.3753      26.016    1673.676     143.541  
        31.3        0.54      0.4535      0.3185      0.3823      26.499    1704.654     143.923  
        35.8        0.62      0.5083      0.3179      0.3890      26.968    1734.746     143.653  
        40.3        0.70      0.5590      0.3156      0.3951      27.397    1762.184     142.619  
        44.7        0.78      0.6054      0.3115      0.4002      27.746    1784.310     140.775  
        49.2        0.86      0.6510      0.3060      0.4019      27.866    1792.276     138.258  
        53.7        0.93      0.6887      0.2977      0.4033      27.960    1798.472     134.503  
        58.2        1.01      0.7252      0.2878      0.4012      27.813    1788.736     130.052  
        62.6        1.09      0.7574      0.2758      0.3965      27.491    1767.494     124.634  
        67.1        1.17      0.7839      0.2615      0.3890      26.968    1734.746     118.137  
        71.6        1.24      0.8094      0.2459      0.3779      26.204    1685.182     111.123  
        76.1        1.32      0.8331      0.2292      0.3637      25.211    1621.457     103.570  
        80.5        1.40      0.8526      0.2109      0.3462      24.004    1543.570      95.297  
        85.0        1.48      0.8687      0.1919      0.3263      22.623    1455.063      86.686  
        89.5        1.56      0.8828      0.1725      0.3038      21.067    1354.164      77.941  
        94.0        1.63      0.8950      0.1527      0.2787      19.324    1242.645      69.016  
        98.4        1.71      0.9048      0.1327      0.2508      17.393    1118.734      59.957  
       102.9        1.79      0.9116      0.1123      0.2203      15.274     982.433      50.739  
       107.4        1.87      0.9142      0.0915      0.1869      12.957     833.298      41.365  
       111.8        1.94      0.9097      0.0705      0.1506      10.441     671.506      31.833  



         PROP RPM =       1120

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2987      0.3372      34.893    1963.095     176.318  
         4.5        0.07      0.0600      0.3013      0.3417      35.363    1989.648     177.846  
         8.9        0.14      0.1192      0.3043      0.3474      35.939    2022.395     179.600  
        13.4        0.20      0.1784      0.3079      0.3524      36.462    2051.603     181.713  
        17.9        0.27      0.2351      0.3110      0.3599      37.240    2095.857     183.534  
        22.4        0.34      0.2924      0.3139      0.3653      37.803    2126.834     185.288  
        26.8        0.41      0.3484      0.3165      0.3708      38.380    2159.582     186.771  
        31.3        0.48      0.4024      0.3183      0.3767      38.983    2193.215     187.850  
        35.8        0.54      0.4540      0.3192      0.3827      39.600    2228.618     188.367  
        40.3        0.61      0.5027      0.3189      0.3884      40.204    2262.251     188.210  
        44.7        0.68      0.5482      0.3173      0.3939      40.767    2294.113     187.288  
        49.2        0.75      0.5904      0.3144      0.3985      41.250    2320.666     185.535  
        53.7        0.82      0.6292      0.3099      0.4022      41.612    2341.907     182.905  
        58.2        0.88      0.6647      0.3039      0.4044      41.840    2354.298     179.330  
        62.6        0.95      0.7001      0.2968      0.4038      41.786    2351.643     175.149  
        67.1        1.02      0.7292      0.2874      0.4022      41.625    2341.907     169.596  
        71.6        1.09      0.7555      0.2765      0.3984      41.223    2319.781     163.166  
        76.1        1.16      0.7813      0.2644      0.3915      40.512    2279.952     156.062  
        80.5        1.22      0.8045      0.2512      0.3823      39.574    2226.848     148.239  
        85.0        1.29      0.8253      0.2368      0.3709      38.380    2159.582     139.741  
        89.5        1.36      0.8442      0.2213      0.3566      36.918    2077.270     130.592  
        94.0        1.43      0.8593      0.2047      0.3404      35.229    1982.567     120.835  
        98.4        1.50      0.8729      0.1879      0.3223      33.351    1876.358     110.921  
       102.9        1.56      0.8851      0.1708      0.3021      31.259    1759.528     100.849  
       107.4        1.63      0.8957      0.1535      0.2799      28.966    1630.307      90.621  
       111.8        1.70      0.9046      0.1359      0.2556      26.445    1488.695      80.234  



         PROP RPM =       1260

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2988      0.3367      49.618    2481.749     223.190  
         4.5        0.06      0.0534      0.3011      0.3407      50.208    2510.957     224.809  
         8.9        0.12      0.1063      0.3037      0.3456      50.919    2547.245     226.832  
        13.4        0.18      0.1583      0.3065      0.3513      51.763    2589.728     229.080  
