        83x9_2_2000_46_2000                                 (83x9_2_2000_46_2000.dat)

         PROP RPM =       1000

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.1147      0.0529      16.749    1055.009     173.283  
         4.5        0.06      0.1202      0.1132      0.0536      16.977    1070.055     171.057  
         8.9        0.11      0.2302      0.1112      0.0550      17.420    1098.378     168.090  
        13.4        0.17      0.3334      0.1090      0.0559      17.688    1115.194     164.785  
        17.9        0.23      0.4273      0.1065      0.0567      17.970    1132.010     160.851  
        22.4        0.28      0.5115      0.1034      0.0575      18.224    1148.827     156.242  
        26.8        0.34      0.5858      0.0998      0.0582      18.439    1162.103     150.869  
        31.3        0.40      0.6544      0.0958      0.0583      18.466    1163.873     144.710  
        35.8        0.46      0.7099      0.0910      0.0583      18.479    1164.758     137.471  
        40.3        0.51      0.7600      0.0856      0.0577      18.278    1152.367     129.400  
        44.7        0.57      0.8016      0.0796      0.0565      17.903    1128.470     120.295  
        49.2        0.63      0.8393      0.0729      0.0544      17.232    1085.987     110.246  
        53.7        0.68      0.8651      0.0652      0.0515      16.293    1027.572      98.489  
        58.2        0.74      0.8865      0.0572      0.0478      15.127     953.225      86.462  
        62.6        0.80      0.9036      0.0491      0.0433      13.719     864.452      74.209  
        67.1        0.85      0.9162      0.0408      0.0381      12.050     759.483      61.688  
        71.6        0.91      0.9232      0.0324      0.0320      10.123     637.962      48.963  
        76.1        0.97      0.9217      0.0238      0.0250       7.923     499.359      36.014  
        80.5        1.02      0.9012      0.0151      0.0172       5.442     342.966      22.841  
        85.0        1.08      0.8024      0.0063      0.0084       2.671     168.341       9.458  



         PROP RPM =       1200

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.1154      0.0531      29.073    1526.754     251.112  
         4.5        0.05      0.0997      0.1141      0.0543      29.704    1560.387     248.189  
         8.9        0.09      0.1950      0.1127      0.0548      30.012    1576.318     245.267  
        13.4        0.14      0.2848      0.1111      0.0555      30.374    1594.904     241.670  
        17.9        0.19      0.3649      0.1091      0.0567      31.031    1630.307     237.398  
        22.4        0.24      0.4417      0.1068      0.0573      31.393    1648.894     232.453  
        26.8        0.28      0.5118      0.1043      0.0580      31.729    1666.595     226.832  
        31.3        0.33      0.5752      0.1014      0.0585      32.010    1681.642     220.493  
        35.8        0.38      0.6317      0.0980      0.0589      32.225    1692.263     213.276  
        40.3        0.43      0.6819      0.0943      0.0590      32.292    1696.688     205.116  
        44.7        0.47      0.7290      0.0902      0.0587      32.104    1686.067     196.168  
        49.2        0.52      0.7670      0.0855      0.0581      31.809    1671.021     185.917  
        53.7        0.57      0.8000      0.0803      0.0571      31.273    1642.698     174.722  
        58.2        0.62      0.8328      0.0748      0.0554      30.320    1592.249     162.784  
        62.6        0.66      0.8577      0.0684      0.0530      29.006    1523.213     148.981  
