        34x9_4_2200_51_210                                 (34x9_4_2200_51_210.dat)

         PROP RPM =       1100

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2927      0.3930       1.911     109.484      15.069  
         4.5        0.13      0.0940      0.2978      0.4000       1.944     111.431      15.334  
         8.9        0.25      0.1871      0.3043      0.4109       1.998     114.529      15.667  
        13.4        0.38      0.2788      0.3123      0.4245       2.064     118.246      16.081  
        17.9        0.51      0.3672      0.3201      0.4405       2.142     122.760      16.483  
        22.4        0.63      0.4538      0.3268      0.4548       2.211     126.743      16.822  
        26.8        0.76      0.5289      0.3289      0.4715       2.292     131.345      16.935  
        31.3        0.88      0.5994      0.3275      0.4833       2.349     134.620      16.863  
        35.8        1.01      0.6605      0.3210      0.4911       2.388     136.833      16.528  
        40.3        1.14      0.7156      0.3096      0.4918       2.391     137.010      15.937  
        44.7        1.26      0.7590      0.2919      0.4858       2.363     135.328      15.028  
        49.2        1.39      0.7971      0.2700      0.4706       2.289     131.168      13.902  
        53.7        1.52      0.8296      0.2448      0.4474       2.175     124.619      12.605  
        58.2        1.64      0.8559      0.2169      0.4162       2.024     115.945      11.166  
        62.6        1.77      0.8752      0.1874      0.3788       1.841     105.501       9.649  
        67.1        1.89      0.8895      0.1572      0.3350       1.628      93.287       8.095  
        71.6        2.02      0.8973      0.1262      0.2843       1.383      79.214       6.499  
        76.1        2.15      0.8944      0.0945      0.2268       1.103      63.194       4.865  
        80.5        2.27      0.8682      0.0619      0.1622       0.789      45.183       3.188  
        85.0        2.40      0.7603      0.0286      0.0902       0.439      25.145       1.472  



         PROP RPM =       1320

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2928      0.3919       3.294     157.189      21.710  
         4.5        0.11      0.0787      0.2970      0.3974       3.339     159.490      22.020  
         8.9        0.21      0.1568      0.3022      0.4056       3.408     162.765      22.402  
        13.4        0.32      0.2335      0.3082      0.4169       3.504     167.279      22.863  
        17.9        0.42      0.3091      0.3151      0.4292       3.607     172.236      23.358  
        22.4        0.53      0.3822      0.3216      0.4428       3.721     177.634      23.830  
        26.8        0.63      0.4553      0.3273      0.4540       3.815     182.148      24.257  
        31.3        0.74      0.5193      0.3295      0.4676       3.929     187.636      24.437  
        35.8        0.84      0.5772      0.3291      0.4801       4.034     192.592      24.392  
        40.3        0.95      0.6329      0.3257      0.4875       4.097     195.601      24.144  
        44.7        1.05      0.6818      0.3186      0.4919       4.134     197.372      23.627  
        49.2        1.16      0.7242      0.3076      0.4918       4.133     197.283      22.796  
        53.7        1.26      0.7607      0.2928      0.4862       4.085     195.070      21.705  
        58.2        1.37      0.7938      0.2750      0.4741       3.984     190.203      20.390  
        62.6        1.47      0.8209      0.2543      0.4566       3.837     183.210      18.855  
        67.1        1.58      0.8462      0.2321      0.4331       3.640     173.740      17.209  
        71.6        1.68      0.8645      0.2079      0.4050       3.404     162.500      15.413  
        76.1        1.79      0.8799      0.1832      0.3725       3.130     149.489      13.578  
        80.5        1.89      0.8918      0.1579      0.3355       2.819     134.531      11.704  
        85.0        2.00      0.8994      0.1320      0.2937       2.467     117.803       9.790  
        89.5        2.11      0.9008      0.1057      0.2471       2.076      99.128       7.837  
        94.0        2.21      0.8912      0.0788      0.1954       1.643      78.418       5.843  
        98.4        2.32      0.8565      0.0514      0.1388       1.167      55.698       3.806  
       102.9        2.42      0.7330      0.0233      0.0771       0.647      30.916       1.730  



         PROP RPM =       1540

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2929      0.3910       5.218     213.480      29.562  
         4.5        0.09      0.0676      0.2965      0.3956       5.278     216.047      29.922  
         8.9        0.18      0.1350      0.3007      0.4021       5.364     219.499      30.349  
        13.4        0.27      0.2014      0.3056      0.4107       5.479     224.278      30.844  
        17.9        0.36      0.2663      0.3113      0.4219       5.630     230.385      31.406  
        22.4        0.45      0.3305      0.3172      0.4330       5.777     236.403      32.013  
        26.8        0.54      0.3929      0.3227      0.4447       5.933     242.776      32.552  
        31.3        0.63      0.4524      0.3269      0.4565       6.090     249.237      32.979  
        35.8        0.72      0.5123      0.3301      0.4651       6.206     254.016      33.317  
        40.3        0.81      0.5638      0.3303      0.4758       6.348     259.858      33.339  
        44.7        0.90      0.6105      0.3282      0.4851       6.472     264.903      33.114  
        49.2        0.99      0.6564      0.3241      0.4900       6.537     267.558      32.710  
        53.7        1.08      0.6939      0.3165      0.4937       6.588     269.594      31.923  
        58.2        1.17      0.7301      0.3065      0.4923       6.568     268.797      30.934  
        62.6        1.26      0.7619      0.2937      0.4869       6.497     265.876      29.630  
        67.1        1.35      0.7896      0.2784      0.4773       6.369     260.654      28.101  
        71.6        1.44      0.8142      0.2613      0.4633       6.181     252.954      26.370  
        76.1        1.53      0.8370      0.2428      0.4449       5.937     242.953      24.504  
        80.5        1.62      0.8556      0.2227      0.4226       5.639     230.827      22.467  
        85.0        1.71      0.8705      0.2017      0.3972       5.300     216.843      20.352  
        89.5        1.80      0.8832      0.1803      0.3684       4.916     201.177      18.196  
        94.0        1.89      0.8935      0.1586      0.3363       4.487     183.653      16.002  
        98.4        1.99      0.9007      0.1364      0.3006       4.011     164.181      13.765  
       102.9        2.08      0.9039      0.1139      0.2614       3.488     142.763      11.490  
       107.4        2.17      0.9007      0.0909      0.2186       2.917     119.397       9.174  
       111.8        2.26      0.8859      0.0676      0.1720       2.294      93.906       6.816  



         PROP RPM =       1760

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2930      0.3904       7.774     278.356      38.622  
         4.5        0.08      0.0593      0.2961      0.3941       7.852     281.188      39.027  
         8.9        0.16      0.1184      0.2997      0.3995       7.956     284.906      39.499  
