        34x22_4_800_46_40                                 (34x22_4_800_46_40.dat)

         PROP RPM =       400

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2834      1.0137       0.237      37.341       1.930  
         4.5        0.35      0.1051      0.3048      1.0071       0.235      37.102       2.075  
         8.9        0.69      0.2264      0.3424      1.0507       0.246      38.704       2.331  
        13.4        1.04      0.3518      0.3922      1.1623       0.272      42.820       2.671  
        17.9        1.39      0.4643      0.4496      1.3455       0.314      49.555       3.060  
        22.4        1.74      0.5573      0.5019      1.5634       0.366      57.610       3.415  
        26.8        2.08      0.6375      0.5345      1.7473       0.408      64.354       3.637  
        31.3        2.43      0.7103      0.5341      1.8289       0.428      67.363       3.635  
        35.8        2.78      0.7542      0.4942      1.8216       0.426      67.098       3.365  
        40.3        3.13      0.7872      0.4488      1.7838       0.417      65.699       3.057  
        44.7        3.47      0.8143      0.4011      1.7120       0.400      63.062       2.731  
        49.2        3.82      0.8354      0.3508      1.6048       0.375      59.114       2.387  
        53.7        4.17      0.8495      0.2975      1.4599       0.341      53.795       2.026  
        58.2        4.52      0.8539      0.2415      1.2773       0.299      47.042       1.644  
        62.6        4.86      0.8420      0.1825      1.0540       0.246      38.828       1.242  
        67.1        5.21      0.7945      0.1205      0.7902       0.185      29.110       0.820  
        71.6        5.56      0.6356      0.0555      0.4851       0.113      17.870       0.378  



         PROP RPM =       480

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2836      1.0123       0.409      53.697       2.781  
         4.5        0.29      0.0866      0.3004      1.0038       0.406      53.246       2.945  
         8.9        0.58      0.1852      0.3287      1.0273       0.415      54.494       3.222  
        13.4        0.87      0.2909      0.3669      1.0951       0.442      58.096       3.597  
        17.9        1.16      0.3926      0.4116      1.2138       0.490      64.389       4.035  
        22.4        1.45      0.4824      0.4597      1.3783       0.557      73.143       4.505  
        26.8        1.74      0.5597      0.5031      1.5610       0.631      82.825       4.932  
        31.3        2.03      0.6270      0.5321      1.7205       0.695      91.251       5.218  
        35.8        2.32      0.6906      0.5411      1.8142       0.733      96.208       5.303  
        40.3        2.61      0.7378      0.5174      1.8276       0.738      97.004       5.074  
        44.7        2.89      0.7680      0.4806      1.8118       0.732      96.119       4.712  
        49.2        3.18      0.7942      0.4426      1.7741       0.717      94.083       4.337  
        53.7        3.47      0.8165      0.4023      1.7120       0.692      90.809       3.945  
        58.2        3.76      0.8348      0.3606      1.6255       0.657      86.224       3.534  
        62.6        4.05      0.8487      0.3168      1.5135       0.611      80.259       3.107  
        67.1        4.34      0.8572      0.2712      1.3735       0.555      72.877       2.659  
        71.6        4.63      0.8578      0.2236      1.2073       0.488      64.044       2.192  
        76.1        4.92      0.8453      0.1739      1.0128       0.409      53.724       1.705  
        80.5        5.21      0.8066      0.1223      0.7899       0.319      41.899       1.199  
        85.0        5.50      0.7000      0.0685      0.5381       0.217      28.544       0.672  
        89.5        5.79      0.2830      0.0126      0.2570       0.104      13.639       0.123  



         PROP RPM =       560

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2837      1.0112       0.649      73.010       3.786  
         4.5        0.25      0.0737      0.2975      1.0021       0.643      72.364       3.970  
         8.9        0.50      0.1563      0.3197      1.0150       0.651      73.293       4.267  
        13.4        0.74      0.2461      0.3499      1.0585       0.679      76.426       4.669  
        17.9        0.99      0.3367      0.3860      1.1379       0.730      82.153       5.150  
        22.4        1.24      0.4207      0.4256      1.2554       0.806      90.632       5.681  
        26.8        1.49      0.4950      0.4666      1.4039       0.901     101.341       6.227  
        31.3        1.74      0.5616      0.5042      1.5598       1.001     112.581       6.729  
        35.8        1.99      0.6216      0.5318      1.6974       1.089     122.583       7.095  
        40.3        2.23      0.6750      0.5422      1.7948       1.151     129.575       7.237  
        44.7        2.48      0.7253      0.5341      1.8276       1.173     131.965       7.129  
        49.2        2.73      0.7530      0.5031      1.8240       1.170     131.699       6.713  
        53.7        2.98      0.7775      0.4709      1.8033       1.157     130.283       6.286  
        58.2        3.23      0.7992      0.4380      1.7668       1.134     127.628       5.843  
        62.6        3.47      0.8182      0.4035      1.7132       1.099     123.645       5.382  
        67.1        3.72      0.8343      0.3677      1.6401       1.052     118.423       4.905  
        71.6        3.97      0.8475      0.3306      1.5488       0.994     111.785       4.411  
        76.1        4.22      0.8571      0.2921      1.4380       0.922     103.819       3.898  
        80.5        4.47      0.8622      0.2522      1.3065       0.838      94.349       3.365  
        85.0        4.71      0.8606      0.2109      1.1552       0.741      83.409       2.815  
        89.5        4.96      0.8483      0.1681      0.9831       0.631      70.983       2.242  
        94.0        5.21      0.8161      0.1237      0.7900       0.507      57.043       1.651  
        98.4        5.46      0.7383      0.0779      0.5757       0.369      41.563       1.039  
       102.9        5.71      0.5111      0.0304      0.3397       0.218      24.534       0.406  



         PROP RPM =       640

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2838      1.0103       0.968      95.323       4.946  
         4.5        0.22      0.0641      0.2955      1.0012       0.959      94.437       5.150  
         8.9        0.43      0.1351      0.3136      1.0082       0.966      95.057       5.465  
        13.4        0.65      0.2123      0.3380      1.0370       0.993      97.801       5.892  
        17.9        0.87      0.2924      0.3677      1.0921       1.046     103.023       6.409  
        22.4        1.09      0.3703      0.4011      1.1760       1.126     110.900       6.992  
        26.8        1.30      0.4410      0.4364      1.2895       1.235     121.609       7.608  
        31.3        1.52      0.5043      0.4721      1.4234       1.362     134.177       8.230  
        35.8        1.74      0.5631      0.5050      1.5585       1.493     146.922       8.804  
        40.3        1.95      0.6137      0.5287      1.6827       1.612     158.694       9.213  
        44.7        2.17      0.6647      0.5434      1.7753       1.699     167.368       9.469  
        49.2        2.39      0.7080      0.5407      1.8240       1.746     171.970       9.422  
        53.7        2.61      0.7410      0.5197      1.8276       1.750     172.413       9.060  
        58.2        2.82      0.7638      0.4922      1.8191       1.742     171.527       8.579  
        62.6        3.04      0.7845      0.4639      1.7972       1.721     169.492       8.082  
        67.1        3.26      0.8030      0.4345      1.7619       1.688     166.217       7.572  
        71.6        3.47      0.8195      0.4042      1.7144       1.641     161.615       7.046  
        76.1        3.69      0.8339      0.3731      1.6511       1.581     155.773       6.504  
        80.5        3.91      0.8462      0.3409      1.5744       1.507     148.516       5.942  
        85.0        4.13      0.8560      0.3077      1.4831       1.420     139.842       5.362  
        89.5        4.34      0.8628      0.2734      1.3759       1.318     129.752       4.764  
        94.0        4.56      0.8657      0.2380      1.2529       1.200     118.157       4.148  
        98.4        4.78      0.8629      0.2015      1.1151       1.068     105.147       3.512  
       102.9        4.99      0.8512      0.1638      0.9609       0.920      90.632       2.855  
       107.4        5.21      0.8237      0.1250      0.7906       0.757      74.568       2.178  
       111.8        5.43      0.7639      0.0850      0.6039       0.578      56.955       1.481  



         PROP RPM =       720

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2839      1.0095       1.377     120.459       6.261  
         4.5        0.19      0.0567      0.2940      1.0009       1.365     119.485       6.483  
         8.9        0.39      0.1188      0.3091      1.0040       1.369     119.839       6.818  
        13.4        0.58      0.1863      0.3294      1.0236       1.396     122.140       7.266  
        17.9        0.77      0.2573      0.3543      1.0631       1.450     126.920       7.814  
        22.4        0.96      0.3283      0.3826      1.1246       1.533     134.266       8.439  
        26.8        1.16      0.3957      0.4132      1.2092       1.649     144.356       9.114  
        31.3        1.35      0.4565      0.4453      1.3175       1.796     157.278       9.820  
        35.8        1.54      0.5115      0.4767      1.4380       1.962     171.704      10.512  
        40.3        1.74      0.5643      0.5058      1.5573       2.123     185.866      11.157  
        44.7        1.93      0.6108      0.5279      1.6681       2.274     199.142      11.647  
        49.2        2.12      0.6547      0.5418      1.7570       2.396     209.674      11.953  
        53.7        2.32      0.6955      0.5445      1.8130       2.471     216.401      12.009  
        58.2        2.51      0.7312      0.5329      1.8289       2.493     218.259      11.755  
        62.6        2.70      0.7525      0.5085      1.8264       2.490     217.994      11.218  
        67.1        2.89      0.7720      0.4837      1.8142       2.473     216.489      10.669  
        71.6        3.09      0.7897      0.4581      1.7911       2.443     213.834      10.107  
        76.1        3.28      0.8059      0.4321      1.7595       2.398     209.940       9.530  
        80.5        3.47      0.8205      0.4050      1.7156       2.339     204.718       8.936  
        85.0        3.67      0.8335      0.3775      1.6608       2.265     198.168       8.327  
        89.5        3.86      0.8449      0.3491      1.5951       2.174     190.291       7.700  
        94.0        4.05      0.8545      0.3198      1.5171       2.068     180.998       7.055  
        98.4        4.25      0.8620      0.2897      1.4270       1.946     170.288       6.389  
       102.9        4.44      0.8669      0.2587      1.3248       1.806     158.163       5.708  
       107.4        4.63      0.8683      0.2269      1.2104       1.651     144.444       5.006  
       111.8        4.82      0.8648      0.1942      1.0836       1.478     129.309       4.285  



         PROP RPM =       800

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2839      1.0089       1.887     148.693       7.733  
         4.5        0.17      0.0508      0.2929      1.0005       1.872     147.453       7.974  
         8.9        0.35      0.1061      0.3058      1.0015       1.873     147.542       8.327  
        13.4        0.52      0.1658      0.3230      1.0150       1.899     149.578       8.797  
        17.9        0.69      0.2290      0.3441      1.0439       1.953     153.826       9.370  
        22.4        0.87      0.2935      0.3683      1.0900       2.038     160.641      10.031  
        26.8        1.04      0.3565      0.3949      1.1545       2.159     170.111      10.755  
        31.3        1.22      0.4155      0.4232      1.2383       2.316     182.414      11.521  
        35.8        1.39      0.4710      0.4531      1.3369       2.501     197.018      12.342  
        40.3        1.56      0.5213      0.4821      1.4453       2.705     213.037      13.131  
        44.7        1.74      0.5654      0.5066      1.5561       2.910     229.323      13.794  
        49.2        1.91      0.6084      0.5275      1.6572       3.099     244.104      14.368  
        53.7        2.08      0.6461      0.5399      1.7424       3.259     256.672      14.705  
        58.2        2.26      0.6823      0.5442      1.8009       3.369     265.434      14.819  
        62.6        2.43      0.7186      0.5403      1.8276       3.420     269.328      14.709  
        67.1        2.61      0.7430      0.5217      1.8289       3.422     269.594      14.208  
        71.6        2.78      0.7614      0.4996      1.8240       3.410     268.709      13.605  
        76.1        2.95      0.7783      0.4771      1.8094       3.385     266.673      12.989  
        80.5        3.13      0.7939      0.4539      1.7875       3.343     263.398      12.360  
        85.0        3.30      0.8082      0.4302      1.7570       3.285     258.884      11.715  
