        62x15_2_1000_41_440                                 (62x15_2_1000_41_440.dat)

         PROP RPM =       500

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2570      0.3406       3.137     395.274      30.214  
         4.5        0.15      0.1150      0.2627      0.3482       3.206     404.214      30.911  
         8.9        0.30      0.2292      0.2707      0.3599       3.314     417.755      31.833  
        13.4        0.46      0.3395      0.2788      0.3755       3.457     435.811      32.800  
        17.9        0.61      0.4451      0.2855      0.3909       3.599     453.689      33.564  
        22.4        0.76      0.5400      0.2884      0.4069       3.747     472.276      33.924  
        26.8        0.91      0.6217      0.2860      0.4207       3.874     488.296      33.654  
        31.3        1.07      0.6932      0.2777      0.4274       3.935     495.996      32.665  
        35.8        1.22      0.7513      0.2623      0.4257       3.920     494.137      30.844  
        40.3        1.37      0.8004      0.2410      0.4130       3.803     479.445      28.348  
        44.7        1.52      0.8411      0.2149      0.3894       3.586     452.008      25.269  
        49.2        1.68      0.8690      0.1846      0.3563       3.280     413.418      21.721  
        53.7        1.83      0.8911      0.1534      0.3148       2.898     365.359      18.039  
        58.2        1.98      0.9063      0.1210      0.2646       2.435     307.032      14.233  
        62.6        2.13      0.9105      0.0876      0.2052       1.889     238.085      10.299  
        67.1        2.29      0.8887      0.0530      0.1363       1.255     158.163       6.229  
        71.6        2.44      0.7313      0.0172      0.0575       0.529      66.708       2.028  



         PROP RPM =       600

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2570      0.3400       5.410     568.218      43.546  
         4.5        0.13      0.0961      0.2617      0.3460       5.505     578.308      44.332  
         8.9        0.25      0.1912      0.2678      0.3558       5.662     594.682      45.366  
        13.4        0.38      0.2870      0.2754      0.3656       5.817     611.056      46.648  
        17.9        0.51      0.3775      0.2817      0.3790       6.031     633.536      47.704  
        22.4        0.64      0.4614      0.2864      0.3941       6.271     658.761      48.514  
        26.8        0.76      0.5410      0.2887      0.4067       6.470     679.649      48.896  
        31.3        0.89      0.6113      0.2874      0.4180       6.650     698.501      48.671  
        35.8        1.02      0.6720      0.2817      0.4259       6.776     711.777      47.704  
        40.3        1.14      0.7262      0.2717      0.4276       6.803     714.698      46.018  
        44.7        1.27      0.7690      0.2562      0.4231       6.732     707.175      43.388  
        49.2        1.40      0.8074      0.2372      0.4103       6.529     685.933      40.173  
        53.7        1.52      0.8421      0.2154      0.3899       6.202     651.503      36.487  
        58.2        1.65      0.8658      0.1902      0.3627       5.772     606.188      32.215  
        62.6        1.78      0.8856      0.1643      0.3299       5.249     551.401      27.831  
        67.1        1.90      0.9012      0.1377      0.2911       4.632     486.526      23.313  
        71.6        2.03      0.9112      0.1103      0.2460       3.914     411.117      18.684  
        76.1        2.16      0.9123      0.0822      0.1945       3.094     324.999      13.916  
