        55x15_3_1000_41_310                                 (55x15_3_1000_41_310.dat)

         PROP RPM =       500

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2822      0.4254       2.152     271.275      20.559  
         4.5        0.17      0.1148      0.2896      0.4333       2.193     276.320      21.098  
         8.9        0.34      0.2293      0.2998      0.4492       2.272     286.410      21.833  
        13.4        0.52      0.3408      0.3124      0.4726       2.390     301.279      22.751  
        17.9        0.69      0.4480      0.3243      0.4975       2.517     317.211      23.627  
        22.4        0.86      0.5441      0.3313      0.5231       2.646     333.496      24.144  
        26.8        1.03      0.6300      0.3317      0.5427       2.745     346.064      24.167  
        31.3        1.20      0.7004      0.3226      0.5539       2.801     353.145      23.493  
        35.8        1.37      0.7567      0.3036      0.5515       2.789     351.640      22.117  
        40.3        1.55      0.8037      0.2771      0.5331       2.697     339.869      20.183  
        44.7        1.72      0.8422      0.2451      0.5000       2.529     318.804      17.852  
        49.2        1.89      0.8687      0.2089      0.4544       2.299     289.773      15.217  
        53.7        2.06      0.8889      0.1715      0.3978       2.013     253.662      12.495  
        58.2        2.23      0.9007      0.1329      0.3296       1.667     210.117       9.683  
        62.6        2.41      0.8979      0.0931      0.2492       1.261     158.959       6.778  
        67.1        2.58      0.8549      0.0519      0.1565       0.791      99.748       3.779  
        71.6        2.75      0.5090      0.0094      0.0507       0.257      32.349       0.684  



         PROP RPM =       600

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2823      0.4246       3.711     389.875      29.607  
         4.5        0.14      0.0959      0.2883      0.4307       3.764     395.363      30.237  
         8.9        0.29      0.1919      0.2962      0.4419       3.862     405.718      31.069  
        13.4        0.43      0.2858      0.3060      0.4598       4.019     422.092      32.103  
        17.9        0.57      0.3795      0.3173      0.4788       4.185     439.617      33.272  
        22.4        0.72      0.4648      0.3260      0.5021       4.389     461.035      34.193  
        26.8        0.86      0.5455      0.3318      0.5225       4.566     479.710      34.800  
        31.3        1.00      0.6162      0.3323      0.5404       4.723     496.173      34.845  
        35.8        1.15      0.6765      0.3265      0.5527       4.832     507.502      34.238  
        40.3        1.29      0.7302      0.3145      0.5550       4.850     509.537      32.979  
        44.7        1.43      0.7742      0.2960      0.5473       4.785     502.545      31.046  
        49.2        1.57      0.8108      0.2724      0.5289       4.624     485.640      28.573  
        53.7        1.72      0.8435      0.2456      0.5003       4.373     459.354      25.763  
        58.2        1.86      0.8662      0.2155      0.4631       4.049     425.190      22.616  
        62.6        2.00      0.8846      0.1846      0.4183       3.656     384.034      19.363  
        67.1        2.15      0.8981      0.1528      0.3654       3.194     335.532      16.031  
        71.6        2.29      0.9047      0.1202      0.3043       2.661     279.418      12.607  
        76.1        2.43      0.8990      0.0867      0.2346       2.050     215.427       9.091  
        80.5        2.58      0.8620      0.0522      0.1562       1.365     143.382       5.481  
        85.0        2.72      0.6683      0.0169      0.0688       0.601      63.159       1.773  



         PROP RPM =       700

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2824      0.4240       5.884     529.806      40.308  
         4.5        0.12      0.0823      0.2874      0.4288       5.951     535.913      41.028  
         8.9        0.25      0.1649      0.2939      0.4374       6.071     546.534      41.949  
        13.4        0.37      0.2465      0.3017      0.4505       6.253     562.996      43.073  
        17.9        0.49      0.3271      0.3111      0.4668       6.480     583.353      44.422  
        22.4        0.61      0.4045      0.3200      0.4853       6.737     606.630      45.681  
        26.8        0.74      0.4767      0.3273      0.5056       7.018     631.855      46.738  
        31.3        0.86      0.5465      0.3322      0.5221       7.247     652.477      47.412  
        35.8        0.98      0.6090      0.3333      0.5373       7.457     671.506      47.592  
        40.3        1.10      0.6635      0.3298      0.5489       7.620     686.021      47.075  
        44.7        1.23      0.7104      0.3212      0.5549       7.701     693.456      45.861  
        49.2        1.35      0.7504      0.3078      0.5536       7.684     691.863      43.928  
        53.7        1.47      0.7865      0.2903      0.5435       7.545     679.295      41.455  
        58.2        1.60      0.8173      0.2694      0.5259       7.301     657.256      38.465  
        62.6        1.72      0.8445      0.2462      0.5008       6.952     625.925      35.160  
        67.1        1.84      0.8642      0.2204      0.4695       6.516     586.716      31.473  
        71.6        1.96      0.8809      0.1940      0.4325       6.002     540.427      27.696  
        76.1        2.09      0.8943      0.1670      0.3896       5.407     486.880      23.852  
        80.5        2.21      0.9037      0.1394      0.3407       4.728     425.809      19.900  
        85.0        2.33      0.9071      0.1111      0.2857       3.964     356.951      15.863  
        89.5        2.45      0.8999      0.0822      0.2242       3.111     280.126      11.733  
        94.0        2.58      0.8676      0.0526      0.1561       2.167     195.159       7.506  
        98.4        2.70      0.7376      0.0223      0.0816       1.132     101.961       3.181  



         PROP RPM =       800

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2825      0.4234       8.772     691.066      52.673  
         4.5        0.11      0.0720      0.2868      0.4275       8.856     697.704      53.482  
         8.9        0.21      0.1445      0.2922      0.4342       8.997     708.768      54.494  
        13.4        0.32      0.2165      0.2987      0.4443       9.207     725.319      55.685  
        17.9        0.43      0.2869      0.3062      0.4583       9.497     748.154      57.101  
        22.4        0.54      0.3562      0.3145      0.4740       9.822     773.732      58.653  
        26.8        0.64      0.4229      0.3222      0.4908      10.168     801.081      60.069  
        31.3        0.75      0.4896      0.3290      0.5051      10.465     824.535      61.350  
        35.8        0.86      0.5472      0.3325      0.5220      10.814     851.973      62.002  
        40.3        0.97      0.6034      0.3342      0.5353      11.089     873.657      62.317  
        44.7        1.07      0.6495      0.3312      0.5476      11.344     893.925      61.755  
        49.2        1.18      0.6936      0.3254      0.5540      11.479     904.546      60.676  
        53.7        1.29      0.7320      0.3157      0.5556      11.513     907.201      58.855  
        58.2        1.40      0.7652      0.3023      0.5513      11.424     900.121      56.360  
        62.6        1.50      0.7958      0.2861      0.5405      11.198     882.242      53.347  
        67.1        1.61      0.8210      0.2671      0.5239      10.857     855.336      49.795  
        71.6        1.72      0.8452      0.2468      0.5017      10.393     818.783      46.018  
        76.1        1.83      0.8627      0.2243      0.4745       9.831     774.440      41.814  
        80.5        1.93      0.8779      0.2012      0.4430       9.178     723.106      37.521  
        85.0        2.04      0.8907      0.1777      0.4070       8.434     664.426      33.137  
        89.5        2.15      0.9008      0.1538      0.3665       7.594     598.310      28.663  
        94.0        2.25      0.9074      0.1293      0.3213       6.657     524.407      24.100  
        98.4        2.36      0.9087      0.1043      0.2713       5.620     442.714      19.455  
       102.9        2.47      0.9007      0.0789      0.2162       4.480     352.968      14.707  
       107.4        2.58      0.8721      0.0529      0.1562       3.237     254.990       9.860  
       111.8        2.68      0.7764      0.0264      0.0911       1.888     148.693       4.914  



         PROP RPM =       900

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2825      0.4229      12.477     873.746      66.678  
         4.5        0.10      0.0641      0.2863      0.4264      12.579     880.915      67.578  
         8.9        0.19      0.1286      0.2910      0.4320      12.744     892.155      68.679  
        13.4        0.29      0.1929      0.2965      0.4400      12.982     908.972      69.961  
        17.9        0.38      0.2563      0.3028      0.4511      13.308     931.984      71.467  
        22.4        0.48      0.3178      0.3099      0.4654      13.732     961.191      73.153  
        26.8        0.57      0.3814      0.3179      0.4773      14.081     985.973      75.019  
        31.3        0.67      0.4407      0.3246      0.4920      14.510    1016.066      76.592  
        35.8        0.76      0.4964      0.3297      0.5071      14.966    1047.928      77.806  
        40.3        0.86      0.5479      0.3329      0.5220      15.395    1078.021      78.571  
        44.7        0.95      0.5948      0.3339      0.5356      15.797    1106.343      78.796  
        49.2        1.05      0.6412      0.3329      0.5450      16.079    1125.815      78.548  
        53.7        1.15      0.6790      0.3281      0.5534      16.320    1143.516      77.424  
        58.2        1.24      0.7158      0.3210      0.5563      16.414    1149.712      75.761  
        62.6        1.34      0.7482      0.3108      0.5551      16.374    1147.057      73.355  
        67.1        1.43      0.7765      0.2979      0.5491      16.200    1134.666      70.298  
        71.6        1.53      0.8018      0.2826      0.5383      15.878    1111.654      66.701  
        76.1        1.62      0.8237      0.2654      0.5228      15.422    1079.791      62.632  
        80.5        1.72      0.8458      0.2474      0.5026      14.832    1038.193      58.405  
        85.0        1.81      0.8614      0.2274      0.4786      14.121     988.628      53.662  
        89.5        1.91      0.8753      0.2069      0.4512      13.314     931.984      48.829  
        94.0        2.00      0.8874      0.1862      0.4204      12.403     868.524      43.928  
        98.4        2.10      0.8975      0.1650      0.3860      11.385     797.275      38.937  
       102.9        2.20      0.9053      0.1434      0.3478      10.259     718.415      33.856  
       107.4        2.29      0.9099      0.1215      0.3057       9.021     631.766      28.663  
       111.8        2.39      0.9097      0.0991      0.2600       7.669     537.063      23.380  



         PROP RPM =       1000

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2825      0.4225      17.098    1078.021      82.325  
         4.5        0.09      0.0577      0.2860      0.4256      17.219    1085.101      83.314  
         8.9        0.17      0.1158      0.2900      0.4303      17.406    1097.493      84.506  
        13.4        0.26      0.1738      0.2948      0.4370      17.688    1114.309      85.900  
        17.9        0.34      0.2313      0.3003      0.4459      18.050    1137.321      87.473  
        22.4        0.43      0.2876      0.3063      0.4575      18.506    1166.528      89.249  
        26.8        0.52      0.3438      0.3132      0.4695      19.002    1197.506      91.250  
        31.3        0.60      0.3989      0.3198      0.4821      19.512    1229.369      93.183  
        35.8        0.69      0.4518      0.3257      0.4954      20.048    1263.887      94.892  
        40.3        0.77      0.5018      0.3303      0.5090      20.598    1298.404      96.241  
        44.7        0.86      0.5483      0.3333      0.5221      21.134    1332.037      97.117  
        49.2        0.94      0.5912      0.3344      0.5344      21.631    1363.015      97.432  
        53.7        1.03      0.6304      0.3334      0.5451      22.060    1390.452      97.140  
        58.2        1.12      0.6696      0.3306      0.5513      22.315    1406.384      96.331  
        62.6        1.20      0.7014      0.3247      0.5567      22.529    1419.660      94.600  
        67.1        1.29      0.7330      0.3169      0.5572      22.543    1421.430      92.352  
        71.6        1.37      0.7608      0.3068      0.5541      22.422    1413.464      89.384  
        76.1        1.46      0.7854      0.2944      0.5473      22.154    1395.763      85.765  
        80.5        1.55      0.8077      0.2803      0.5365      21.711    1368.325      81.651  
        85.0        1.63      0.8265      0.2644      0.5221      21.134    1332.037      77.042  
        89.5        1.72      0.8461      0.2481      0.5037      20.384    1285.128      72.299  
        94.0        1.80      0.8603      0.2300      0.4823      19.525    1230.254      67.016  
        98.4        1.89      0.8731      0.2117      0.4582      18.546    1168.298      61.665  
       102.9        1.98      0.8845      0.1930      0.4312      17.447    1099.263      56.247  
       107.4        2.06      0.8944      0.1741      0.4012      16.240    1023.146      50.717  
       111.8        2.15      0.9025      0.1548      0.3682      14.899     939.064      45.097  



         PROP RPM =       1100

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2826      0.4223      22.744    1302.830      99.613  
         4.5        0.08      0.0525      0.2856      0.4249      22.891    1311.681     100.714  
         8.9        0.16      0.1053      0.2893      0.4290      23.106    1324.072     101.973  
