        41x15_5_1000_41_120                                 (41x15_5_1000_41_120.dat)

         PROP RPM =       500

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3463      0.6970       0.812     102.315       7.787  
         4.5        0.23      0.1170      0.3596      0.7082       0.825     103.908       8.089  
         8.9        0.46      0.2366      0.3788      0.7381       0.859     108.333       8.520  
        13.4        0.69      0.3516      0.4031      0.7925       0.923     116.299       9.067  
        17.9        0.92      0.4605      0.4279      0.8568       0.998     125.769       9.629  
        22.4        1.15      0.5610      0.4453      0.9144       1.065     134.266      10.015  
        26.8        1.38      0.6443      0.4473      0.9597       1.118     140.904      10.058  
        31.3        1.61      0.7106      0.4314      0.9790       1.140     143.736       9.701  
        35.8        1.84      0.7651      0.4004      0.9650       1.124     141.612       9.008  
        40.3        2.07      0.8114      0.3591      0.9180       1.069     134.708       8.077  
        44.7        2.30      0.8418      0.3088      0.8454       0.984     124.087       6.947  
        49.2        2.54      0.8646      0.2564      0.7518       0.875     110.369       5.769  
        53.7        2.77      0.8778      0.2019      0.6361       0.741      93.375       4.541  
        58.2        3.00      0.8745      0.1452      0.4975       0.579      73.028       3.266  
        62.6        3.23      0.8304      0.0863      0.3353       0.391      49.219       1.941  
        67.1        3.46      0.5823      0.0251      0.1490       0.174      21.879       0.565  



         PROP RPM =       600

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3464      0.6954       1.399     147.011      11.220  
         4.5        0.19      0.0975      0.3572      0.7035       1.416     148.693      11.571  
         8.9        0.38      0.1975      0.3721      0.7239       1.456     153.029      12.052  
        13.4        0.58      0.2962      0.3907      0.7600       1.529     160.641      12.657  
        17.9        0.77      0.3912      0.4124      0.8102       1.631     171.262      13.363  
        22.4        0.96      0.4821      0.4329      0.8624       1.735     182.325      14.026  
        26.8        1.15      0.5630      0.4461      0.9128       1.837     192.946      14.446  
        31.3        1.34      0.6318      0.4480      0.9535       1.919     201.531      14.516  
        35.8        1.54      0.6924      0.4395      0.9751       1.962     206.134      14.233  
        40.3        1.73      0.7418      0.4186      0.9756       1.963     206.222      13.563  
        44.7        1.92      0.7824      0.3884      0.9529       1.918     201.443      12.574  
        49.2        2.11      0.8191      0.3518      0.9072       1.825     191.796      11.393  
        53.7        2.30      0.8440      0.3096      0.8455       1.702     178.697      10.029  
        58.2        2.50      0.8638      0.2661      0.7690       1.548     162.500       8.619  
        62.6        2.69      0.8777      0.2211      0.6772       1.362     143.117       7.160  
