        27x11_2_1800_51_70                                 (27x11_2_1800_51_70.dat)

         PROP RPM =       900

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3434      0.7052       0.593      41.537       4.705  
         4.5        0.19      0.0963      0.3551      0.7166       0.603      42.200       4.867  
         8.9        0.39      0.1943      0.3713      0.7429       0.625      43.758       5.090  
        13.4        0.58      0.2916      0.3911      0.7820       0.658      46.050       5.357  
        17.9        0.78      0.3865      0.4124      0.8294       0.698      48.847       5.649  
        22.4        0.97      0.4737      0.4302      0.8825       0.742      51.980       5.894  
        26.8        1.17      0.5504      0.4403      0.9337       0.785      54.990       6.038  
        31.3        1.36      0.6160      0.4411      0.9748       0.820      57.415       6.047  
        35.8        1.56      0.6775      0.4333      0.9948       0.837      58.592       5.939  
        40.3        1.75      0.7265      0.4128      0.9943       0.836      58.565       5.658  
        44.7        1.94      0.7709      0.3842      0.9691       0.815      57.078       5.267  
        49.2        2.14      0.8030      0.3487      0.9286       0.781      54.689       4.779  
        53.7        2.33      0.8307      0.3113      0.8742       0.735      51.485       4.267  
        58.2        2.53      0.8540      0.2720      0.8051       0.677      47.422       3.730  
        62.6        2.72      0.8723      0.2309      0.7206       0.606      42.439       3.165  
        67.1        2.92      0.8838      0.1878      0.6198       0.521      36.509       2.574  
        71.6        3.11      0.8842      0.1427      0.5023       0.422      29.579       1.957  
        76.1        3.31      0.8609      0.0957      0.3674       0.309      21.631       1.311  
        80.5        3.50      0.7593      0.0465      0.2145       0.181      12.639       0.638  



         PROP RPM =       1080

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3435      0.7040       1.023      59.716       6.780  
         4.5        0.16      0.0803      0.3530      0.7125       1.036      60.433       6.967  
         8.9        0.32      0.1621      0.3656      0.7309       1.062      61.991       7.216  
        13.4        0.49      0.2447      0.3815      0.7578       1.101      64.274       7.529  
        17.9        0.65      0.3254      0.3992      0.7947       1.155      67.407       7.877  
        22.4        0.81      0.4017      0.4155      0.8380       1.218      71.071       8.201  
        26.8        0.97      0.4749      0.4306      0.8816       1.281      74.771       8.500  
        31.3        1.13      0.5373      0.4391      0.9267       1.346      78.603       8.666  
        35.8        1.30      0.5955      0.4426      0.9631       1.400      81.684       8.734  
        40.3        1.46      0.6495      0.4395      0.9866       1.434      83.684       8.673  
        44.7        1.62      0.6959      0.4283      0.9971       1.450      84.569       8.453  
        49.2        1.78      0.7368      0.4101      0.9920       1.442      84.135       8.095  
        53.7        1.94      0.7721      0.3851      0.9696       1.409      82.232       7.601  
        58.2        2.11      0.7992      0.3555      0.9368       1.361      79.462       7.016  
        62.6        2.27      0.8232      0.3247      0.8946       1.300      75.869       6.409  
        67.1        2.43      0.8444      0.2926      0.8422       1.224      71.434       5.775  
        71.6        2.59      0.8623      0.2593      0.7794       1.133      66.097       5.117  
        76.1        2.75      0.8767      0.2246      0.7055       1.025      59.840       4.433  
        80.5        2.92      0.8864      0.1885      0.6203       0.902      52.609       3.721  
        85.0        3.08      0.8889      0.1511      0.5233       0.761      44.386       2.983  
        89.5        3.24      0.8783      0.1123      0.4144       0.602      35.146       2.217  
        94.0        3.40      0.8370      0.0721      0.2931       0.426      24.853       1.423  
        98.4        3.56      0.6816      0.0304      0.1591       0.231      13.489       0.600  



         PROP RPM =       1260

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3436      0.7032       1.623      81.179       9.231  
         4.5        0.14      0.0688      0.3516      0.7099       1.639      81.949       9.446  
         8.9        0.28      0.1389      0.3619      0.7235       1.670      83.524       9.723  
        13.4        0.42      0.2092      0.3744      0.7458       1.721      86.091      10.058  
        17.9        0.56      0.2794      0.3887      0.7726       1.784      89.216      10.440  
        22.4        0.69      0.3477      0.4039      0.8065       1.861      93.110      10.849  
        26.8        0.83      0.4124      0.4178      0.8443       1.949      97.447      11.225  
        31.3        0.97      0.4757      0.4310      0.8809       2.033     101.695      11.582  
        35.8        1.11      0.5303      0.4387      0.9194       2.121     106.120      11.791  
        40.3        1.25      0.5825      0.4438      0.9518       2.197     109.838      11.917  
        44.7        1.39      0.6293      0.4430      0.9775       2.256     112.847      11.899  
        49.2        1.53      0.6703      0.4360      0.9936       2.293     114.706      11.713  
        53.7        1.67      0.7090      0.4244      0.9978       2.303     115.148      11.405  
        58.2        1.81      0.7422      0.4073      0.9908       2.286     114.352      10.941  
        62.6        1.94      0.7730      0.3858      0.9704       2.240     112.050      10.366  
        67.1        2.08      0.7964      0.3605      0.9430       2.176     108.864       9.685  
        71.6        2.22      0.8176      0.3343      0.9086       2.097     104.881       8.981  
        76.1        2.36      0.8366      0.3072      0.8669       2.001     100.102       8.253  
        80.5        2.50      0.8536      0.2792      0.8176       1.887      94.349       7.500  
        85.0        2.64      0.8682      0.2502      0.7604       1.755      87.782       6.722  
        89.5        2.78      0.8800      0.2202      0.6949       1.604      80.223       5.915  
        94.0        2.92      0.8884      0.1892      0.6211       1.434      71.700       5.083  
        98.4        3.06      0.8918      0.1572      0.5386       1.243      62.176       4.224  
       102.9        3.19      0.8870      0.1242      0.4472       1.032      51.626       3.336  
       107.4        3.33      0.8661      0.0901      0.3468       0.800      40.032       2.421  
       111.8        3.47      0.8052      0.0550      0.2372       0.547      27.375       1.478  



         PROP RPM =       1440

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3437      0.7024       2.421     105.943      12.061  
         4.5        0.12      0.0602      0.3506      0.7079       2.439     106.740      12.302  
         8.9        0.24      0.1215      0.3592      0.7186       2.476     108.333      12.605  
        13.4        0.36      0.1832      0.3696      0.7356       2.535     110.900      12.969  
        17.9        0.49      0.2455      0.3819      0.7561       2.604     113.998      13.401  
        22.4        0.61      0.3050      0.3942      0.7854       2.706     118.423      13.835  
        26.8        0.73      0.3641      0.4077      0.8162       2.812     123.025      14.302  
        31.3        0.85      0.4204      0.4197      0.8493       2.926     128.070      14.727  
        35.8        0.97      0.4729      0.4302      0.8840       3.045     133.292      15.091  
        40.3        1.09      0.5249      0.4387      0.9143       3.150     137.895      15.397  
        44.7        1.22      0.5691      0.4430      0.9456       3.257     142.586      15.539  
        49.2        1.34      0.6122      0.4442      0.9695       3.340     146.214      15.582  
        53.7        1.46      0.6512      0.4411      0.9872       3.401     148.870      15.469  
        58.2        1.58      0.6862      0.4329      0.9971       3.434     150.374      15.197  
        62.6        1.70      0.7177      0.4209      0.9982       3.438     150.463      14.774  
        67.1        1.82      0.7478      0.4062      0.9898       3.410     149.224      14.248  
        71.6        1.94      0.7737      0.3866      0.9715       3.347     146.480      13.567  
        76.1        2.07      0.7942      0.3645      0.9480       3.267     142.940      12.789  
        80.5        2.19      0.8131      0.3417      0.9192       3.166     138.603      11.989  
        85.0        2.31      0.8304      0.3182      0.8847       3.048     133.381      11.166  
        89.5        2.43      0.8461      0.2941      0.8445       2.910     127.362      10.319  
        94.0        2.55      0.8602      0.2691      0.7984       2.750     120.370       9.444  
        98.4        2.67      0.8724      0.2435      0.7460       2.571     112.493       8.543  
       102.9        2.79      0.8826      0.2171      0.6873       2.368     103.642       7.617  
       107.4        2.92      0.8900      0.1899      0.6222       2.143      93.818       6.663  
       111.8        3.04      0.8938      0.1619      0.5504       1.896      82.985       5.681  



         PROP RPM =       1620

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3438      0.7018       3.442     133.912      15.267  
         4.5        0.11      0.0535      0.3499      0.7065       3.465     134.797      15.537  
         8.9        0.22      0.1079      0.3573      0.7151       3.508     136.479      15.867  
        13.4        0.32      0.1628      0.3661      0.7285       3.574     139.045      16.258  
        17.9        0.43      0.2175      0.3763      0.7474       3.666     142.586      16.710  
        22.4        0.54      0.2726      0.3874      0.7676       3.764     146.480      17.205  
