        55x48_4_400_51_70                                 (55x48_4_400_51_70.dat)

         PROP RPM =       200

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2284      1.1447       0.371     116.741       2.662  
         4.5        0.43      0.0972      0.2544      1.1235       0.364     114.617       2.965  
         8.9        0.86      0.2232      0.3074      1.1829       0.383     120.636       3.583  
        13.4        1.29      0.3610      0.3785      1.3516       0.437     137.806       4.411  
        17.9        1.72      0.4798      0.4562      1.6340       0.529     166.660       5.317  
        22.4        2.15      0.5647      0.5314      2.0200       0.654     206.134       6.193  
        26.8        2.58      0.6507      0.5918      2.3439       0.759     239.147       6.899  
        31.3        3.01      0.7140      0.5818      2.4486       0.793     249.857       6.778  
        35.8        3.44      0.7473      0.5434      2.4985       0.809     254.901       6.333  
        40.3        3.87      0.7754      0.5035      2.5083       0.812     255.964       5.865  
        44.7        4.29      0.7989      0.4608      2.4778       0.802     252.777       5.373  
        49.2        4.72      0.8178      0.4159      2.4036       0.778     245.166       4.849  
        53.7        5.15      0.8319      0.3684      2.2830       0.739     232.863       4.294  
        58.2        5.58      0.8401      0.3182      2.1150       0.685     215.693       3.709  
        62.6        6.01      0.8403      0.2653      1.8983       0.614     193.654       3.091  
        67.1        6.44      0.8273      0.2095      1.6316       0.528     166.394       2.441  
        71.6        6.87      0.7892      0.1509      1.3138       0.425     134.089       1.759  
        76.1        7.30      0.6909      0.0894      0.9450       0.306      96.385       1.042  
        80.5        7.73      0.3690      0.0250      0.5237       0.170      53.423       0.291  



         PROP RPM =       240

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2284      1.1437       0.640     167.987       3.833  
         4.5        0.36      0.0792      0.2483      1.1214       0.627     164.712       4.166  
         8.9        0.72      0.1789      0.2874      1.1503       0.643     168.961       4.824  
        13.4        1.07      0.2936      0.3420      1.2505       0.700     183.741       5.739  
        17.9        1.43      0.4056      0.4054      1.4307       0.800     210.205       6.803  
        22.4        1.79      0.4980      0.4701      1.6888       0.945     248.175       7.889  
        26.8        2.15      0.5670      0.5329      2.0188       1.129     296.500       8.943  
        31.3        2.51      0.6360      0.5849      2.3037       1.289     338.453       9.817  
        35.8        2.86      0.7038      0.5957      2.4243       1.356     356.066      10.000  
        40.3        3.22      0.7334      0.5643      2.4778       1.387     364.031       9.469  
        44.7        3.58      0.7591      0.5314      2.5058       1.403     368.191       8.920  
        49.2        3.94      0.7815      0.4977      2.5071       1.403     368.280       8.352  
        53.7        4.29      0.8009      0.4624      2.4791       1.387     364.120       7.756  
        58.2        4.65      0.8173      0.4252      2.4194       1.353     355.446       7.133  
        62.6        5.01      0.8306      0.3861      2.3293       1.303     342.170       6.479  
        67.1        5.37      0.8404      0.3453      2.2063       1.234     324.026       5.796  
        71.6        5.73      0.8459      0.3027      2.0492       1.146     301.014       5.078  
