        90x13_2_1200_41_1570                                 (90x13_2_1200_41_1570.dat)

         PROP RPM =       600

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.1774      0.1229      12.600    1323.187     133.402  
         4.5        0.09      0.1256      0.1771      0.1233      12.649    1328.497     133.154  
         8.9        0.17      0.2447      0.1758      0.1257      12.893    1354.164     132.210  
        13.4        0.26      0.3550      0.1736      0.1283      13.167    1383.372     130.592  
        17.9        0.35      0.4548      0.1704      0.1311      13.450    1412.579     128.164  
        22.4        0.44      0.5472      0.1661      0.1328      13.611    1430.281     124.926  
        26.8        0.52      0.6237      0.1600      0.1347      13.813    1450.637     120.318  
        31.3        0.61      0.6923      0.1522      0.1347      13.813    1450.637     114.495  
        35.8        0.70      0.7522      0.1427      0.1328      13.625    1430.281     107.346  
        40.3        0.79      0.7988      0.1310      0.1292      13.245    1391.337      98.534  
        44.7        0.87      0.8414      0.1177      0.1224      12.556    1318.761      88.552  
        49.2        0.96      0.8704      0.1023      0.1131      11.601    1218.748      76.952  
        53.7        1.05      0.8940      0.0865      0.1016      10.416    1093.952      65.037  
        58.2        1.14      0.9121      0.0703      0.0876       8.985     943.490      52.830  
        62.6        1.22      0.9234      0.0536      0.0712       7.298     766.563      40.353  
        67.1        1.31      0.9232      0.0367      0.0521       5.343     561.314      27.562  
        71.6        1.40      0.8893      0.0193      0.0303       3.113     326.947      14.500  
        76.1        1.49      0.3923      0.0015      0.0058       0.596      62.610       1.153  



         PROP RPM =       720

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.1776      0.1227      21.751    1903.795     192.347  
         4.5        0.07      0.1041      0.1772      0.1241      21.993    1925.037     191.942  
         8.9        0.15      0.2046      0.1765      0.1258      22.288    1950.704     191.088  
        13.4        0.22      0.2999      0.1751      0.1277      22.636    1980.797     189.649  
        17.9        0.29      0.3888      0.1731      0.1298      23.012    2014.430     187.468  
        22.4        0.36      0.4703      0.1703      0.1320      23.387    2047.178     184.411  
        26.8        0.44      0.5479      0.1667      0.1331      23.575    2063.994     180.477  
        31.3        0.51      0.6132      0.1617      0.1345      23.843    2087.891     175.104  
        35.8        0.58      0.6738      0.1557      0.1348      23.884    2091.431     168.652  
        40.3        0.66      0.7230      0.1482      0.1345      23.830    2086.121     160.514  
        44.7        0.73      0.7679      0.1395      0.1325      23.468    2054.258     151.049  
        49.2        0.80      0.8080      0.1296      0.1286      22.797    1994.958     140.348  
        53.7        0.87      0.8421      0.1183      0.1229      21.765    1905.566     128.074  
        58.2        0.95      0.8668      0.1054      0.1152      20.424    1787.851     114.113  
        62.6        1.02      0.8877      0.0922      0.1060      18.788    1644.469      99.860  
        67.1        1.09      0.9050      0.0788      0.0952      16.870    1477.190      85.315  
        71.6        1.17      0.9183      0.0651      0.0827      14.644    1282.473      70.478  
        76.1        1.24      0.9265      0.0511      0.0683      12.111    1060.319      55.325  
        80.5        1.31      0.9264      0.0368      0.0522       9.248     809.489      39.904  
        85.0        1.39      0.9057      0.0223      0.0341       6.051     529.629      24.167  
        89.5        1.46      0.7767      0.0075      0.0141       2.508     219.587       8.165  



         PROP RPM =       840

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.1779      0.1226      34.518    2589.728     262.127  
         4.5        0.06      0.0898      0.1777      0.1237      34.813    2611.855     261.902  
         8.9        0.12      0.1772      0.1772      0.1249      35.175    2638.407     261.228  
        13.4        0.19      0.2614      0.1764      0.1265      35.604    2671.155     259.879  
        17.9        0.25      0.3413      0.1751      0.1282      36.087    2707.443     258.081  
        22.4        0.31      0.4122      0.1729      0.1311      36.891    2767.628     254.933  
        26.8        0.37      0.4852      0.1706      0.1319      37.106    2783.560     251.561  
        31.3        0.44      0.5483      0.1673      0.1335      37.562    2818.078     246.615  
        35.8        0.50      0.6053      0.1631      0.1348      37.924    2845.515     240.546  
        40.3        0.56      0.6562      0.1581      0.1355      38.139    2861.446     233.127  
        44.7        0.62      0.7045      0.1524      0.1352      38.031    2853.481     224.584  
        49.2        0.69      0.7439      0.1453      0.1343      37.790    2834.894     214.198  
        53.7        0.75      0.7807      0.1374      0.1320      37.146    2787.100     202.598  
        58.2        0.81      0.8128      0.1286      0.1286      36.167    2714.524     189.559  
        62.6        0.87      0.8425      0.1188      0.1235      34.732    2605.660     175.194  
        67.1        0.94      0.8639      0.1078      0.1170      32.909    2469.358     158.873  
        71.6        1.00      0.8826      0.0965      0.1093      30.763    2308.275     142.259  
        76.1        1.06      0.8987      0.0850      0.1005      28.282    2122.409     125.331  
        80.5        1.12      0.9121      0.0733      0.0904      25.453    1909.106     108.088  
        85.0        1.19      0.9225      0.0614      0.0791      22.248    1669.251      90.553  
        89.5        1.25      0.9289      0.0493      0.0664      18.680    1401.958      72.726  
        94.0        1.31      0.9289      0.0370      0.0523      14.724    1105.458      54.606  
        98.4        1.37      0.9151      0.0246      0.0369      10.379     778.777      36.194  
       102.9        1.44      0.8522      0.0119      0.0200       5.626     422.092      17.472  



         PROP RPM =       960

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.1782      0.1227      51.549    3384.525     343.059  
         4.5        0.05      0.0789      0.1781      0.1236      51.884    3406.652     343.059  
         8.9        0.11      0.1544      0.1777      0.1259      52.876    3471.263     342.159  
        13.4        0.16      0.2288      0.1770      0.1270      53.332    3501.355     340.810  
        17.9        0.22      0.3004      0.1762      0.1282      53.869    3536.758     339.237  
        22.4        0.27      0.3687      0.1749      0.1297      54.472    3575.701     336.764  
        26.8        0.33      0.4330      0.1731      0.1311      55.103    3617.300     333.392  
        31.3        0.38      0.4930      0.1709      0.1327      55.733    3658.898     329.120  
        35.8        0.44      0.5484      0.1681      0.1341      56.309    3696.957     323.500  
        40.3        0.49      0.5990      0.1645      0.1352      56.779    3727.934     316.756  
        44.7        0.55      0.6449      0.1603      0.1359      57.087    3748.291     308.663  
        49.2        0.60      0.6863      0.1553      0.1361      57.181    3754.486     298.996  
        53.7        0.66      0.7234      0.1496      0.1358      57.007    3742.980     287.980  
        58.2        0.71      0.7590      0.1433      0.1342      56.376    3701.382     275.841  
        62.6        0.77      0.7881      0.1360      0.1321      55.491    3642.967     261.902  
        67.1        0.82      0.8160      0.1281      0.1287      54.083    3550.919     246.615  
        71.6        0.87      0.8426      0.1195      0.1241      52.139    3422.583     230.204  
        76.1        0.93      0.8616      0.1098      0.1185      49.765    3267.695     211.433  
        80.5        0.98      0.8785      0.0999      0.1120      47.030    3088.025     192.414  
        85.0        1.04      0.8934      0.0899      0.1045      43.918    2882.688     173.080  
        89.5        1.09      0.9063      0.0797      0.0962      40.392    2651.684     153.432  
        94.0        1.15      0.9172      0.0693      0.0868      36.462    2393.242     133.469  
        98.4        1.20      0.9256      0.0588      0.0764      32.104    2107.363     113.214  
       102.9        1.26      0.9308      0.0481      0.0650      27.317    1793.161      92.644  
       107.4        1.31      0.9310      0.0373      0.0526      22.073    1449.752      71.782  
       111.8        1.37      0.9213      0.0263      0.0390      16.387    1075.366      50.605  



         PROP RPM =       1080

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.1785      0.1229      73.474    4288.186     435.005  
         4.5        0.05      0.0695      0.1784      0.1248      74.668    4357.222     434.781  
         8.9        0.10      0.1380      0.1782      0.1255      75.097    4382.004     434.331  
        13.4        0.15      0.2051      0.1779      0.1265      75.647    4414.752     433.432  
        17.9        0.19      0.2675      0.1771      0.1287      77.015    4494.409     431.633  
        22.4        0.24      0.3298      0.1762      0.1298      77.658    4531.582     429.385  
        26.8        0.29      0.3894      0.1750      0.1310      78.369    4574.066     426.238  
        31.3        0.34      0.4458      0.1734      0.1324      79.134    4618.319     422.416  
        35.8        0.39      0.4988      0.1714      0.1336      79.898    4662.573     417.695  
        40.3        0.44      0.5443      0.1686      0.1355      81.051    4729.839     410.951  
        44.7        0.49      0.5900      0.1656      0.1364      81.588    4760.816     403.532  
        49.2        0.53      0.6321      0.1620      0.1370      81.963    4782.943     394.765  
