        83x96_2_200_51_90                                 (83x96_2_200_51_90.dat)

         PROP RPM =       100

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.1344      0.9178       0.291     183.210       2.031  
         4.5        0.57      0.1005      0.1579      0.8942       0.283     178.520       2.387  
         8.9        1.14      0.2515      0.2181      0.9869       0.313     197.018       3.296  
        13.4        1.71      0.4157      0.2985      1.2261       0.388     244.723       4.510  
        17.9        2.28      0.5432      0.3834      1.6073       0.509     320.751       5.793  
        22.4        2.85      0.6283      0.4663      2.1113       0.669     421.561       7.046  
        26.8        3.42      0.7428      0.5469      2.5132       0.796     501.749       8.262  
        31.3        3.98      0.7766      0.5228      2.6824       0.850     535.559       7.902  
        35.8        4.55      0.8042      0.4965      2.8115       0.890     561.137       7.502  
        40.3        5.12      0.8267      0.4670      2.8931       0.916     577.511       7.055  
        44.7        5.69      0.8448      0.4341      2.9247       0.927     583.884       6.560  
        49.2        6.26      0.8586      0.3984      2.9040       0.920     579.812       6.018  
        53.7        6.83      0.8681      0.3595      2.8285       0.896     564.589       5.431  
        58.2        7.40      0.8728      0.3179      2.6958       0.854     538.037       4.804  
        62.6        7.97      0.8714      0.2737      2.5034       0.793     499.713       4.136  
        67.1        8.54      0.8608      0.2270      2.2514       0.713     449.441       3.431  
        71.6        9.11      0.8354      0.1778      1.9384       0.614     386.955       2.686  
        76.1        9.68      0.7815      0.1262      1.5634       0.495     312.077       1.908  
        80.5       10.25      0.6592      0.0724      1.1251       0.356     224.543       1.094  
        85.0       10.81      0.2828      0.0163      0.6233       0.197     124.441       0.246  



         PROP RPM =       120

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.1345      0.9174       0.502     263.664       2.927  
         4.5        0.47      0.0806      0.1513      0.8912       0.488     256.141       3.293  
         8.9        0.95      0.1970      0.1950      0.9394       0.514     270.036       4.244  
        13.4        1.42      0.3369      0.2573      1.0870       0.595     312.431       5.600  
        17.9        1.90      0.4646      0.3273      1.3369       0.732     384.211       7.122  
        22.4        2.37      0.5627      0.3988      1.6815       0.920     483.251       8.678  
        26.8        2.85      0.6304      0.4674      2.1101       1.155     606.630      10.173  
        31.3        3.32      0.7238      0.5411      2.4827       1.358     713.724      11.778  
        35.8        3.79      0.7680      0.5325      2.6300       1.440     756.119      11.584  
        40.3        4.27      0.7928      0.5112      2.7530       1.506     791.257      11.124  
        44.7        4.74      0.8138      0.4880      2.8443       1.557     817.632      10.620  
        49.2        5.22      0.8317      0.4628      2.9028       1.589     834.448      10.069  
        53.7        5.69      0.8466      0.4353      2.9271       1.601     841.263       9.471  
        58.2        6.17      0.8587      0.4058      2.9137       1.594     837.458       8.828  
        62.6        6.64      0.8680      0.3741      2.8626       1.566     822.677       8.140  
        67.1        7.12      0.8743      0.3406      2.7713       1.517     796.656       7.410  
        71.6        7.59      0.8772      0.3052      2.6398       1.446     758.951       6.641  
        76.1        8.06      0.8756      0.2680      2.4681       1.350     709.476       5.832  
        80.5        8.54      0.8677      0.2291      2.2538       1.234     647.875       4.984  
        85.0        9.01      0.8503      0.1884      1.9969       1.093     574.059       4.101  
        89.5        9.49      0.8170      0.1462      1.6974       0.929     487.853       3.181  
        94.0        9.96      0.7527      0.1023      1.3540       0.741     389.167       2.226  
        98.4       10.44      0.6140      0.0569      0.9661       0.529     277.736       1.237  
       102.9       10.91      0.2014      0.0099      0.5337       0.292     153.383       0.214  



         PROP RPM =       140

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.1345      0.9170       0.797     358.809       3.984  
         4.5        0.41      0.0672      0.1473      0.8909       0.774     348.542       4.364  
         8.9        0.81      0.1602      0.1803      0.9153       0.795     358.101       5.341  
        13.4        1.22      0.2769      0.2293      1.0103       0.878     395.274       6.791  
        17.9        1.63      0.3954      0.2871      1.1811       1.026     462.097       8.505  
        22.4        2.03      0.4976      0.3487      1.4246       1.238     557.420      10.330  
        26.8        2.44      0.5751      0.4093      1.7363       1.509     679.383      12.126  
        31.3        2.85      0.6320      0.4686      2.1089       1.833     825.244      13.873  
        35.8        3.25      0.7060      0.5314      2.4486       2.128     957.651      15.739  
        40.3        3.66      0.7617      0.5391      2.5911       2.252    1013.410      15.970  
        44.7        4.07      0.7840      0.5217      2.7043       2.351    1058.549      15.447  
        49.2        4.47      0.8035      0.5023      2.7969       2.431    1093.952      14.882  
        53.7        4.88      0.8205      0.4821      2.8663       2.490    1121.390      14.275  
        58.2        5.29      0.8352      0.4601      2.9101       2.529    1138.206      13.621  
        62.6        5.69      0.8480      0.4364      2.9284       2.545    1146.172      12.922  
        67.1        6.10      0.8587      0.4112      2.9198       2.537    1142.631      12.178  
        71.6        6.51      0.8675      0.3845      2.8833       2.506    1128.470      11.389  
        76.1        6.91      0.8742      0.3564      2.8176       2.449    1102.803      10.557  
        80.5        7.32      0.8788      0.3270      2.7226       2.367    1065.630       9.685  
        85.0        7.72      0.8806      0.2962      2.5984       2.258    1016.951       8.772  
