        48x32_4_600_51_90                                 (48x32_4_600_51_90.dat)

         PROP RPM =       300

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2673      1.0118       0.560     117.626       4.067  
         4.5        0.33      0.0938      0.2861      1.0008       0.554     116.299       4.352  
         8.9        0.66      0.2032      0.3194      1.0311       0.570     119.839       4.858  
        13.4        0.98      0.3208      0.3647      1.1189       0.619     130.017       5.548  
        17.9        1.31      0.4304      0.4170      1.2712       0.703     147.807       6.344  
        22.4        1.64      0.5216      0.4709      1.4806       0.819     172.147       7.165  
        26.8        1.97      0.6014      0.5159      1.6888       0.934     196.221       7.848  
        31.3        2.30      0.6726      0.5387      1.8398       1.018     213.834       8.197  
        35.8        2.62      0.7338      0.5279      1.8885       1.045     219.410       8.030  
        40.3        2.95      0.7667      0.4891      1.8836       1.042     218.879       7.439  
        44.7        3.28      0.7949      0.4484      1.8520       1.024     215.162       6.825  
        49.2        3.61      0.8187      0.4062      1.7911       0.991     208.170       6.180  
        53.7        3.94      0.8383      0.3620      1.6998       0.941     197.637       5.508  
        58.2        4.27      0.8530      0.3156      1.5780       0.873     183.387       4.802  
        62.6        4.59      0.8617      0.2670      1.4234       0.787     165.420       4.062  
        67.1        4.92      0.8613      0.2162      1.2359       0.684     143.559       3.289  
        71.6        5.25      0.8449      0.1631      1.0135       0.561     117.803       2.482  
        76.1        5.58      0.7934      0.1077      0.7567       0.419      87.950       1.638  
        80.5        5.91      0.6325      0.0498      0.4649       0.257      54.025       0.757  



         PROP RPM =       360

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2674      1.0107       0.966     169.138       5.859  
         4.5        0.27      0.0772      0.2821      0.9991       0.955     167.191       6.180  
         8.9        0.55      0.1656      0.3070      1.0138       0.969     169.669       6.726  
