        76x19_3_1000_51_1090                                 (76x19_3_1000_51_1090.dat)

         PROP RPM =       500

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2901      0.3850       9.811    1236.449      77.065  
         4.5        0.12      0.0937      0.2953      0.3919       9.989    1259.461      78.413  
         8.9        0.25      0.1863      0.3018      0.4029      10.267    1293.979      80.144  
        13.4        0.37      0.2774      0.3095      0.4161      10.603    1336.463      82.190  
        17.9        0.50      0.3685      0.3173      0.4282      10.913    1375.406      84.258  
        22.4        0.62      0.4510      0.3222      0.4442      11.320    1426.740      85.562  
        26.8        0.75      0.5298      0.3251      0.4577      11.663    1470.109      86.327  
        31.3        0.87      0.5959      0.3230      0.4717      12.022    1515.248      85.787  
        35.8        0.99      0.6570      0.3170      0.4799      12.229    1541.800      84.191  
        40.3        1.12      0.7122      0.3065      0.4814      12.269    1546.225      81.381  
        44.7        1.24      0.7559      0.2901      0.4772      12.160    1532.949      77.042  
        49.2        1.37      0.7950      0.2699      0.4643      11.832    1491.351      71.669  
        53.7        1.49      0.8279      0.2462      0.4436      11.303    1424.970      65.374  
        58.2        1.62      0.8552      0.2196      0.4152      10.579    1333.807      58.338  
        62.6        1.74      0.8761      0.1917      0.3807       9.705    1223.173      50.897  
        67.1        1.86      0.8931      0.1630      0.3403       8.672    1093.067      43.276  
        71.6        1.99      0.9056      0.1336      0.2933       7.476     942.604      35.475  
        76.1        2.11      0.9113      0.1034      0.2399       6.112     770.457      27.472  
        80.5        2.24      0.9042      0.0725      0.1795       4.574     576.626      19.262  
        85.0        2.36      0.8605      0.0409      0.1122       2.860     360.491      10.856  
        89.5        2.49      0.5557      0.0085      0.0378       0.964     121.432       2.244  



         PROP RPM =       600

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2902      0.3843      16.924    1778.115     110.988  
         4.5        0.10      0.0782      0.2944      0.3899      17.165    1803.782     112.584  
         8.9        0.21      0.1559      0.2996      0.3980      17.527    1840.955     114.563  
        13.4        0.31      0.2321      0.3057      0.4094      18.023    1894.060     116.901  
        17.9        0.41      0.3096      0.3127      0.4185      18.426    1935.658     119.576  
        22.4        0.52      0.3828      0.3184      0.4308      18.975    1993.188     121.757  
        26.8        0.62      0.4518      0.3226      0.4439      19.552    2053.373     123.375  
        31.3        0.73      0.5153      0.3248      0.4571      20.129    2114.443     124.184  
        35.8        0.83      0.5771      0.3249      0.4667      20.544    2158.697     124.252  
        40.3        0.93      0.6285      0.3212      0.4766      20.987    2204.721     122.836  
        44.7        1.04      0.6774      0.3147      0.4813      21.188    2225.963     120.340  
        49.2        1.14      0.7199      0.3046      0.4821      21.228    2230.388     116.474  
        53.7        1.24      0.7567      0.2909      0.4779      21.041    2210.031     111.235  
        58.2        1.35      0.7903      0.2744      0.4677      20.598    2163.122     104.941  
        62.6        1.45      0.8180      0.2550      0.4522      19.914    2091.431      97.522  
        67.1        1.55      0.8442      0.2341      0.4309      18.975    1993.188      89.519  
        71.6        1.66      0.8634      0.2111      0.4052      17.849    1874.588      80.706  
        76.1        1.76      0.8802      0.1875      0.3753      16.521    1735.631      71.714  
        80.5        1.86      0.8943      0.1636      0.3411      15.019    1577.203      62.542  
        85.0        1.97      0.9054      0.1390      0.3023      13.311    1398.418      53.167  
        89.5        2.07      0.9124      0.1140      0.2590      11.403    1197.506      43.613  
