        48x17_4_1000_46_220                                 (48x17_4_1000_46_220.dat)

         PROP RPM =       500

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3429      0.6585       1.686     212.595      14.491  
         4.5        0.20      0.1043      0.3539      0.6682       1.711     215.693      14.957  
         8.9        0.39      0.2103      0.3691      0.6911       1.770     223.127      15.597  
        13.4        0.59      0.3136      0.3884      0.7312       1.872     236.049      16.404  
        17.9        0.79      0.4144      0.4089      0.7766       1.989     250.742      17.270  
        22.4        0.98      0.5071      0.4248      0.8243       2.111     266.142      17.947  
        26.8        1.18      0.5876      0.4318      0.8679       2.223     280.215      18.245  
        31.3        1.38      0.6586      0.4287      0.8969       2.297     289.508      18.113  
        35.8        1.57      0.7165      0.4132      0.9077       2.324     293.048      17.450  
        40.3        1.77      0.7640      0.3862      0.8957       2.293     289.154      16.321  
        44.7        1.97      0.8073      0.3525      0.8595       2.201     277.471      14.894  
        49.2        2.17      0.8361      0.3104      0.8037       2.058     259.415      13.115  
        53.7        2.36      0.8597      0.2668      0.7330       1.877     236.669      11.274  
        58.2        2.56      0.8774      0.2217      0.6466       1.656     208.701       9.368  
        62.6        2.76      0.8868      0.1750      0.5438       1.393     175.510       7.394  
        67.1        2.95      0.8817      0.1267      0.4242       1.086     136.921       5.353  
        71.6        3.15      0.8404      0.0766      0.2872       0.736      92.756       3.239  
        76.1        3.35      0.6276      0.0249      0.1327       0.340      42.829       1.051  



         PROP RPM =       600

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3431      0.6573       2.909     305.528      20.876  
         4.5        0.16      0.0869      0.3520      0.6645       2.941     308.891      21.418  
         8.9        0.33      0.1754      0.3638      0.6804       3.011     316.326      22.139  
        13.4        0.49      0.2633      0.3785      0.7074       3.130     328.805      23.043  
        17.9        0.66      0.3494      0.3957      0.7434       3.290     345.533      24.077  
        22.4        0.82      0.4305      0.4120      0.7850       3.473     364.916      25.066  
        26.8        0.98      0.5085      0.4252      0.8232       3.644     382.706      25.876  
        31.3        1.15      0.5779      0.4325      0.8594       3.803     399.523      26.325  
        35.8        1.31      0.6380      0.4318      0.8882       3.931     412.887      26.280  
        40.3        1.48      0.6891      0.4225      0.9052       4.006     420.764      25.718  
        44.7        1.64      0.7350      0.4062      0.9063       4.011     421.296      24.707  
        49.2        1.80      0.7734      0.3820      0.8914       3.945     414.392      23.245  
        53.7        1.97      0.8088      0.3533      0.8599       3.804     399.700      21.496  
        58.2        2.13      0.8332      0.3182      0.8145       3.605     378.635      19.365  
        62.6        2.30      0.8542      0.2822      0.7588       3.358     352.702      17.173  
        67.1        2.46      0.8713      0.2451      0.6923       3.064     321.813      14.916  
        71.6        2.62      0.8840      0.2070      0.6145       2.720     285.702      12.594  
        76.1        2.79      0.8904      0.1677      0.5253       2.324     244.192      10.206  
        80.5        2.95      0.8862      0.1273      0.4242       1.877     197.195       7.747  
        85.0        3.12      0.8591      0.0857      0.3111       1.377     144.621       5.218  
        89.5        3.28      0.7592      0.0430      0.1857       0.822      86.321       2.615  



         PROP RPM =       700

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3432      0.6563       4.612     415.277      28.416  
         4.5        0.14      0.0745      0.3507      0.6620       4.652     418.817      29.045  
         8.9        0.28      0.1504      0.3603      0.6738       4.735     426.340      29.832  
        13.4        0.42      0.2264      0.3721      0.6933       4.872     438.643      30.821  
        17.9        0.56      0.3007      0.3858      0.7217       5.072     456.610      31.945  
        22.4        0.70      0.3732      0.4008      0.7550       5.306     477.763      33.204  
        26.8        0.84      0.4458      0.4155      0.7866       5.528     497.677      34.418  
        31.3        0.98      0.5095      0.4259      0.8225       5.780     520.424      35.273  
        35.8        1.12      0.5667      0.4318      0.8568       6.021     542.108      35.745  
        40.3        1.27      0.6213      0.4329      0.8818       6.197     557.951      35.857  
        44.7        1.41      0.6689      0.4283      0.8998       6.323     569.280      35.452  
        49.2        1.55      0.7101      0.4170      0.9080       6.381     574.502      34.531  
        53.7        1.69      0.7481      0.4008      0.9040       6.352     571.935      33.204  
        58.2        1.83      0.7787      0.3785      0.8886       6.245     562.199      31.361  
        62.6        1.97      0.8099      0.3541      0.8606       6.048     544.498      29.315  
        67.1        2.11      0.8311      0.3241      0.8224       5.780     520.335      26.842  
        71.6        2.25      0.8497      0.2934      0.7766       5.458     491.393      24.302  
        76.1        2.39      0.8658      0.2618      0.7229       5.080     457.407      21.687  
        80.5        2.53      0.8789      0.2296      0.6612       4.645     418.286      19.014  
        85.0        2.67      0.8885      0.1965      0.5909       4.152     373.856      16.276  
        89.5        2.81      0.8931      0.1626      0.5121       3.599     324.026      13.471  
        94.0        2.95      0.8896      0.1279      0.4246       2.984     268.620      10.595  
        98.4        3.09      0.8704      0.0923      0.3281       2.307     207.639       7.648  
       102.9        3.23      0.8114      0.0559      0.2227       1.565     140.904       4.627  
       107.4        3.37      0.5776      0.0185      0.1080       0.759      68.319       1.531  



         PROP RPM =       800

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3433      0.6556       6.877     541.754      37.138  
         4.5        0.12      0.0652      0.3498      0.6602       6.925     545.560      37.835  
         8.9        0.25      0.1315      0.3578      0.6693       7.022     553.172      38.712  
        13.4        0.37      0.1983      0.3676      0.6842       7.177     565.386      39.769  
        17.9        0.49      0.2643      0.3789      0.7055       7.400     582.999      40.983  
        22.4        0.62      0.3282      0.3915      0.7340       7.699     606.542      42.354  
        26.8        0.74      0.3939      0.4054      0.7599       7.972     628.049      43.860  
        31.3        0.86      0.4543      0.4170      0.7908       8.296     653.539      45.142  
        35.8        0.98      0.5103      0.4263      0.8220       8.623     679.295      46.108  
        40.3        1.11      0.5613      0.4318      0.8517       8.935     703.900      46.715  
        44.7        1.23      0.6112      0.4345      0.8746       9.175     722.840      47.008  
        49.2        1.35      0.6519      0.4310      0.8949       9.387     739.568      46.625  
        53.7        1.48      0.6912      0.4240      0.9057       9.500     748.419      45.861  
        58.2        1.60      0.7255      0.4120      0.9085       9.529     750.720      44.580  
        62.6        1.72      0.7559      0.3961      0.9023       9.464     745.587      42.826  
        67.1        1.85      0.7827      0.3761      0.8869       9.303     732.930      40.690  
        71.6        1.97      0.8108      0.3549      0.8616       9.038     712.043      38.397  
        76.1        2.09      0.8294      0.3286      0.8287       8.692     684.782      35.542  
        80.5        2.21      0.8462      0.3018      0.7899       8.286     652.743      32.642  
