        62x34_4_400_36_110                                 (62x34_4_400_36_110.dat)

         PROP RPM =       200

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3406      0.9945       0.586     184.715       6.409  
         4.5        0.38      0.1403      0.3703      1.0053       0.592     186.662       6.967  
         8.9        0.76      0.2935      0.4190      1.0884       0.641     202.151       7.889  
        13.4        1.14      0.4358      0.4798      1.2590       0.742     233.748       9.031  
        17.9        1.52      0.5563      0.5325      1.4599       0.860     271.010      10.024  
        22.4        1.90      0.6575      0.5535      1.6036       0.945     297.739      10.413  
        26.8        2.29      0.7342      0.5209      1.6219       0.955     301.102       9.799  
        31.3        2.67      0.7816      0.4597      1.5683       0.924     291.190       8.648  
        35.8        3.05      0.8199      0.3946      1.4672       0.864     272.337       7.425  
        40.3        3.43      0.8493      0.3254      1.3138       0.774     243.927       6.124  
        44.7        3.81      0.8672      0.2518      1.1062       0.652     205.426       4.739  
        49.2        4.19      0.8640      0.1736      0.8421       0.496     156.393       3.266  
        53.7        4.57      0.7976      0.0907      0.5198       0.306      96.562       1.706  
        58.2        4.95      0.1006      0.0028      0.1377       0.081      25.570       0.053  



         PROP RPM =       240

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3407      0.9932       1.011     265.611       9.235  
         4.5        0.32      0.1159      0.3641      0.9977       1.016     266.850       9.867  
         8.9        0.64      0.2430      0.4015      1.0492       1.068     280.569      10.881  
        13.4        0.95      0.3680      0.4492      1.1626       1.184     310.838      12.173  
        17.9        1.27      0.4808      0.5011      1.3235       1.348     353.853      13.576  
        22.4        1.59      0.5775      0.5407      1.4867       1.514     397.576      14.655  
        26.8        1.90      0.6594      0.5546      1.6024       1.632     428.376      15.026  
        31.3        2.22      0.7271      0.5318      1.6255       1.655     434.572      14.410  
        35.8        2.54      0.7684      0.4814      1.5902       1.620     425.367      13.041  
        40.3        2.86      0.8034      0.4283      1.5232       1.552     407.400      11.607  
        44.7        3.18      0.8325      0.3727      1.4210       1.447     380.140      10.101  
        49.2        3.49      0.8554      0.3142      1.2834       1.306     343.055       8.516  
        53.7        3.81      0.8704      0.2527      1.1061       1.126     295.792       6.848  
        58.2        4.13      0.8720      0.1880      0.8898       0.906     237.997       5.094  
        62.6        4.45      0.8425      0.1200      0.6332       0.645     169.315       3.253  
        67.1        4.76      0.6913      0.0487      0.3353       0.341      89.658       1.319  



         PROP RPM =       280

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3409      0.9922       1.604     361.110      12.574  
         4.5        0.27      0.0986      0.3601      0.9936       1.607     361.641      13.282  
         8.9        0.54      0.2065      0.3899      1.0273       1.662     373.944      14.379  
        13.4        0.82      0.3166      0.4283      1.1044       1.786     402.001      15.797  
        17.9        1.09      0.4198      0.4728      1.2261       1.982     446.255      17.441  
        22.4        1.36      0.5123      0.5155      1.3686       2.214     498.386      19.017  
        26.8        1.63      0.5890      0.5442      1.5086       2.439     549.100      20.075  
        31.3        1.90      0.6608      0.5554      1.6012       2.590     582.822      20.487  
        35.8        2.18      0.7220      0.5395      1.6267       2.631     592.292      19.905  
        40.3        2.45      0.7585      0.4965      1.6036       2.594     583.707      18.320  
        44.7        2.72      0.7903      0.4519      1.5561       2.517     566.536      16.674  
        49.2        2.99      0.8178      0.4054      1.4843       2.400     540.338      14.959  
        53.7        3.27      0.8411      0.3570      1.3856       2.241     504.493      13.169  
        58.2        3.54      0.8599      0.3063      1.2602       2.038     458.734      11.299  
        62.6        3.81      0.8729      0.2534      1.1063       1.789     402.709       9.350  
        67.1        4.08      0.8766      0.1982      0.9233       1.493     336.063       7.313  
        71.6        4.35      0.8621      0.1407      0.7106       1.149     258.619       5.189  
        76.1        4.63      0.7980      0.0807      0.4677       0.756     170.200       2.976  
        80.5        4.90      0.4576      0.0181      0.1940       0.314      70.620       0.669  



         PROP RPM =       320

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3410      0.9914       2.392     471.302      16.427  
         4.5        0.24      0.0858      0.3573      0.9910       2.392     471.125      17.211  
         8.9        0.48      0.1792      0.3816      1.0142       2.447     482.100      18.387  
        13.4        0.71      0.2762      0.4132      1.0688       2.580     508.121      19.914  
        17.9        0.95      0.3696      0.4500      1.1599       2.800     551.401      21.683  
        22.4        1.19      0.4547      0.4891      1.2809       3.092     609.020      23.582  
        26.8        1.43      0.5321      0.5240      1.4076       3.397     668.939      25.246  
        31.3        1.67      0.6016      0.5484      1.5196       3.669     722.575      26.438  
        35.8        1.90      0.6588      0.5542      1.6024       3.869     761.872      26.707  
        40.3        2.14      0.7139      0.5426      1.6292       3.932     774.440      26.145  
        44.7        2.38      0.7508      0.5081      1.6121       3.890     766.298      24.482  
        49.2        2.62      0.7798      0.4697      1.5768       3.807     749.924      22.616  
        53.7        2.86      0.8055      0.4298      1.5245       3.678     724.611      20.698  
        58.2        3.10      0.8280      0.3884      1.4514       3.503     689.916      18.702  
        62.6        3.33      0.8475      0.3452      1.3576       3.277     645.485      16.629  
        67.1        3.57      0.8634      0.3005      1.2432       3.001     590.964      14.478  
        71.6        3.81      0.8748      0.2541      1.1068       2.671     526.177      12.243  
        76.1        4.05      0.8796      0.2060      0.9482       2.289     450.768       9.925  
        80.5        4.29      0.8725      0.1561      0.7667       1.851     364.474       7.520  
        85.0        4.52      0.8391      0.1043      0.5623       1.357     267.293       5.024  
        89.5        4.76      0.7204      0.0506      0.3344       0.807     158.959       2.437  



         PROP RPM =       360

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3411      0.9908       3.405     596.098      20.795  
         4.5        0.21      0.0760      0.3552      0.9893       3.399     595.213      21.656  
         8.9        0.42      0.1581      0.3757      1.0057       3.456     605.126      22.908  
        13.4        0.64      0.2442      0.4023      1.0459       3.594     629.288      24.527  
        17.9        0.85      0.3296      0.4337      1.1138       3.827     670.090      26.438  
        22.4        1.06      0.4086      0.4678      1.2115       4.164     728.947      28.528  
        26.8        1.27      0.4837      0.5027      1.3199       4.535     793.912      30.641  
        31.3        1.48      0.5508      0.5321      1.4307       4.918     861.001      32.440  
        35.8        1.69      0.6081      0.5500      1.5318       5.264     921.363      33.542  
        40.3        1.90      0.6597      0.5550      1.6024       5.506     963.846      33.834  
        44.7        2.12      0.7109      0.5469      1.6279       5.597     979.778      33.339  
        49.2        2.33      0.7447      0.5174      1.6170       5.559     972.697      31.541  
        53.7        2.54      0.7713      0.4833      1.5914       5.470     957.651      29.472  
        58.2        2.75      0.7952      0.4480      1.5512       5.329     932.869      27.337  
        62.6        2.96      0.8166      0.4120      1.4952       5.137     899.236      25.111  
        67.1        3.18      0.8357      0.3746      1.4234       4.891     856.310      22.841  
        71.6        3.39      0.8523      0.3360      1.3345       4.588     803.205      20.485  
        76.1        3.60      0.8662      0.2960      1.2298       4.227     740.011      18.050  
        80.5        3.81      0.8765      0.2548      1.1074       3.806     666.373      15.534  
        85.0        4.02      0.8817      0.2121      0.9674       3.324     582.114      12.933  
        89.5        4.23      0.8787      0.1680      0.8095       2.781     487.057      10.245  
        94.0        4.45      0.8596      0.1225      0.6333       2.176     381.025       7.468  
        98.4        4.66      0.8008      0.0754      0.4386       1.507     263.841       4.600  
       102.9        4.87      0.5803      0.0268      0.2251       0.774     135.505       1.636  



         PROP RPM =       400

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3411      0.9902       4.668     735.497      25.673  
         4.5        0.19      0.0682      0.3535      0.9881       4.659     733.992      26.617  
         8.9        0.38      0.1414      0.3712      1.0000       4.715     742.843      27.944  
        13.4        0.57      0.2185      0.3938      1.0303       4.857     765.324      29.652  
        17.9        0.76      0.2963      0.4209      1.0823       5.103     804.002      31.676  
        22.4        0.95      0.3707      0.4508      1.1581       5.459     860.204      33.924  
        26.8        1.14      0.4404      0.4825      1.2517       5.903     930.213      36.307  
        31.3        1.33      0.5071      0.5139      1.3516       6.371    1003.675      38.690  
        35.8        1.52      0.5620      0.5360      1.4538       6.854    1079.791      40.353  
        40.3        1.71      0.6132      0.5511      1.5415       7.266    1145.287      41.500  
        44.7        1.90      0.6604      0.5554      1.6024       7.554    1190.425      41.814  
        49.2        2.10      0.7056      0.5484      1.6279       7.676    1209.897      41.275  
        53.7        2.29      0.7397      0.5248      1.6219       7.644    1204.587      39.499  
        58.2        2.48      0.7642      0.4942      1.6012       7.550    1189.540      37.206  
        62.6        2.67      0.7865      0.4628      1.5695       7.400    1165.643      34.845  
        67.1        2.86      0.8068      0.4306      1.5257       7.193    1132.895      32.417  
        71.6        3.05      0.8252      0.3977      1.4697       6.925    1091.297      29.945  
        76.1        3.24      0.8417      0.3637      1.3990       6.598    1039.078      27.382  
        80.5        3.43      0.8562      0.3286      1.3162       6.205     978.007      24.729  
        85.0        3.62      0.8684      0.2925      1.2188       5.749     905.431      22.022  
        89.5        3.81      0.8778      0.2553      1.1084       5.225     823.296      19.223  
        94.0        4.00      0.8833      0.2170      0.9830       4.635     730.187      16.339  
        98.4        4.19      0.8826      0.1776      0.8432       3.975     626.367      13.367  
       102.9        4.38      0.8713      0.1369      0.6886       3.247     511.485      10.307  
       107.4        4.57      0.8375      0.0951      0.5189       2.446     385.450       7.156  
       111.8        4.76      0.7406      0.0520      0.3342       1.576     248.263       3.912  



         PROP RPM =       440

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3412      0.9897       6.210     889.500      31.069  
         4.5        0.17      0.0618      0.3523      0.9872       6.196     887.730      32.080  
         8.9        0.35      0.1279      0.3677      0.9960       6.250     894.810      33.497  
        13.4        0.52      0.1974      0.3874      1.0194       6.397     916.052      35.295  
        17.9        0.69      0.2684      0.4108      1.0601       6.651     953.225      37.408  
        22.4        0.87      0.3379      0.4372      1.1198       7.027    1006.330      39.814  
        26.8        1.04      0.4028      0.4651      1.1998       7.528    1078.021      42.354  
        31.3        1.21      0.4670      0.4953      1.2858       8.069    1155.907      45.119  
        35.8        1.39      0.5226      0.5205      1.3796       8.658    1239.990      47.412  
        40.3        1.56      0.5751      0.5418      1.4684       9.213    1319.646      49.346  
        44.7        1.73      0.6212      0.5542      1.5452       9.696    1388.682      50.492  
        49.2        1.90      0.6611      0.5562      1.6024      10.054    1440.016      50.649  
        53.7        2.08      0.7015      0.5496      1.6279      10.216    1463.028      50.065  
        58.2        2.25      0.7356      0.5306      1.6243      10.193    1460.373      48.334  
        62.6        2.42      0.7583      0.5031      1.6085      10.094    1446.212      45.816  
        67.1        2.60      0.7791      0.4748      1.5829       9.936    1423.200      43.253  
        71.6        2.77      0.7983      0.4461      1.5476       9.714    1391.337      40.623  
        76.1        2.94      0.8159      0.4163      1.5025       9.429    1350.624      37.925  
        80.5        3.12      0.8319      0.3860      1.4465       9.076    1300.175      35.160  
        85.0        3.29      0.8464      0.3548      1.3796       8.654    1239.990      32.305  
        89.5        3.46      0.8593      0.3227      1.3004       8.163    1169.184      29.405  
        94.0        3.64      0.8703      0.2898      1.2109       7.598    1088.642      26.393  
        98.4        3.81      0.8789      0.2559      1.1094       6.961     997.479      23.313  
       102.9        3.98      0.8844      0.2212      0.9960       6.250     894.810      20.145  
       107.4        4.16      0.8853      0.1854      0.8706       5.463     782.494      16.890  
       111.8        4.33      0.8786      0.1487      0.7329       4.600     658.761      13.547  



         PROP RPM =       480

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3412      0.9892       8.058    1058.549      36.981  
         4.5        0.16      0.0565      0.3513      0.9866       8.038    1055.009      38.083  
         8.9        0.32      0.1167      0.3649      0.9931       8.090    1062.090      39.566  
        13.4        0.48      0.1800      0.3822      1.0115       8.241    1081.561      41.432  
        17.9        0.64      0.2450      0.4027      1.0439       8.505    1116.964      43.658  
        22.4        0.79      0.3096      0.4259      1.0920       8.895    1168.298      46.176  
        26.8        0.95      0.3715      0.4511      1.1566       9.422    1237.334      48.896  
        31.3        1.11      0.4306      0.4779      1.2334      10.050    1319.646      51.818  
        35.8        1.27      0.4854      0.5035      1.3175      10.734    1409.039      54.584  
        40.3        1.43      0.5348      0.5256      1.4039      11.442    1501.972      56.989  
        44.7        1.59      0.5828      0.5442      1.4831      12.077    1586.054      58.990  
        49.2        1.75      0.6247      0.5550      1.5512      12.636    1659.515      60.136  
        53.7        1.90      0.6616      0.5566      1.6024      13.055    1714.390      60.339  
        58.2        2.06      0.6998      0.5519      1.6267      13.256    1740.942      59.799  
        62.6        2.22      0.7320      0.5360      1.6267      13.253    1740.057      58.091  
        67.1        2.38      0.7532      0.5104      1.6146      13.151    1726.781      55.348  
        71.6        2.54      0.7727      0.4849      1.5939      12.985    1704.654      52.560  
        76.1        2.70      0.7909      0.4585      1.5646      12.750    1674.561      49.728  
        80.5        2.86      0.8076      0.4318      1.5281      12.447    1634.733      46.805  
        85.0        3.02      0.8232      0.4042      1.4818      12.071    1585.169      43.838  
        89.5        3.18      0.8374      0.3762      1.4270      11.621    1525.869      40.780  
        94.0        3.33      0.8504      0.3474      1.3625      11.096    1456.833      37.656  
        98.4        3.49      0.8619      0.3179      1.2882      10.492    1378.061      34.463  
       102.9        3.65      0.8719      0.2875      1.2042       9.810    1287.784      31.181  
       107.4        3.81      0.8799      0.2565      1.1107       9.048    1187.770      27.809  
       111.8        3.97      0.8854      0.2247      1.0071       8.204    1077.136      24.347  



         PROP RPM =       520

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3413      0.9888      10.241    1241.760      43.411  
         4.5        0.15      0.0521      0.3504      0.9861      10.215    1238.219      44.580  
         8.9        0.29      0.1073      0.3627      0.9910      10.264    1244.415      46.131  
        13.4        0.44      0.1652      0.3780      1.0056      10.416    1262.116      48.087  
        17.9        0.59      0.2251      0.3961      1.0318      10.687    1295.749      50.402  
        22.4        0.73      0.2852      0.4170      1.0710      11.093    1344.428      53.032  
        26.8        0.88      0.3437      0.4395      1.1241      11.643    1410.809      55.910  
        31.3        1.03      0.3988      0.4632      1.1917      12.343    1495.776      58.945  
        35.8        1.17      0.4516      0.4880      1.2663      13.121    1590.479      62.070  
        40.3        1.32      0.5004      0.5104      1.3455      13.933    1689.607      64.970  
        44.7        1.47      0.5489      0.5321      1.4210      14.711    1783.425      67.690  
        49.2        1.61      0.5888      0.5461      1.4952      15.489    1876.358      69.466  
        53.7        1.76      0.6280      0.5558      1.5561      16.119    1953.360      70.702  
        58.2        1.90      0.6620      0.5570      1.6024      16.602    2011.775      70.860  
        62.6        2.05      0.6983      0.5538      1.6267      16.843    2041.867      70.433  
        67.1        2.20      0.7290      0.5403      1.6292      16.870    2045.407      68.724  
        71.6        2.34      0.7488      0.5170      1.6194      16.763    2032.131      65.779  
        76.1        2.49      0.7672      0.4934      1.6024      16.602    2011.775      62.767  
        80.5        2.64      0.7844      0.4694      1.5780      16.347    1981.682      59.709  
        85.0        2.78      0.8004      0.4449      1.5476      16.025    1942.739      56.584  
        89.5        2.93      0.8153      0.4197      1.5086      15.636    1894.060      53.415  
        94.0        3.08      0.8291      0.3942      1.4636      15.154    1836.530      50.155  
        98.4        3.22      0.8419      0.3680      1.4088      14.590    1769.264      46.805  
       102.9        3.37      0.8536      0.3412      1.3467      13.960    1691.378      43.411  
       107.4        3.52      0.8641      0.3138      1.2773      13.228    1603.755      39.926  
       111.8        3.66      0.8733      0.2858      1.1989      12.417    1504.627      36.352  



         PROP RPM =       560

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3413      0.9885      12.788    1439.131      50.357  
         4.5        0.14      0.0483      0.3498      0.9858      12.752    1435.591      51.594  
         8.9        0.27      0.0992      0.3608      0.9893      12.799    1440.016      53.235  
        13.4        0.41      0.1527      0.3745      1.0011      12.952    1457.718      55.258  
        17.9        0.54      0.2080      0.3907      1.0227      13.229    1488.695      57.664  
