        41x8_4_2400_51_430                                 (41x8_4_2400_51_430.dat)

         PROP RPM =       1200

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2711      0.2686       4.325     227.110      35.138  
         4.5        0.10      0.0962      0.2741      0.2736       4.404     231.270      35.520  
         8.9        0.19      0.1907      0.2767      0.2787       4.487     235.695      35.857  
        13.4        0.29      0.2820      0.2785      0.2846       4.580     240.563      36.082  
        17.9        0.38      0.3722      0.2793      0.2882       4.640     243.661      36.194  
        22.4        0.48      0.4529      0.2777      0.2944       4.739     248.971      35.992  
        26.8        0.58      0.5262      0.2742      0.3003       4.833     253.839      35.520  
        31.3        0.67      0.5956      0.2684      0.3029       4.876     256.141      34.778  
        35.8        0.77      0.6564      0.2599      0.3042       4.896     257.114      33.676  
        40.3        0.86      0.7089      0.2484      0.3028       4.875     255.964      32.170  
        44.7        0.96      0.7537      0.2338      0.2978       4.794     251.804      30.282  
        49.2        1.06      0.7917      0.2164      0.2888       4.648     244.104      28.034  
        53.7        1.15      0.8258      0.1970      0.2749       4.427     232.509      25.538  
        58.2        1.25      0.8534      0.1754      0.2567       4.130     216.932      22.728  
        62.6        1.34      0.8743      0.1527      0.2348       3.779     198.434      19.781  
        67.1        1.44      0.8908      0.1294      0.2092       3.367     176.838      16.762  
        71.6        1.54      0.9018      0.1055      0.1797       2.894     151.967      13.671  
        76.1        1.63      0.9048      0.0811      0.1464       2.356     123.733      10.510  
        80.5        1.73      0.8924      0.0562      0.1088       1.751      91.959       7.279  
        85.0        1.82      0.8358      0.0307      0.0671       1.079      56.689       3.979  
        89.5        1.92      0.4314      0.0047      0.0210       0.337      17.710       0.610  



         PROP RPM =       1440

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2713      0.2678       7.447     325.973      50.605  
         4.5        0.08      0.0807      0.2739      0.2715       7.554     330.575      51.099  
         8.9        0.16      0.1606      0.2763      0.2754       7.660     335.266      51.549  
