        76x24_3_800_51_820                                 (76x24_3_800_51_820.dat)

         PROP RPM =       400

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3423      0.5647       7.369    1161.218      58.181  
         4.5        0.16      0.0947      0.3504      0.5750       7.502    1181.575      59.552  
         8.9        0.31      0.1892      0.3611      0.5931       7.738    1219.633      61.373  
        13.4        0.47      0.2825      0.3737      0.6166       8.046    1267.427      63.509  
        17.9        0.62      0.3752      0.3861      0.6397       8.347    1315.221      65.622  
        22.4        0.78      0.4584      0.3949      0.6692       8.731    1375.406      67.105  
        26.8        0.93      0.5369      0.4000      0.6944       9.060    1427.625      67.960  
        31.3        1.09      0.6058      0.3988      0.7163       9.346    1472.764      67.780  
        35.8        1.24      0.6648      0.3907      0.7306       9.532    1501.972      66.386  
        40.3        1.40      0.7148      0.3752      0.7341       9.578    1509.052      63.756  
        44.7        1.55      0.7600      0.3537      0.7233       9.438    1486.925      60.114  
        49.2        1.71      0.8000      0.3268      0.6983       9.111    1435.591      55.528  
        53.7        1.86      0.8304      0.2937      0.6595       8.605    1355.934      49.908  
        58.2        2.02      0.8548      0.2587      0.6115       7.978    1256.806      43.973  
        62.6        2.18      0.8753      0.2227      0.5535       7.223    1138.206      37.858  
        67.1        2.33      0.8912      0.1856      0.4853       6.332     997.479      31.541  
        71.6        2.49      0.9008      0.1473      0.4066       5.304     835.776      25.021  
        76.1        2.64      0.8992      0.1078      0.3168       4.133     651.238      18.326  
        80.5        2.80      0.8703      0.0672      0.2159       2.816     443.688      11.414  
        85.0        2.95      0.7203      0.0252      0.1034       1.349     212.595       4.287  



         PROP RPM =       480

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3423      0.5640      12.716    1669.251      83.786  
         4.5        0.13      0.0790      0.3490      0.5719      12.895    1693.148      85.427  
         8.9        0.26      0.1582      0.3574      0.5852      13.194    1732.091      87.473  
        13.4        0.39      0.2374      0.3678      0.6019      13.571    1781.655      90.014  
        17.9        0.52      0.3152      0.3784      0.6218      14.027    1840.955      92.621  
        22.4        0.65      0.3897      0.3880      0.6445      14.537    1908.221      94.937  
        26.8        0.78      0.4592      0.3953      0.6687      15.073    1979.912      96.713  
        31.3        0.91      0.5266      0.4004      0.6893      15.542    2040.982      97.994  
        35.8        1.04      0.5835      0.4000      0.7104      16.012    2102.937      97.927  
        40.3        1.17      0.6373      0.3961      0.7247      16.334    2145.421      96.983  
        44.7        1.30      0.6843      0.3873      0.7330      16.521    2170.203      94.802  
        49.2        1.42      0.7252      0.3732      0.7331      16.535    2170.203      91.340  
        53.7        1.55      0.7608      0.3544      0.7240      16.320    2143.651      86.754  
        58.2        1.68      0.7936      0.3320      0.7044      15.878    2085.236      81.268  
        62.6        1.81      0.8222      0.3058      0.6743      15.207    1995.843      74.839  
        67.1        1.94      0.8439      0.2770      0.6375      14.376    1887.864      67.780  
        71.6        2.07      0.8630      0.2474      0.5941      13.395    1758.643      60.564  
        76.1        2.20      0.8794      0.2172      0.5437      12.258    1609.951      53.145  
        80.5        2.33      0.8927      0.1861      0.4861      10.959    1439.131      45.546  
        85.0        2.46      0.9017      0.1543      0.4211       9.492    1246.185      37.768  
        89.5        2.59      0.9042      0.1216      0.3484       7.854    1031.112      29.765  
        94.0        2.72      0.8941      0.0881      0.2680       6.041     793.292      21.561  
        98.4        2.85      0.8521      0.0537      0.1796       4.050     531.753      13.147  
       102.9        2.98      0.6609      0.0185      0.0832       1.876     246.405       4.519  



         PROP RPM =       560

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3424      0.5634      20.169    2270.216     114.068  
         4.5        0.11      0.0678      0.3480      0.5698      20.410    2296.769     115.934  
         8.9        0.22      0.1358      0.3549      0.5802      20.772    2337.482     118.227  
        13.4        0.33      0.2032      0.3631      0.5949      21.295    2396.782     120.947  
        17.9        0.44      0.2705      0.3722      0.6110      21.872    2462.278     124.005  
        22.4        0.56      0.3365      0.3812      0.6288      22.516    2533.084     126.995  
        26.8        0.67      0.4000      0.3891      0.6481      23.213    2611.855     129.670  
        31.3        0.78      0.4597      0.3957      0.6685      23.937    2694.167     131.761  
