        69x24_4_800_51_620                                 (69x24_4_800_51_620.dat)

         PROP RPM =       400

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3634      0.6675       5.372     846.485      41.949  
         4.5        0.17      0.0943      0.3733      0.6777       5.454     859.407      43.118  
         8.9        0.34      0.1895      0.3865      0.6981       5.619     885.075      44.625  
        13.4        0.51      0.2828      0.4027      0.7315       5.887     927.558      46.513  
        17.9        0.68      0.3755      0.4205      0.7669       6.173     972.697      48.559  
        22.4        0.86      0.4633      0.4360      0.8055       6.482    1021.376      50.357  
        26.8        1.03      0.5382      0.4438      0.8466       6.814    1073.595      51.234  
        31.3        1.20      0.6070      0.4449      0.8781       7.069    1113.424      51.369  
        35.8        1.37      0.6689      0.4384      0.8971       7.220    1137.321      50.605  
        40.3        1.54      0.7180      0.4209      0.9027       7.266    1145.287      48.581  
        44.7        1.71      0.7614      0.3957      0.8898       7.161    1128.470      45.704  
        49.2        1.88      0.8020      0.3656      0.8582       6.908    1088.642      42.219  
        53.7        2.05      0.8295      0.3273      0.8106       6.523    1027.572      37.790  
        58.2        2.23      0.8530      0.2879      0.7510       6.044     952.340      33.249  
        62.6        2.40      0.8724      0.2472      0.6792       5.466     861.266      28.551  
        67.1        2.57      0.8869      0.2053      0.5944       4.785     753.907      23.717  
        71.6        2.74      0.8941      0.1621      0.4967       3.998     629.819      18.724  
        76.1        2.91      0.8882      0.1176      0.3853       3.100     488.650      13.581  
        80.5        3.08      0.8492      0.0717      0.2602       2.093     329.956       8.280  
        85.0        3.25      0.6554      0.0244      0.1210       0.973     153.383       2.815  



         PROP RPM =       480

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3635      0.6665       9.269    1216.978      60.451  
         4.5        0.14      0.0786      0.3716      0.6743       9.378    1231.139      61.800  
         8.9        0.29      0.1582      0.3819      0.6889       9.582    1257.691      63.509  
        13.4        0.43      0.2371      0.3946      0.7119       9.902    1300.175      65.599  
        17.9        0.57      0.3152      0.4093      0.7408      10.303    1352.394      68.050  
        22.4        0.71      0.3903      0.4232      0.7737      10.759    1412.579      70.388  
        26.8        0.86      0.4643      0.4364      0.8047      11.192    1469.224      72.591  
        31.3        1.00      0.5282      0.4438      0.8386      11.663    1531.179      73.760  
        35.8        1.14      0.5889      0.4473      0.8665      12.052    1582.513      74.367  
        40.3        1.28      0.6387      0.4430      0.8902      12.380    1625.882      73.647  
        44.7        1.43      0.6852      0.4333      0.9021      12.547    1647.124      72.051  
        49.2        1.57      0.7281      0.4186      0.9019      12.543    1647.124      69.578  
        53.7        1.71      0.7625      0.3965      0.8903      12.383    1625.882      65.959  
        58.2        1.85      0.7942      0.3708      0.8658      12.041    1580.743      61.665  
        62.6        2.00      0.8218      0.3410      0.8286      11.523    1512.592      56.697  
        67.1        2.14      0.8428      0.3085      0.7832      10.892    1430.281      51.301  
        71.6        2.28      0.8612      0.2752      0.7294      10.143    1332.037      45.749  
        76.1        2.42      0.8767      0.2410      0.6668       9.273    1217.863      40.083  
        80.5        2.57      0.8887      0.2060      0.5952       8.278    1086.872      34.261  
        85.0        2.71      0.8960      0.1701      0.5144       7.154     939.064      28.281  
        89.5        2.85      0.8957      0.1332      0.4243       5.902     774.883      22.153  
        94.0        3.00      0.8804      0.0954      0.3246       4.515     592.823      15.867  
        98.4        3.14      0.8258      0.0566      0.2152       2.993     392.973       9.417  
       102.9        3.28      0.5764      0.0168      0.0959       1.334     175.068       2.801  



         PROP RPM =       560

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3635      0.6658      14.698    1655.090      82.280  
         4.5        0.12      0.0674      0.3704      0.6720      14.845    1670.136      83.831  
         8.9        0.24      0.1356      0.3789      0.6831      15.086    1697.573      85.742  
        13.4        0.37      0.2038      0.3891      0.7001      15.462    1740.057      88.035  
        17.9        0.49      0.2707      0.4008      0.7239      15.985    1799.357      90.688  
        22.4        0.61      0.3369      0.4135      0.7503      16.575    1864.852      93.588  
        26.8        0.73      0.4008      0.4256      0.7787      17.192    1935.658      96.286  
        31.3        0.86      0.4610      0.4356      0.8084      17.849    2009.119      98.556  
        35.8        0.98      0.5208      0.4438      0.8332      18.399    2071.075     100.422  
        40.3        1.10      0.5714      0.4465      0.8600      18.989    2137.455     101.074  
        44.7        1.22      0.6206      0.4469      0.8803      19.445    2187.904     101.119  
        49.2        1.34      0.6608      0.4403      0.8965      19.793    2228.618      99.680  
        53.7        1.47      0.6993      0.4306      0.9033      19.954    2245.434      97.455  
        58.2        1.59      0.7333      0.4163      0.9019      19.914    2241.894      94.172  
        62.6        1.71      0.7633      0.3973      0.8913      19.686    2215.342      89.969  
        67.1        1.83      0.7914      0.3759      0.8711      19.244    2164.892      85.068  
        71.6        1.96      0.8161      0.3509      0.8412      18.573    2090.546      79.425  
        76.1        2.08      0.8349      0.3233      0.8048      17.769    2000.269      73.175  
        80.5        2.20      0.8519      0.2951      0.7623      16.830    1894.945      66.791  
        85.0        2.32      0.8668      0.2663      0.7135      15.757    1773.689      60.271  
        89.5        2.45      0.8797      0.2368      0.6582      14.537    1635.618      53.594  
        94.0        2.57      0.8900      0.2067      0.5963      13.167    1481.615      46.783  
        98.4        2.69      0.8971      0.1759      0.5275      11.649    1310.795      39.814  
       102.9        2.81      0.8991      0.1445      0.4519       9.979    1123.160      32.687  
       107.4        2.93      0.8928      0.1123      0.3691       8.151     917.822      25.426  
       111.8        3.06      0.8695      0.0794      0.2792       6.167     694.076      17.978  



         PROP RPM =       640

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3636      0.6652      21.926    2159.582     107.504  
         4.5        0.11      0.0590      0.3696      0.6704      22.100    2176.398     109.235  
         8.9        0.21      0.1187      0.3767      0.6792      22.395    2204.721     111.348  
        13.4        0.32      0.1785      0.3851      0.6923      22.824    2247.204     113.843  
        17.9        0.43      0.2378      0.3949      0.7104      23.414    2306.504     116.721  
        22.4        0.53      0.2956      0.4054      0.7340      24.192    2382.621     119.913  
        26.8        0.64      0.3529      0.4166      0.7580      24.983    2460.507     123.195  
        31.3        0.75      0.4086      0.4271      0.7827      25.801    2541.049     126.253  
        35.8        0.86      0.4616      0.4356      0.8081      26.646    2623.361     128.838  
        40.3        0.96      0.5151      0.4438      0.8294      27.343    2693.282     131.199  
        44.7        1.07      0.5608      0.4473      0.8532      28.121    2769.398     132.210  
        49.2        1.18      0.6024      0.4473      0.8740      28.819    2837.549     132.278  
        53.7        1.28      0.6400      0.4442      0.8909      29.368    2892.424     131.311  
        58.2        1.39      0.6772      0.4384      0.9003      29.677    2922.516     129.602  
        62.6        1.50      0.7074      0.4279      0.9057      29.851    2940.218     126.433  
        67.1        1.60      0.7372      0.4147      0.9025      29.744    2929.597     122.566  
        71.6        1.71      0.7638      0.3984      0.8925      29.422    2897.734     117.755  
        76.1        1.82      0.7878      0.3793      0.8757      28.872    2842.860     112.135  
        80.5        1.93      0.8116      0.3586      0.8509      28.054    2762.318     106.020  
        85.0        2.03      0.8286      0.3346      0.8208      27.062    2664.075      98.893  
        89.5        2.14      0.8442      0.3101      0.7860      25.909    2551.670      91.655  
        94.0        2.25      0.8583      0.2851      0.7463      24.608    2423.334      84.281  
        98.4        2.35      0.8710      0.2597      0.7018      23.133    2278.182      76.772  
       102.9        2.46      0.8820      0.2338      0.6523      21.497    2117.098      69.106  
       107.4        2.57      0.8911      0.2074      0.5976      19.700    1940.084      61.305  
       111.8        2.67      0.8977      0.1805      0.5377      17.728    1745.367      53.347  



         PROP RPM =       720

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3637      0.6646      31.192    2730.455     136.077  
         4.5        0.10      0.0524      0.3689      0.6691      31.407    2749.042     138.010  
         8.9        0.19      0.1055      0.3751      0.6764      31.742    2779.134     140.326  
        13.4        0.29      0.1588      0.3823      0.6869      32.238    2822.503     143.023  
        17.9        0.38      0.2118      0.3903      0.7011      32.909    2880.918     146.081  
        22.4        0.48      0.2640      0.3996      0.7196      33.780    2956.149     149.498  
        26.8        0.57      0.3165      0.4097      0.7388      34.679    3035.806     153.342  
        31.3        0.67      0.3682      0.4201      0.7594      35.644    3120.773     157.164  
        35.8        0.76      0.4182      0.4294      0.7815      36.677    3211.051     160.738  
        40.3        0.86      0.4620      0.4360      0.8080      37.924    3319.915     163.189  
        44.7        0.95      0.5066      0.4422      0.8300      38.957    3410.192     165.459  
        49.2        1.05      0.5483      0.4461      0.8512      39.949    3496.930     166.921  
        53.7        1.14      0.5868      0.4477      0.8705      40.861    3576.586     167.460  
        58.2        1.24      0.6258      0.4473      0.8839      41.491    3631.461     167.393  
        62.6        1.33      0.6578      0.4430      0.8964      42.081    3682.795     165.707  
        67.1        1.43      0.6870      0.4356      0.9046      42.457    3716.428     162.987  
