        76x32_5_600_51_580                                 (76x32_5_600_51_580.dat)

         PROP RPM =       300

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.4221      0.9153       5.038    1058.549      40.353  
         4.5        0.21      0.0976      0.4376      0.9292       5.115    1074.481      41.859  
         8.9        0.41      0.1977      0.4593      0.9624       5.298    1112.539      43.883  
        13.4        0.62      0.2957      0.4852      1.0204       5.616    1179.804      46.401  
        17.9        0.83      0.3917      0.5147      1.0895       5.997    1259.461      49.211  
        22.4        1.04      0.4802      0.5399      1.1646       6.411    1347.084      51.594  
        26.8        1.24      0.5573      0.5535      1.2347       6.799    1428.510      52.943  
        31.3        1.45      0.6261      0.5550      1.2858       7.077    1486.925      53.055  
        35.8        1.66      0.6830      0.5391      1.3089       7.203    1513.478      51.549  
        40.3        1.86      0.7322      0.5101      1.2992       7.153    1502.857      48.784  
        44.7        2.07      0.7727      0.4697      1.2602       6.936    1456.833      44.917  
        49.2        2.28      0.8038      0.4232      1.1998       6.605    1387.797      40.443  
        53.7        2.49      0.8309      0.3747      1.1214       6.173    1296.634      35.835  
        58.2        2.69      0.8539      0.3246      1.0239       5.636    1184.230      31.024  
        62.6        2.90      0.8722      0.2726      0.9066       4.990    1048.813      26.055  
        67.1        3.11      0.8841      0.2187      0.7689       4.232     889.500      20.909  
        71.6        3.32      0.8849      0.1629      0.6104       3.359     705.847      15.575  
        76.1        3.52      0.8596      0.1051      0.4305       2.370     497.943      10.044  
        80.5        3.73      0.7350      0.0452      0.2293       1.262     265.080       4.319  



         PROP RPM =       360

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.4221      0.9141       8.694    1522.328      58.113  
         4.5        0.17      0.0812      0.4349      0.9244       8.792    1539.145      59.889  
         8.9        0.35      0.1646      0.4515      0.9474       9.012    1578.088      62.182  
        13.4        0.52      0.2478      0.4721      0.9866       9.384    1642.698      64.992  
        17.9        0.69      0.3296      0.4961      1.0397       9.890    1731.206      68.297  
        22.4        0.86      0.4068      0.5194      1.1022      10.484    1835.645      71.489  
        26.8        1.04      0.4812      0.5403      1.1636      11.067    1937.428      74.389  
        31.3        1.21      0.5437      0.5519      1.2261      11.668    2042.752      75.963  
        35.8        1.38      0.6058      0.5573      1.2712      12.088    2116.213      76.727  
        40.3        1.55      0.6555      0.5492      1.3016      12.380    2167.548      75.581  
        44.7        1.73      0.7007      0.5314      1.3089      12.454    2180.824      73.153  
        49.2        1.90      0.7395      0.5046      1.2955      12.324    2157.812      69.444  
        53.7        2.07      0.7738      0.4709      1.2602      11.990    2099.397      64.812  
        58.2        2.24      0.7999      0.4318      1.2119      11.527    2017.970      59.462  
        62.6        2.42      0.8234      0.3918      1.1505      10.944    1916.187      53.954  
        67.1        2.59      0.8441      0.3507      1.0760      10.235    1791.391      48.266  
        71.6        2.76      0.8620      0.3082      0.9878       9.397    1645.354      42.444  
        76.1        2.94      0.8766      0.2645      0.8858       8.426    1475.419      36.419  
        80.5        3.11      0.8866      0.2195      0.7695       7.319    1281.588      30.214  
        85.0        3.28      0.8894      0.1731      0.6386       6.075    1063.860      23.830  
        89.5        3.45      0.8781      0.1254      0.4930       4.690     820.995      17.259  
        94.0        3.63      0.8308      0.0762      0.3324       3.162     553.614      10.485  
        98.4        3.80      0.6184      0.0255      0.1567       1.490     260.920       3.512  



         PROP RPM =       420

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.4225      0.9131      13.786    2069.304      79.133  
         4.5        0.15      0.0696      0.4329      0.9212      13.920    2087.891      81.134  
         8.9        0.30      0.1409      0.4465      0.9383      14.175    2126.834      83.696  
        13.4        0.44      0.2127      0.4632      0.9667      14.604    2190.560      86.776  
        17.9        0.59      0.2831      0.4821      1.0078      15.221    2284.378      90.328  
        22.4        0.74      0.3520      0.5031      1.0571      15.972    2395.897      94.240  
        26.8        0.89      0.4175      0.5228      1.1117      16.790    2519.807      97.949  
        31.3        1.04      0.4819      0.5411      1.1628      17.567    2635.752     101.366  
        35.8        1.18      0.5367      0.5515      1.2165      18.372    2757.007     103.322  
        40.3        1.33      0.5892      0.5570      1.2590      19.016    2854.366     104.379  
        44.7        1.48      0.6355      0.5546      1.2907      19.498    2926.942     103.907  
        49.2        1.63      0.6761      0.5434      1.3089      19.767    2965.885     101.816  
        53.7        1.78      0.7136      0.5256      1.3077      19.753    2965.000      98.489  
        58.2        1.92      0.7460      0.5011      1.2931      19.525    2930.482      93.925  
        62.6        2.07      0.7745      0.4717      1.2614      19.056    2859.676      88.372  
        67.1        2.22      0.7971      0.4384      1.2213      18.439    2766.743      82.145  
        71.6        2.37      0.8177      0.4042      1.1706      17.688    2653.454      75.738  
        76.1        2.52      0.8364      0.3692      1.1108      16.776    2518.037      69.196  
        80.5        2.66      0.8531      0.3334      1.0412      15.730    2359.609      62.474  
        85.0        2.81      0.8677      0.2967      0.9614      14.523    2179.054      55.595  
        89.5        2.96      0.8798      0.2589      0.8712      13.159    1974.601      48.514  
        94.0        3.11      0.8885      0.2203      0.7705      11.637    1746.252      41.275  
        98.4        3.26      0.8922      0.1806      0.6591       9.954    1494.006      33.834  
       102.9        3.40      0.8871      0.1399      0.5367       8.106    1216.978      26.213  
       107.4        3.55      0.8640      0.0981      0.4034       6.094     914.282      18.387  
       111.8        3.70      0.7902      0.0553      0.2589       3.910     586.893      10.361  



         PROP RPM =       480

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.4225      0.9124      20.571    2701.248     103.367  
         4.5        0.13      0.0608      0.4318      0.9189      20.719    2720.719     105.638  
         8.9        0.26      0.1231      0.4430      0.9323      21.014    2759.663     108.448  
        13.4        0.39      0.1861      0.4566      0.9538      21.510    2823.388     111.798  
        17.9        0.52      0.2486      0.4725      0.9847      22.194    2914.551     115.642  
        22.4        0.65      0.3092      0.4899      1.0260      23.133    3037.576     119.891  
        26.8        0.78      0.3686      0.5081      1.0713      24.152    3171.222     124.364  
        31.3        0.91      0.4255      0.5252      1.1191      25.225    3312.834     128.546  
        35.8        1.04      0.4825      0.5414      1.1625      26.204    3441.170     132.502  
        40.3        1.17      0.5313      0.5511      1.2093      27.263    3580.127     134.908  
        44.7        1.30      0.5754      0.5562      1.2517      28.228    3705.807     136.122  
        49.2        1.42      0.6187      0.5570      1.2821      28.899    3795.200     136.257  
        53.7        1.55      0.6570      0.5507      1.3028      29.368    3855.385     134.773  
        58.2        1.68      0.6910      0.5383      1.3114      29.556    3881.937     131.716  
        62.6        1.81      0.7231      0.5213      1.3065      29.462    3868.661     127.557  
        67.1        1.94      0.7498      0.4984      1.2907      29.114    3822.637     121.981  
        71.6        2.07      0.7750      0.4725      1.2627      28.483    3739.440     115.642  
        76.1        2.20      0.7949      0.4434      1.2286      27.692    3635.001     108.515  
        80.5        2.33      0.8133      0.4135      1.1857      26.727    3510.206     101.231  
        85.0        2.46      0.8302      0.3833      1.1360      25.613    3363.283      93.813  
        89.5        2.59      0.8457      0.3522      1.0789      24.326    3194.234      86.214  
        94.0        2.72      0.8596      0.3205      1.0140      22.864    3002.173      78.436  
        98.4        2.85      0.8719      0.2881      0.9413      21.228    2787.100      70.500  
       102.9        2.98      0.8822      0.2549      0.8606      19.405    2548.130      62.384  
       107.4        3.11      0.8900      0.2210      0.7718      17.406    2285.263      54.089  
       111.8        3.24      0.8940      0.1863      0.6747      15.207    1997.613      45.591  



         PROP RPM =       540

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
