        55x24_4_800_51_270                                 (55x24_4_800_51_270.dat)

         PROP RPM =       400

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3822      0.8719       2.258     355.800      17.818  
         4.5        0.21      0.0967      0.3973      0.8820       2.284     359.871      18.513  
         8.9        0.43      0.1969      0.4178      0.9116       2.362     371.997      19.482  
        13.4        0.64      0.2960      0.4438      0.9663       2.502     394.301      20.694  
        17.9        0.86      0.3930      0.4744      1.0366       2.685     422.977      22.110  
        22.4        1.07      0.4783      0.4988      1.1196       2.899     456.876      23.245  
        26.8        1.29      0.5596      0.5170      1.1903       3.083     485.729      24.100  
        31.3        1.50      0.6248      0.5190      1.2493       3.235     509.714      24.189  
        35.8        1.72      0.6846      0.5081      1.2748       3.302     520.158      23.672  
        40.3        1.93      0.7337      0.4821      1.2700       3.288     518.123      22.470  
        44.7        2.15      0.7740      0.4449      1.2334       3.196     503.607      20.734  
        49.2        2.36      0.8045      0.4015      1.1787       3.052     480.950      18.713  
        53.7        2.58      0.8309      0.3564      1.1053       2.863     451.034      16.613  
        58.2        2.79      0.8531      0.3096      1.0133       2.624     413.507      14.435  
        62.6        3.01      0.8704      0.2611      0.9019       2.336     368.014      12.173  
        67.1        3.22      0.8811      0.2107      0.7704       1.995     314.378       9.822  
        71.6        3.44      0.8802      0.1584      0.6182       1.601     252.246       7.383  
        76.1        3.65      0.8534      0.1041      0.4452       1.153     181.617       4.851  
        80.5        3.87      0.7356      0.0477      0.2506       0.649     102.226       2.223  



         PROP RPM =       480

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3824      0.8707       3.897     511.662      25.673  
         4.5        0.18      0.0804      0.3946      0.8779       3.929     515.821      26.483  
         8.9        0.36      0.1637      0.4104      0.8977       4.018     527.593      27.562  
        13.4        0.54      0.2475      0.4306      0.9340       4.180     548.835      28.910  
        17.9        0.72      0.3284      0.4539      0.9892       4.427     581.317      30.462  
        22.4        0.89      0.4084      0.4790      1.0491       4.695     616.454      32.148  
        26.8        1.07      0.4794      0.4992      1.1184       5.005     657.168      33.519  
        31.3        1.25      0.5462      0.5143      1.1800       5.281     693.367      34.531  
        35.8        1.43      0.6045      0.5205      1.2322       5.517     724.345      34.935  
        40.3        1.61      0.6575      0.5163      1.2651       5.662     743.374      34.666  
        44.7        1.79      0.7024      0.5011      1.2773       5.714     750.278      33.631  
        49.2        1.97      0.7410      0.4767      1.2663       5.668     744.259      32.013  
        53.7        2.15      0.7752      0.4457      1.2347       5.525     725.496      29.922  
        58.2        2.33      0.8009      0.4097      1.1897       5.325     699.120      27.494  
        62.6        2.51      0.8238      0.3724      1.1326       5.069     665.576      24.999  
        67.1        2.68      0.8439      0.3341      1.0625       4.755     624.332      22.425  
        71.6        2.86      0.8611      0.2945      0.9792       4.382     575.387      19.767  
        76.1        3.04      0.8748      0.2536      0.8820       3.948     518.300      17.027  
        80.5        3.22      0.8838      0.2115      0.7709       3.450     452.981      14.199  
        85.0        3.40      0.8854      0.1681      0.6455       2.889     379.254      11.281  
        89.5        3.58      0.8728      0.1232      0.5053       2.261     296.943       8.271  
        94.0        3.76      0.8256      0.0770      0.3503       1.568     205.868       5.166  
        98.4        3.94      0.6390      0.0293      0.1803       0.807     105.943       1.965  



         PROP RPM =       560

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3825      0.8697       6.181     695.669      34.958  
         4.5        0.15      0.0688      0.3926      0.8751       6.220     700.006      35.880  
         8.9        0.31      0.1399      0.4058      0.8896       6.322     711.423      37.071  
        13.4        0.46      0.2121      0.4217      0.9153       6.504     732.045      38.555  
        17.9        0.61      0.2833      0.4407      0.9541       6.780     763.111      40.263  
        22.4        0.77      0.3531      0.4616      1.0031       7.129     802.232      42.197  
        26.8        0.92      0.4194      0.4821      1.0583       7.522     846.485      44.063  
        31.3        1.07      0.4803      0.5000      1.1174       7.942     893.925      45.681  
        35.8        1.23      0.5392      0.5139      1.1696       8.312     935.524      46.963  
        40.3        1.38      0.5917      0.5213      1.2168       8.647     973.582      47.637  
        44.7        1.53      0.6378      0.5209      1.2529       8.902    1001.904      47.592  
        49.2        1.69      0.6781      0.5120      1.2736       9.051    1018.721      46.760  
        53.7        1.84      0.7154      0.4961      1.2761       9.071    1021.376      45.321  
        58.2        1.99      0.7477      0.4740      1.2639       8.982    1010.755      43.298  
        62.6        2.15      0.7761      0.4465      1.2359       8.781     988.628      40.803  
        67.1        2.30      0.7983      0.4155      1.1980       8.514     958.536      37.970  
        71.6        2.45      0.8184      0.3839      1.1514       8.183     920.478      35.070  
        76.1        2.61      0.8366      0.3514      1.0954       7.785     876.047      32.103  
        80.5        2.76      0.8528      0.3180      1.0296       7.318     823.562      29.068  
        85.0        2.91      0.8667      0.2837      0.9540       6.780     763.023      25.920  
        89.5        3.07      0.8781      0.2485      0.8682       6.170     694.341      22.706  
        94.0        3.22      0.8859      0.2123      0.7718       5.485     617.340      19.397  
        98.4        3.37      0.8886      0.1751      0.6651       4.726     531.930      16.000  
       102.9        3.53      0.8824      0.1369      0.5474       3.890     437.846      12.511  
       107.4        3.68      0.8586      0.0977      0.4189       2.977     335.001       8.927  
       111.8        3.83      0.7882      0.0574      0.2793       1.985     223.393       5.245  



         PROP RPM =       640

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3826      0.8690       9.220     908.087      45.659  
         4.5        0.13      0.0601      0.3915      0.8733       9.264     912.512      46.693  
         8.9        0.27      0.1221      0.4023      0.8841       9.379     924.018      48.019  
        13.4        0.40      0.1853      0.4155      0.9032       9.582     943.490      49.593  
        17.9        0.54      0.2483      0.4310      0.9321       9.887     973.582      51.459  
        22.4        0.67      0.3097      0.4484      0.9714      10.306    1015.181      53.505  
        26.8        0.81      0.3700      0.4670      1.0167      10.784    1062.090      55.730  
        31.3        0.94      0.4275      0.4849      1.0655      11.303    1113.424      57.866  
        35.8        1.07      0.4810      0.5004      1.1168      11.847    1166.528      59.709  
        40.3        1.21      0.5339      0.5135      1.1621      12.327    1214.322      61.305  
        44.7        1.34      0.5780      0.5201      1.2074      12.808    1261.231      62.047  
        49.2        1.48      0.6212      0.5225      1.2420      13.170    1296.634      62.340  
        53.7        1.61      0.6592      0.5182      1.2651      13.424    1322.301      61.822  
        58.2        1.74      0.6930      0.5073      1.2773      13.544    1334.692      60.541  
        62.6        1.88      0.7249      0.4922      1.2761      13.531    1332.922      58.743  
        67.1        2.01      0.7523      0.4717      1.2627      13.393    1318.761      56.292  
        71.6        2.15      0.7767      0.4473      1.2371      13.121    1292.209      53.392  
        76.1        2.28      0.7962      0.4205      1.2046      12.779    1258.576      50.177  
        80.5        2.42      0.8142      0.3926      1.1654      12.363    1217.863      46.873  
        85.0        2.55      0.8307      0.3645      1.1190      11.871    1169.184      43.501  
        89.5        2.68      0.8457      0.3356      1.0653      11.301    1112.539      40.061  
        94.0        2.82      0.8591      0.3060      1.0039      10.650    1048.813      36.531  
        98.4        2.95      0.8709      0.2758      0.9350       9.918     977.122      32.912  
       102.9        3.09      0.8806      0.2448      0.8581       9.103     896.581      29.203  
       107.4        3.22      0.8875      0.2130      0.7732       8.202     807.719      25.426  
       111.8        3.36      0.8907      0.1805      0.6802       7.215     710.449      21.546  



         PROP RPM =       720

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3827      0.8684      13.117    1147.942      57.798  
         4.5        0.12      0.0534      0.3903      0.8718      13.169    1152.367      58.967  
         8.9        0.24      0.1084      0.3996      0.8803      13.298    1163.873      60.384  
        13.4        0.36      0.1644      0.4112      0.8952      13.517    1183.345      62.092  
        17.9        0.48      0.2207      0.4240      0.9172      13.853    1212.552      64.071  
        22.4        0.60      0.2762      0.4387      0.9474      14.309    1252.381      66.274  
        26.8        0.72      0.3300      0.4546      0.9863      14.899    1303.715      68.679  
        31.3        0.84      0.3829      0.4713      1.0279      15.529    1358.590      71.175  
        35.8        0.95      0.4338      0.4868      1.0714      16.186    1416.119      73.535  
        40.3        1.07      0.4816      0.5008      1.1164      16.857    1476.304      75.626  
        44.7        1.19      0.5297      0.5135      1.1564      17.473    1529.409      77.559  
        49.2        1.31      0.5701      0.5201      1.1970      18.077    1582.513      78.548  
        53.7        1.43      0.6068      0.5225      1.2322      18.613    1629.422      78.908  
        58.2        1.55      0.6431      0.5213      1.2566      18.989    1662.170      78.728  
        62.6        1.67      0.6758      0.5151      1.2736      19.230    1683.412      77.806  
        67.1        1.79      0.7046      0.5035      1.2797      19.324    1691.378      76.075  
        71.6        1.91      0.7307      0.4883      1.2748      19.257    1686.067      73.737  
        76.1        2.03      0.7565      0.4705      1.2614      19.056    1668.366      71.062  
        80.5        2.15      0.7772      0.4484      1.2383      18.707    1637.388      67.712  
        85.0        2.27      0.7946      0.4244      1.2103      18.278    1600.215      64.071  
        89.5        2.39      0.8108      0.3996      1.1766      17.769    1555.961      60.384  
        94.0        2.51      0.8258      0.3748      1.1371      17.178    1503.742      56.607  
        98.4        2.62      0.8397      0.3494      1.0920      16.495    1443.557      52.763  
       102.9        2.74      0.8525      0.3234      1.0408      15.717    1376.291      48.851  
       107.4        2.86      0.8640      0.2968      0.9837      14.859    1300.175      44.827  
       111.8        2.98      0.8741      0.2697      0.9204      13.906    1216.978      40.735  



         PROP RPM =       800

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3827      0.8679      17.983    1417.004      71.377  
         4.5        0.11      0.0480      0.3895      0.8707      18.037    1421.430      72.636  
         8.9        0.21      0.0973      0.3977      0.8777      18.184    1432.936      74.187  
        13.4        0.32      0.1476      0.4077      0.8895      18.426    1451.522      76.008  
        17.9        0.43      0.1984      0.4190      0.9069      18.788    1480.730      78.099  
        22.4        0.54      0.2489      0.4314      0.9306      19.284    1518.788      80.437  
        26.8        0.64      0.2983      0.4449      0.9612      19.914    1569.237      82.999  
        31.3        0.75      0.3478      0.4604      0.9953      20.625    1624.997      85.877  
        35.8        0.86      0.3931      0.4748      1.0372      21.483    1693.148      88.507  
        40.3        0.97      0.4388      0.4887      1.0761      22.301    1756.873      91.115  
        44.7        1.07      0.4820      0.5011      1.1162      23.119    1821.484      93.431  
        49.2        1.18      0.5223      0.5112      1.1558      23.951    1886.979      95.319  
        53.7        1.29      0.5635      0.5201      1.1892      24.635    1940.969      96.983  
        58.2        1.40      0.5976      0.5232      1.2225      25.318    1994.958      97.567  
        62.6        1.50      0.6288      0.5228      1.2493      25.895    2040.097      97.477  
        67.1        1.61      0.6602      0.5194      1.2675      26.257    2068.419      96.870  
        71.6        1.72      0.6886      0.5120      1.2773      26.472    2085.236      95.499  
        76.1        1.83      0.7142      0.5008      1.2797      26.525    2089.661      93.408  
        80.5        1.93      0.7374      0.4864      1.2748      26.418    2080.810      90.710  
