        76x20_2_400_21_160                                 (76x20_2_400_21_160.dat)

         PROP RPM =       200

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2521      0.3540       0.577     181.971      10.712  
         4.5        0.31      0.2212      0.2658      0.3734       0.609     191.973      11.294  
         8.9        0.62      0.4321      0.2835      0.4078       0.665     209.586      12.045  
        13.4        0.93      0.6124      0.2890      0.4400       0.718     226.137      12.279  
        17.9        1.24      0.7399      0.2689      0.4519       0.737     232.244      11.427  
        22.4        1.55      0.8305      0.2246      0.4202       0.685     215.958       9.543  
        26.8        1.86      0.8829      0.1648      0.3480       0.568     178.874       7.001  
        31.3        2.18      0.9039      0.1002      0.2411       0.393     123.910       4.256  
        35.8        2.49      0.8051      0.0311      0.0962       0.157      49.423       1.323  



         PROP RPM =       240

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2522      0.3532       0.996     261.451      15.429  
         4.5        0.26      0.1853      0.2631      0.3677       1.036     272.160      16.096  
         8.9        0.52      0.3657      0.2784      0.3944       1.112     291.898      17.036  
        13.4        0.78      0.5278      0.2887      0.4251       1.198     314.556      17.665  
        17.9        1.04      0.6598      0.2853      0.4481       1.263     331.549      17.459  
        22.4        1.30      0.7586      0.2633      0.4495       1.267     332.700      16.110  
        26.8        1.55      0.8320      0.2249      0.4201       1.184     310.838      13.761  
        31.3        1.81      0.8778      0.1754      0.3622       1.021     268.089      10.730  
        35.8        2.07      0.9038      0.1224      0.2807       0.791     207.727       7.491  
        40.3        2.33      0.8941      0.0664      0.1733       0.488     128.247       4.067  
        44.7        2.59      0.4975      0.0074      0.0385       0.108      28.464       0.452  



         PROP RPM =       280

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2522      0.3526       1.578     355.269      21.006  
         4.5        0.22      0.1594      0.2612      0.3639       1.629     366.686      21.757  
