        90x96_3_200_51_140                                 (90x96_3_200_51_140.dat)

         PROP RPM =       100

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.1777      1.1320       0.537     338.718       3.714  
         4.5        0.52      0.0980      0.2062      1.1050       0.525     330.664       4.307  
         8.9        1.05      0.2387      0.2724      1.1979       0.569     358.455       5.690  
        13.4        1.57      0.3920      0.3602      1.4465       0.687     432.978       7.524  
        17.9        2.10      0.5133      0.4527      1.8520       0.879     554.057       9.453  
        22.4        2.62      0.5963      0.5418      2.3853       1.132     713.813      11.321  
        26.8        3.15      0.6969      0.6089      2.7518       1.306     823.296      12.717  
        31.3        3.67      0.7320      0.5802      2.9125       1.383     871.621      12.122  
        35.8        4.20      0.7614      0.5500      3.0343       1.440     908.087      11.492  
        40.3        4.72      0.7862      0.5174      3.1098       1.476     930.213      10.811  
        44.7        5.25      0.8070      0.4821      3.1366       1.490     939.064      10.074  
        49.2        5.77      0.8239      0.4442      3.1122       1.478     931.098       9.276  
        53.7        6.30      0.8369      0.4031      3.0331       1.440     907.201       8.417  
        58.2        6.82      0.8454      0.3589      2.8967       1.376     866.842       7.497  
        62.6        7.35      0.8483      0.3120      2.7031       1.283     808.870       6.517  
        67.1        7.87      0.8431      0.2623      2.4498       1.163     733.019       5.479  
        71.6        8.40      0.8247      0.2097      2.1357       1.014     639.024       4.382  
        76.1        8.92      0.7825      0.1543      1.7595       0.835     526.531       3.224  
        80.5        9.45      0.6873      0.0961      1.3211       0.627     395.274       2.008  
        85.0        9.97      0.4279      0.0351      0.8188       0.389     244.989       0.734  



         PROP RPM =       120

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.1778      1.1314       0.928     487.499       5.348  
         4.5        0.44      0.0789      0.1988      1.1022       0.904     474.931       5.980  
         8.9        0.87      0.1883      0.2474      1.1493       0.943     495.199       7.443  
        13.4        1.31      0.3181      0.3153      1.3016       1.067     560.606       9.487  
        17.9        1.75      0.4382      0.3915      1.5634       1.283     673.807      11.780  
        22.4        2.19      0.5304      0.4682      1.9311       1.584     832.059      14.087  
        26.8        2.62      0.5983      0.5434      2.3841       1.955    1027.572      16.346  
        31.3        3.06      0.6862      0.6097      2.7214       2.233    1172.724      18.344  
        35.8        3.50      0.7228      0.5914      2.8626       2.349    1233.794      17.789  
        40.3        3.94      0.7489      0.5666      2.9795       2.445    1283.358      17.047  
        44.7        4.37      0.7717      0.5407      3.0647       2.514    1320.531      16.265  
