        90x86_3_200_46_140                                 (90x86_3_200_46_140.dat)

         PROP RPM =       100

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2098      1.1785       0.559     352.614       4.384  
         4.5        0.52      0.1113      0.2451      1.1558       0.549     345.799       5.121  
         8.9        1.05      0.2643      0.3196      1.2700       0.603     379.874       6.677  
        13.4        1.57      0.4192      0.4139      1.5549       0.738     465.461       8.648  
        17.9        2.10      0.5323      0.5093      2.0078       0.954     600.966      10.636  
        22.4        2.62      0.6259      0.5969      2.5022       1.188     748.950      12.468  
        26.8        3.15      0.7046      0.6066      2.7116       1.288     811.613      12.675  
        31.3        3.67      0.7418      0.5713      2.8297       1.344     846.839      11.935  
        35.8        4.20      0.7729      0.5329      2.8967       1.375     866.665      11.135  
        40.3        4.72      0.7989      0.4914      2.9064       1.380     869.586      10.267  
        44.7        5.25      0.8201      0.4461      2.8553       1.356     854.451       9.321  
        49.2        5.77      0.8365      0.3969      2.7408       1.301     820.110       8.293  
        53.7        6.30      0.8471      0.3442      2.5594       1.215     765.944       7.189  
        58.2        6.82      0.8497      0.2876      2.3098       1.097     691.155       6.007  
        62.6        7.35      0.8394      0.2272      1.9896       0.944     595.301       4.746  
        67.1        7.87      0.8041      0.1631      1.5975       0.758     477.852       3.406  
        71.6        8.40      0.7066      0.0952      1.1313       0.537     338.541       1.988  
        76.1        8.92      0.3554      0.0235      0.5912       0.281     176.926       0.492  



         PROP RPM =       120

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2099      1.1778       0.966     507.502       6.315  
         4.5        0.44      0.0898      0.2363      1.1510       0.944     495.996       7.111  
         8.9        0.87      0.2108      0.2919      1.2118       0.994     522.194       8.781  
        13.4        1.31      0.3460      0.3663      1.3893       1.140     598.576      11.018  
        17.9        1.75      0.4642      0.4477      1.6876       1.384     727.000      13.464  
        22.4        2.19      0.5476      0.5252      2.0967       1.721     903.661      15.795  
        26.8        2.62      0.6277      0.5984      2.5010       2.052    1078.021      17.996  
        31.3        3.06      0.6994      0.6139      2.6873       2.205    1157.678      18.466  
        35.8        3.50      0.7316      0.5845      2.7956       2.294    1204.587      17.585  
        40.3        3.94      0.7594      0.5535      2.8699       2.355    1236.449      16.656  
        44.7        4.37      0.7835      0.5205      2.9064       2.384    1252.381      15.662  
        49.2        4.81      0.8044      0.4852      2.9028       2.382    1250.610      14.597  
        53.7        5.25      0.8221      0.4473      2.8565       2.344    1231.139      13.457  
        58.2        5.69      0.8365      0.4070      2.7652       2.269    1191.310      12.239  
        62.6        6.12      0.8474      0.3637      2.6288       2.156    1132.895      10.941  
        67.1        6.56      0.8538      0.3181      2.4450       2.006    1053.239       9.568  
        71.6        7.00      0.8537      0.2698      2.2124       1.814     953.225       8.118  
        76.1        7.44      0.8436      0.2189      1.9299       1.584     831.705       6.587  
        80.5        7.87      0.8154      0.1655      1.5975       1.311     688.500       4.977  
        85.0        8.31      0.7486      0.1094      1.2147       0.997     523.345       3.291  
        89.5        8.75      0.5694      0.0507      0.7796       0.640     335.974       1.526  



         PROP RPM =       140

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2100      1.1773       1.534     690.447       8.597  
         4.5        0.37      0.0753      0.2308      1.1499       1.498     674.427       9.451  
         8.9        0.75      0.1736      0.2737      1.1824       1.541     693.544      11.204  
        13.4        1.12      0.2892      0.3336      1.2968       1.690     760.810      13.657  
        17.9        1.50      0.4012      0.4015      1.5013       1.955     880.472      16.443  
        22.4        1.87      0.4926      0.4709      1.7923       2.335    1051.469      19.280  
        26.8        2.25      0.5589      0.5372      2.1625       2.817    1268.312      22.002  
        31.3        2.62      0.6292      0.5992      2.4998       3.257    1466.569      24.549  
        35.8        3.00      0.6957      0.6190      2.6690       3.477    1565.697      25.336  
        40.3        3.37      0.7241      0.5942      2.7689       3.607    1624.112      24.324  
        44.7        3.75      0.7491      0.5682      2.8431       3.704    1667.481      23.268  
        49.2        4.12      0.7712      0.5407      2.8918       3.767    1695.803      22.139  
        53.7        4.50      0.7909      0.5116      2.9113       3.792    1707.309      20.952  
        58.2        4.87      0.8084      0.4810      2.9004       3.779    1701.113      19.693  
        62.6        5.25      0.8235      0.4484      2.8577       3.724    1676.331      18.358  
        67.1        5.62      0.8365      0.4139      2.7835       3.626    1632.078      16.948  
        71.6        6.00      0.8469      0.3776      2.6751       3.484    1568.352      15.460  
        76.1        6.37      0.8545      0.3394      2.5314       3.298    1484.270      13.895  
        80.5        6.75      0.8583      0.2992      2.3524       3.066    1379.831      12.252  
        85.0        7.12      0.8569      0.2572      2.1381       2.787    1254.151      10.532  
        89.5        7.50      0.8474      0.2133      1.8873       2.459    1107.228       8.734  
        94.0        7.87      0.8243      0.1674      1.5999       2.084     938.179       6.857  
        98.4        8.25      0.7751      0.1197      1.2736       1.660     747.091       4.901  
       102.9        8.62      0.6636      0.0700      0.9100       1.186     533.788       2.866  
       107.4        9.00      0.3273      0.0185      0.5077       0.662     297.828       0.756  



         PROP RPM =       160

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
