        34x16_3_1200_51_80                                 (34x16_3_1200_51_80.dat)

         PROP RPM =       600

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3113      0.7821       0.617      64.823       4.768  
         4.5        0.23      0.0957      0.3245      0.7851       0.620      65.080       4.971  
         8.9        0.46      0.1974      0.3441      0.8075       0.637      66.938       5.272  
        13.4        0.69      0.3000      0.3694      0.8554       0.675      70.903       5.658  
        17.9        0.93      0.3984      0.3992      0.9283       0.733      76.948       6.117  
        22.4        1.16      0.4900      0.4294      1.0145       0.801      84.091       6.576  
        26.8        1.39      0.5689      0.4504      1.1004       0.868      91.251       6.902  
        31.3        1.62      0.6384      0.4601      1.1679       0.922      96.827       7.046  
        35.8        1.85      0.6979      0.4535      1.2043       0.950      99.836       6.949  
        40.3        2.08      0.7464      0.4318      1.2062       0.952     100.013       6.616  
        44.7        2.32      0.7862      0.3992      1.1758       0.928      97.447       6.115  
        49.2        2.55      0.8151      0.3605      1.1267       0.889      93.375       5.521  
        53.7        2.78      0.8395      0.3202      1.0599       0.836      87.853       4.905  
        58.2        3.01      0.8593      0.2781      0.9743       0.769      80.763       4.260  
        62.6        3.24      0.8735      0.2342      0.8694       0.686      72.054       3.588  
        67.1        3.47      0.8799      0.1884      0.7440       0.587      61.672       2.887  
        71.6        3.71      0.8724      0.1408      0.5978       0.472      49.555       2.156  
        76.1        3.94      0.8335      0.0911      0.4304       0.340      35.669       1.396  
        80.5        4.17      0.6821      0.0395      0.2411       0.190      19.976       0.604  



         PROP RPM =       720

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3115      0.7809       1.065      93.198       6.870  
         4.5        0.19      0.0795      0.3221      0.7822       1.067      93.375       7.104  
         8.9        0.39      0.1634      0.3371      0.7961       1.086      95.057       7.437  
        13.4        0.58      0.2497      0.3565      0.8265       1.127      98.686       7.864  
        17.9        0.77      0.3342      0.3793      0.8762       1.195     104.616       8.367  
        22.4        0.96      0.4147      0.4046      0.9415       1.284     112.404       8.925  
        26.8        1.16      0.4915      0.4298      1.0131       1.381     120.901       9.485  
        31.3        1.35      0.5556      0.4477      1.0883       1.485     129.929       9.874  
        35.8        1.54      0.6186      0.4597      1.1471       1.564     136.921      10.139  
        40.3        1.74      0.6714      0.4601      1.1897       1.623     141.966      10.146  
        44.7        1.93      0.7158      0.4484      1.2087       1.648     144.267       9.889  
        49.2        2.12      0.7556      0.4283      1.2032       1.640     143.648       9.446  
        53.7        2.32      0.7878      0.4000      1.1762       1.604     140.373       8.826  
        58.2        2.51      0.8122      0.3680      1.1366       1.550     135.682       8.116  
        62.6        2.70      0.8335      0.3347      1.0849       1.479     129.486       7.383  
        67.1        2.89      0.8518      0.3002      1.0202       1.391     121.786       6.623  
        71.6        3.09      0.8669      0.2645      0.9422       1.285     112.493       5.834  
        76.1        3.28      0.8779      0.2276      0.8505       1.160     101.518       5.020  
