        69x23_6_600_36_360                                 (69x23_6_600_36_360.dat)

         PROP RPM =       300

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.4054      0.6905       2.344     492.544      26.348  
         4.5        0.23      0.1348      0.4205      0.7123       2.418     508.121      27.314  
         8.9        0.46      0.2668      0.4415      0.7553       2.564     538.745      28.663  
        13.4        0.68      0.3973      0.4643      0.8005       2.718     570.962      30.169  
        17.9        0.91      0.5119      0.4767      0.8504       2.887     606.630      30.979  
        22.4        1.14      0.6115      0.4756      0.8873       3.012     632.917      30.889  
        26.8        1.37      0.6912      0.4554      0.9019       3.062     643.272      29.562  
        31.3        1.60      0.7559      0.4182      0.8841       3.003     630.704      27.179  
        35.8        1.83      0.8092      0.3685      0.8314       2.823     593.088      23.942  
        40.3        2.05      0.8456      0.3087      0.7498       2.547     534.851      20.051  
        44.7        2.28      0.8726      0.2462      0.6439       2.186     459.354      15.991  
        49.2        2.51      0.8867      0.1810      0.5124       1.739     365.447      11.753  
        53.7        2.74      0.8734      0.1129      0.3540       1.202     252.512       7.333  
        58.2        2.97      0.7409      0.0420      0.1683       0.571     120.016       2.729  



         PROP RPM =       360

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.4058      0.6889       4.042     707.706      37.948  
         4.5        0.19      0.1126      0.4178      0.7057       4.141     724.965      39.094  
         8.9        0.38      0.2242      0.4341      0.7365       4.322     756.562      40.623  
        13.4        0.57      0.3352      0.4546      0.7738       4.541     794.797      42.511  
        17.9        0.76      0.4360      0.4694      0.8191       4.806     841.352      43.905  
        22.4        0.95      0.5293      0.4779      0.8583       5.036     881.623      44.692  
        26.8        1.14      0.6131      0.4763      0.8863       5.200     910.742      44.535  
        31.3        1.33      0.6794      0.4601      0.9016       5.290     925.788      43.028  
        35.8        1.52      0.7365      0.4325      0.8940       5.246     918.707      40.466  
        40.3        1.71      0.7844      0.3953      0.8623       5.060     885.960      36.959  
        44.7        1.90      0.8240      0.3496      0.8068       4.734     828.784      32.687  
        49.2        2.09      0.8525      0.2991      0.7340       4.306     753.995      27.966  
        53.7        2.28      0.8747      0.2468      0.6440       3.778     661.505      23.088  
        58.2        2.47      0.8885      0.1926      0.5360       3.145     550.516      18.016  
        62.6        2.66      0.8875      0.1365      0.4095       2.403     420.676      12.767  
        67.1        2.85      0.8473      0.0784      0.2641       1.549     271.187       7.336  
        71.6        3.04      0.5629      0.0183      0.0992       0.582     101.872       1.716  



         PROP RPM =       420

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.4058      0.6878       6.409     962.076      51.661  
         4.5        0.16      0.0967      0.4163      0.7013       6.535     980.663      52.965  
         8.9        0.33      0.1931      0.4294      0.7248       6.753    1013.410      54.674  
        13.4        0.49      0.2882      0.4457      0.7565       7.048    1057.664      56.764  
        17.9        0.65      0.3790      0.4612      0.7936       7.394    1109.884      58.743  
        22.4        0.82      0.4667      0.4740      0.8275       7.710    1156.793      60.339  
        26.8        0.98      0.5457      0.4798      0.8600       8.013    1202.816      61.081  
        31.3        1.14      0.6143      0.4767      0.8857       8.251    1238.219      60.698  
        35.8        1.30      0.6728      0.4643      0.8997       8.383    1257.691      59.102  
        40.3        1.47      0.7221      0.4422      0.8986       8.372    1256.806      56.315  
        44.7        1.63      0.7661      0.4132      0.8790       8.190    1229.369      52.583  
        49.2        1.79      0.8062      0.3782      0.8414       7.838    1176.264      48.154  
        53.7        1.96      0.8340      0.3360      0.7880       7.342    1101.918      42.781  
        58.2        2.12      0.8575      0.2924      0.7225       6.732    1009.870      37.228  
        62.6        2.28      0.8763      0.2474      0.6442       6.002     901.006      31.496  
        67.1        2.45      0.8893      0.2010      0.5527       5.150     772.759      25.583  
        71.6        2.61      0.8930      0.1532      0.4476       4.171     625.748      19.509  
        76.1        2.77      0.8777      0.1041      0.3285       3.062     459.354      13.248  
