        41x9_3_2200_51_370                                 (41x9_3_2200_51_370.dat)

         PROP RPM =       1100

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2624      0.2867       3.555     203.656      28.573  
         4.5        0.10      0.0950      0.2659      0.2932       3.636     208.258      28.955  
         8.9        0.21      0.1885      0.2699      0.3000       3.720     213.126      29.383  
        13.4        0.31      0.2824      0.2739      0.3049       3.780     216.578      29.832  
        17.9        0.42      0.3699      0.2762      0.3129       3.880     222.242      30.079  
        22.4        0.52      0.4512      0.2768      0.3215       3.986     228.349      30.147  
        26.8        0.63      0.5292      0.2757      0.3275       4.061     232.686      30.012  
        31.3        0.73      0.5949      0.2713      0.3344       4.145     237.466      29.540  
        35.8        0.84      0.6562      0.2640      0.3372       4.181     239.501      28.753  
        40.3        0.94      0.7089      0.2534      0.3369       4.179     239.413      27.584  
        44.7        1.05      0.7561      0.2396      0.3319       4.116     235.784      26.078  
        49.2        1.15      0.7935      0.2221      0.3225       3.999     229.057      24.167  
        53.7        1.26      0.8275      0.2024      0.3076       3.813     218.436      22.040  
        58.2        1.36      0.8550      0.1804      0.2872       3.562     204.098      19.635  
        62.6        1.47      0.8758      0.1570      0.2630       3.261     186.839      17.099  
        67.1        1.57      0.8923      0.1332      0.2345       2.909     166.660      14.500  
        71.6        1.68      0.9036      0.1088      0.2018       2.501     143.294      11.841  
        76.1        1.78      0.9073      0.0838      0.1644       2.038     116.830       9.121  
        80.5        1.89      0.8964      0.0582      0.1224       1.518      86.976       6.337  
        85.0        1.99      0.8432      0.0321      0.0757       0.938      53.751       3.489  
        89.5        2.10      0.4649      0.0053      0.0240       0.298      17.047       0.580  



         PROP RPM =       1320

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2625      0.2859       6.126     292.429      41.140  
         4.5        0.09      0.0796      0.2654      0.2911       6.238     297.828      41.612  
         8.9        0.17      0.1584      0.2688      0.2962       6.347     303.050      42.129  
        13.4        0.26      0.2363      0.2721      0.3016       6.462     308.537      42.669  
        17.9        0.35      0.3120      0.2749      0.3077       6.592     314.821      43.096  
        22.4        0.44      0.3843      0.2768      0.3143       6.735     321.548      43.388  
        26.8        0.52      0.4524      0.2774      0.3212       6.881     328.540      43.478  
        31.3        0.61      0.5152      0.2764      0.3278       7.023     335.355      43.321  
        35.8        0.70      0.5765      0.2739      0.3318       7.109     339.426      42.939  
        40.3        0.79      0.6279      0.2688      0.3363       7.205     344.028      42.129  
        44.7        0.87      0.6770      0.2618      0.3375       7.232     345.268      41.028  
        49.2        0.96      0.7200      0.2523      0.3365       7.211     344.294      39.566  
        53.7        1.05      0.7573      0.2404      0.3325       7.123     340.134      37.678  
        58.2        1.13      0.7895      0.2261      0.3250       6.963     332.434      35.452  
        62.6        1.22      0.8178      0.2100      0.3138       6.724     321.017      32.912  
        67.1        1.31      0.8443      0.1925      0.2986       6.398     305.439      30.192  
        71.6        1.40      0.8637      0.1734      0.2803       6.006     286.764      27.179  
