        34x15_5_1000_41_60                                 (34x15_5_1000_41_60.dat)

         PROP RPM =       500

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3674      0.8797       0.402      50.635       3.907  
         4.5        0.28      0.1204      0.3866      0.8921       0.407      51.352       4.112  
         8.9        0.56      0.2461      0.4151      0.9376       0.428      53.972       4.415  
        13.4        0.83      0.3666      0.4511      1.0261       0.469      59.061       4.800  
        17.9        1.11      0.4810      0.4899      1.1324       0.517      65.186       5.213  
        22.4        1.39      0.5747      0.5124      1.2383       0.566      71.310       5.449  
        26.8        1.67      0.6568      0.5132      1.3028       0.595      74.984       5.458  
        31.3        1.95      0.7231      0.4876      1.3114       0.599      75.497       5.186  
        35.8        2.22      0.7761      0.4426      1.2675       0.579      72.974       4.708  
        40.3        2.50      0.8123      0.3865      1.1900       0.543      68.496       4.112  
        44.7        2.78      0.8408      0.3276      1.0828       0.494      62.336       3.485  
        49.2        3.06      0.8602      0.2658      0.9446       0.431      54.370       2.828  
        53.7        3.33      0.8662      0.2010      0.7738       0.353      44.537       2.138  
        58.2        3.61      0.8444      0.1331      0.5695       0.260      32.783       1.416  
        62.6        3.89      0.7299      0.0621      0.3309       0.151      19.047       0.660  



         PROP RPM =       600

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3676      0.8778       0.693      72.762       5.631  
         4.5        0.23      0.1001      0.3830      0.8861       0.699      73.443       5.868  
         8.9        0.46      0.2049      0.4050      0.9158       0.723      75.913       6.205  
        13.4        0.69      0.3090      0.4329      0.9736       0.768      80.701       6.632  
        17.9        0.93      0.4075      0.4651      1.0574       0.834      87.649       7.124  
        22.4        1.16      0.4987      0.4953      1.1499       0.907      95.323       7.585  
        26.8        1.39      0.5769      0.5135      1.2371       0.976     102.492       7.866  
        31.3        1.62      0.6491      0.5174      1.2919       1.020     107.094       7.927  
        35.8        1.85      0.7068      0.5008      1.3126       1.036     108.864       7.673  
        40.3        2.08      0.7535      0.4682      1.2955       1.022     107.360       7.171  
        44.7        2.32      0.7912      0.4252      1.2444       0.982     103.200       6.515  
        49.2        2.55      0.8198      0.3779      1.1741       0.927      97.358       5.789  
        53.7        2.78      0.8432      0.3286      1.0828       0.854      89.747       5.033  
        58.2        3.01      0.8607      0.2772      0.9698       0.765      80.382       4.247  
        62.6        3.24      0.8702      0.2239      0.8342       0.658      69.142       3.431  
        67.1        3.47      0.8665      0.1685      0.6754       0.533      55.990       2.581  
        71.6        3.71      0.8335      0.1109      0.4931       0.389      40.873       1.699  
        76.1        3.94      0.7027      0.0512      0.2866       0.226      23.755       0.784  



         PROP RPM =       700

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3678      0.8763       1.098      98.863       7.668  
         4.5        0.20      0.0856      0.3806      0.8822       1.106      99.571       7.936  
         8.9        0.40      0.1751      0.3984      0.9030       1.132     101.872       8.307  
        13.4        0.60      0.2657      0.4209      0.9433       1.182     106.386       8.772  
        17.9        0.79      0.3526      0.4469      1.0062       1.261     113.555       9.316  
