        76x32_6_600_51_610                                 (76x32_6_600_51_610.dat)

         PROP RPM =       300

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.4500      0.9723       5.352    1124.045      43.006  
         4.5        0.21      0.0978      0.4666      0.9887       5.442    1143.516      44.625  
         8.9        0.41      0.1977      0.4891      1.0255       5.644    1186.000      46.783  
        13.4        0.62      0.2953      0.5170      1.0882       5.990    1258.576      49.413  
        17.9        0.83      0.3908      0.5476      1.1618       6.395    1343.543      52.358  
        22.4        1.04      0.4788      0.5732      1.2407       6.830    1434.706      54.808  
        26.8        1.24      0.5556      0.5872      1.3138       7.231    1518.788      56.135  
        31.3        1.45      0.6242      0.5872      1.3649       7.512    1578.088      56.135  
        35.8        1.66      0.6810      0.5697      1.3869       7.632    1603.755      54.449  
        40.3        1.86      0.7296      0.5380      1.3747       7.569    1590.479      51.436  
        44.7        2.07      0.7705      0.4953      1.3321       7.331    1540.030      47.345  
        49.2        2.28      0.8018      0.4457      1.2675       6.975    1465.684      42.624  
        53.7        2.49      0.8290      0.3946      1.1830       6.512    1368.325      37.700  
        58.2        2.69      0.8521      0.3412      1.0787       5.938    1247.070      32.620  
        62.6        2.90      0.8703      0.2860      0.9534       5.247    1102.803      27.337  
        67.1        3.11      0.8819      0.2288      0.8065       4.440     932.869      21.878  
        71.6        3.32      0.8817      0.1696      0.6378       3.511     737.533      16.215  
        76.1        3.52      0.8537      0.1083      0.4466       2.458     516.441      10.348  
        80.5        3.73      0.7161      0.0447      0.2328       1.281     269.240       4.274  



         PROP RPM =       360

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.4500      0.9709       9.236    1617.031      61.957  
         4.5        0.17      0.0814      0.4635      0.9832       9.352    1637.388      63.846  
         8.9        0.35      0.1648      0.4814      1.0090       9.598    1680.757      66.274  
        13.4        0.52      0.2477      0.5031      1.0518      10.004    1751.563      69.241  
        17.9        0.69      0.3290      0.5283      1.1089      10.547    1846.266      72.726  
        22.4        0.86      0.4059      0.5523      1.1752      11.179    1956.900      76.053  
        26.8        1.04      0.4798      0.5740      1.2395      11.790    2063.994      79.020  
        31.3        1.21      0.5461      0.5876      1.3004      12.372    2165.778      80.909  
        35.8        1.38      0.6040      0.5903      1.3503      12.840    2248.089      81.246  
        40.3        1.55      0.6537      0.5806      1.3808      13.130    2298.539      79.942  
        44.7        1.73      0.6988      0.5612      1.3869      13.189    2309.160      77.244  
        49.2        1.90      0.7375      0.5321      1.3710      13.037    2282.607      73.265  
        53.7        2.07      0.7717      0.4961      1.3321      12.675    2218.882      68.319  
        58.2        2.24      0.7980      0.4550      1.2797      12.175    2131.260      62.654  
        62.6        2.42      0.8216      0.4128      1.2142      11.549    2021.510      56.809  
        67.1        2.59      0.8424      0.3689      1.1343      10.789    1888.749      50.784  
        71.6        2.76      0.8603      0.3239      1.0401       9.893    1732.091      44.580  
        76.1        2.94      0.8748      0.2775      0.9311       8.856    1550.651      38.195  
        80.5        3.11      0.8845      0.2297      0.8072       7.677    1344.428      31.631  
        85.0        3.28      0.8867      0.1805      0.6677       6.352    1111.654      24.841  
        89.5        3.45      0.8739      0.1298      0.5129       4.879     854.097      17.868  
        94.0        3.63      0.8222      0.0776      0.3423       3.256     569.988      10.683  
        98.4        3.80      0.5824      0.0239      0.1557       1.480     259.238       3.287  



         PROP RPM =       420

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.4500      0.9698      14.644    2198.525      84.348  
         4.5        0.15      0.0698      0.4616      0.9797      14.791    2220.652      86.507  
         8.9        0.30      0.1411      0.4763      0.9989      15.086    2264.021      89.227  
        13.4        0.44      0.2128      0.4934      1.0300      15.556    2334.827      92.486  
        17.9        0.59      0.2829      0.5135      1.0745      16.226    2435.725      96.196  
