        27x7_2_2800_51_120                                 (27x7_2_2800_51_120.dat)

         PROP RPM =       1400

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2464      0.3328       1.054      47.422       8.172  
         4.5        0.12      0.0927      0.2507      0.3381       1.070      48.183       8.316  
         8.9        0.25      0.1847      0.2563      0.3469       1.098      49.431       8.502  
        13.4        0.37      0.2757      0.2629      0.3576       1.132      50.963       8.720  
        17.9        0.50      0.3635      0.2697      0.3710       1.175      52.874       8.945  
        22.4        0.62      0.4493      0.2753      0.3831       1.213      54.583       9.132  
        26.8        0.75      0.5282      0.2788      0.3957       1.253      56.406       9.246  
        31.3        0.87      0.5946      0.2780      0.4091       1.295      58.300       9.222  
        35.8        1.00      0.6559      0.2739      0.4175       1.322      59.512       9.085  
        40.3        1.12      0.7114      0.2657      0.4202       1.330      59.884       8.813  
        44.7        1.25      0.7577      0.2529      0.4172       1.321      59.459       8.388  
        49.2        1.37      0.7943      0.2354      0.4074       1.290      58.061       7.808  
        53.7        1.50      0.8296      0.2156      0.3899       1.234      55.565       7.153  
        58.2        1.62      0.8558      0.1925      0.3654       1.157      52.078       6.382  
        62.6        1.75      0.8757      0.1680      0.3357       1.063      47.847       5.573  
        67.1        1.87      0.8911      0.1428      0.3005       0.951      42.829       4.737  
        71.6        2.00      0.9009      0.1170      0.2596       0.822      37.005       3.878  
        76.1        2.12      0.9023      0.0903      0.2127       0.673      30.323       2.997  
        80.5        2.25      0.8874      0.0630      0.1596       0.506      22.755       2.089  
        85.0        2.37      0.8260      0.0349      0.1003       0.317      14.285       1.157  
        89.5        2.50      0.4363      0.0060      0.0343       0.109       4.892       0.199  



         PROP RPM =       1680

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2465      0.3319       1.816      68.124      11.773  
         4.5        0.10      0.0775      0.2500      0.3362       1.839      68.983      11.942  
         8.9        0.21      0.1547      0.2544      0.3426       1.875      70.319      12.153  
        13.4        0.31      0.2319      0.2599      0.3502       1.916      71.877      12.416  
        17.9        0.42      0.3057      0.2654      0.3618       1.979      74.240      12.675  
        22.4        0.52      0.3814      0.2715      0.3706       2.028      76.072      12.965  
        26.8        0.62      0.4505      0.2757      0.3825       2.092      78.488      13.169  
        31.3        0.73      0.5143      0.2784      0.3946       2.159      80.975      13.295  
        35.8        0.83      0.5762      0.2794      0.4040       2.210      82.923      13.345  
        40.3        0.94      0.6279      0.2771      0.4137       2.264      84.896      13.235  
        44.7        1.04      0.6770      0.2723      0.4190       2.292      85.985      13.005  
        49.2        1.15      0.7197      0.2643      0.4208       2.303      86.357      12.625  
        53.7        1.25      0.7591      0.2536      0.4176       2.285      85.702      12.115  
        58.2        1.35      0.7907      0.2394      0.4100       2.242      84.126      11.434  
        62.6        1.46      0.8187      0.2230      0.3972       2.172      81.507      10.649  
        67.1        1.56      0.8457      0.2051      0.3789       2.073      77.772       9.797  
        71.6        1.67      0.8643      0.1850      0.3568       1.951      73.213       8.837  
        76.1        1.77      0.8801      0.1644      0.3308       1.810      67.903       7.855  
        80.5        1.87      0.8929      0.1434      0.3011       1.647      61.787       6.848  
