        83x14_3_1400_51_2000                                 (83x14_3_1400_51_2000.dat)

         PROP RPM =       700

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2288      0.1851      20.102    1809.978     169.416  
         4.5        0.08      0.0996      0.2294      0.1874      20.357    1832.104     169.888  
         8.9        0.16      0.1965      0.2295      0.1899      20.638    1858.657     169.956  
        13.4        0.24      0.2891      0.2288      0.1931      20.974    1888.749     169.439  
        17.9        0.33      0.3762      0.2272      0.1964      21.336    1921.497     168.202  
        22.4        0.41      0.4566      0.2243      0.1998      21.698    1954.245     166.111  
        26.8        0.49      0.5336      0.2204      0.2015      21.899    1971.061     163.211  
        31.3        0.57      0.5987      0.2145      0.2040      22.154    1994.958     158.828  
        35.8        0.65      0.6595      0.2072      0.2044      22.207    1999.384     153.432  
        40.3        0.73      0.7092      0.1977      0.2040      22.154    1994.958     146.351  
        44.7        0.81      0.7547      0.1864      0.2009      21.818    1964.866     138.033  
        49.2        0.89      0.7951      0.1735      0.1952      21.202    1909.106     128.456  
        53.7        0.98      0.8283      0.1587      0.1869      20.303    1828.564     117.508  
        58.2        1.06      0.8565      0.1422      0.1755      19.069    1717.045     105.301  
        62.6        1.14      0.8783      0.1248      0.1618      17.581    1582.513      92.441  
        67.1        1.22      0.8963      0.1071      0.1457      15.837    1424.970      79.290  
        71.6        1.30      0.9103      0.0889      0.1271      13.813    1243.530      65.869  
        76.1        1.38      0.9192      0.0705      0.1060      11.513    1036.422      52.178  
        80.5        1.46      0.9195      0.0516      0.0821       8.923     803.382      38.218  
        85.0        1.54      0.9002      0.0324      0.0555       6.035     543.347      23.965  
        89.5        1.63      0.7940      0.0128      0.0262       2.842     255.787       9.455  



         PROP RPM =       840

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2291      0.1848      34.692    2603.004     244.143  
         4.5        0.07      0.0835      0.2298      0.1864      35.001    2626.016     245.042  
         8.9        0.14      0.1656      0.2302      0.1885      35.376    2654.339     245.491  
        13.4        0.20      0.2425      0.2297      0.1925      36.154    2711.869     244.817  
        17.9        0.27      0.3182      0.2289      0.1949      36.596    2745.501     244.143  
        22.4        0.34      0.3900      0.2274      0.1975      37.079    2781.789     242.344  
        26.8        0.41      0.4572      0.2250      0.2002      37.562    2818.963     239.871  
        31.3        0.47      0.5192      0.2217      0.2026      38.018    2852.595     236.499  
        35.8        0.54      0.5797      0.2177      0.2036      38.206    2866.757     232.003  
        40.3        0.61      0.6307      0.2120      0.2049      38.474    2886.228     225.933  
        44.7        0.68      0.6764      0.2050      0.2054      38.554    2892.424     218.559  
        49.2        0.75      0.7198      0.1970      0.2040      38.300    2873.837     210.039  
        53.7        0.81      0.7553      0.1873      0.2016      37.857    2840.204     199.720  
        58.2        0.88      0.7886      0.1765      0.1971      37.012    2777.364     188.210  
        62.6        0.95      0.8177      0.1645      0.1909      35.832    2688.857     175.441  
        67.1        1.02      0.8449      0.1515      0.1823      34.223    2567.601     161.570  
        71.6        1.08      0.8649      0.1372      0.1719      32.278    2422.449     146.283  
        76.1        1.15      0.8824      0.1226      0.1600      30.039    2254.285     130.704  
        80.5        1.22      0.8974      0.1077      0.1464      27.477    2061.339     114.832  
        85.0        1.29      0.9097      0.0926      0.1310      24.581    1844.495      98.669  
        89.5        1.36      0.9187      0.0771      0.1138      21.362    1602.870      82.235  
        94.0        1.42      0.9233      0.0615      0.0947      17.782    1333.807      65.532  
        98.4        1.49      0.9200      0.0455      0.0738      13.853    1039.078      48.536  
       102.9        1.56      0.8985      0.0293      0.0509       9.549     716.468      31.271  
       107.4        1.63      0.8054      0.0129      0.0260       4.879     365.978      13.722  



         PROP RPM =       980

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2293      0.1847      55.062    3541.183     332.717  
         4.5        0.06      0.0711      0.2299      0.1879      56.001    3602.254     333.617  
         8.9        0.12      0.1413      0.2303      0.1892      56.417    3628.806     334.291  
        13.4        0.17      0.2103      0.2305      0.1909      56.913    3659.783     334.516  
        17.9        0.23      0.2774      0.2303      0.1929      57.490    3696.957     334.066  
        22.4        0.29      0.3385      0.2292      0.1966      58.616    3769.533     332.717  
        26.8        0.35      0.3997      0.2279      0.1986      59.219    3808.476     330.694  
        31.3        0.41      0.4575      0.2259      0.2008      59.836    3848.304     327.772  
        35.8        0.46      0.5115      0.2232      0.2027      60.426    3886.363     323.950  
        40.3        0.52      0.5616      0.2197      0.2044      60.949    3919.995     318.779  
        44.7        0.58      0.6077      0.2153      0.2058      61.352    3945.663     312.485  
        49.2        0.64      0.6497      0.2100      0.2065      61.566    3959.824     304.841  
        53.7        0.70      0.6877      0.2038      0.2065      61.566    3958.939     295.624  
        58.2        0.76      0.7249      0.1967      0.2049      61.070    3927.961     285.507  
        62.6        0.81      0.7555      0.1883      0.2027      60.426    3886.363     273.368  
        67.1        0.87      0.7848      0.1792      0.1990      59.313    3813.786     260.104  
        71.6        0.93      0.8095      0.1690      0.1941      57.852    3720.854     245.267  
        76.1        0.99      0.8341      0.1583      0.1874      55.853    3592.518     229.755  
        80.5        1.05      0.8540      0.1463      0.1791      53.399    3434.089     212.355  
        85.0        1.10      0.8705      0.1339      0.1697      50.597    3253.534     194.302  
