        41x12_6_1600_51_290                                 (41x12_6_1600_51_290.dat)

         PROP RPM =       800

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3426      0.5336       2.545     200.469      19.727  
         4.5        0.14      0.0930      0.3499      0.5420       2.585     203.656      20.150  
         8.9        0.29      0.1860      0.3593      0.5564       2.654     209.055      20.691  
        13.4        0.43      0.2769      0.3708      0.5785       2.758     217.374      21.348  
        17.9        0.58      0.3652      0.3841      0.6060       2.890     227.730      22.117  
        22.4        0.72      0.4519      0.3969      0.6323       3.016     237.554      22.841  
        26.8        0.86      0.5272      0.4035      0.6615       3.155     248.529      23.245  
        31.3        1.01      0.5977      0.4050      0.6828       3.257     256.583      23.313  
        35.8        1.15      0.6623      0.3996      0.6950       3.315     261.097      22.998  
        40.3        1.30      0.7132      0.3847      0.6993       3.335     262.779      22.155  
        44.7        1.44      0.7583      0.3633      0.6901       3.291     259.327      20.921  
        49.2        1.58      0.7957      0.3356      0.6682       3.188     251.096      19.325  
        53.7        1.73      0.8269      0.3036      0.6346       3.027     238.439      17.481  
        58.2        1.87      0.8525      0.2686      0.5901       2.815     221.711      15.469  
        62.6        2.02      0.8713      0.2318      0.5366       2.559     201.620      13.351  
        67.1        2.16      0.8849      0.1940      0.4737       2.260     177.989      11.171  
        71.6        2.30      0.8914      0.1551      0.4011       1.912     150.728       8.934  
        76.1        2.45      0.8859      0.1152      0.3184       1.519     119.662       6.634  
        80.5        2.59      0.8532      0.0742      0.2255       1.076      84.755       4.274  
        85.0        2.74      0.7205      0.0322      0.1222       0.583      45.927       1.853  



         PROP RPM =       960

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3427      0.5321       4.385     287.915      28.416  
         4.5        0.12      0.0777      0.3487      0.5387       4.440     291.455      28.910  
         8.9        0.24      0.1557      0.3562      0.5493       4.527     297.208      29.540  
        13.4        0.36      0.2327      0.3650      0.5649       4.655     305.616      30.259  
        17.9        0.48      0.3074      0.3753      0.5860       4.830     317.122      31.114  
        22.4        0.60      0.3803      0.3865      0.6100       5.027     330.044      32.058  
        26.8        0.72      0.4535      0.3973      0.6310       5.200     341.462      32.957  
        31.3        0.84      0.5178      0.4035      0.6548       5.398     354.295      33.452  
        35.8        0.96      0.5800      0.4066      0.6733       5.549     364.385      33.721  
        40.3        1.08      0.6313      0.4035      0.6906       5.693     373.678      33.474  
        44.7        1.20      0.6798      0.3957      0.6988       5.760     378.104      32.822  
        49.2        1.32      0.7246      0.3832      0.6982       5.754     377.838      31.766  
        53.7        1.44      0.7601      0.3644      0.6904       5.690     373.590      30.214  
        58.2        1.56      0.7923      0.3418      0.6731       5.548     364.208      28.348  
        62.6        1.68      0.8186      0.3155      0.6476       5.337     350.401      26.168  
        67.1        1.80      0.8431      0.2876      0.6142       5.061     332.346      23.852  
        71.6        1.92      0.8612      0.2574      0.5740       4.731     310.573      21.343  
        76.1        2.04      0.8761      0.2265      0.5275       4.348     285.348      18.778  
        80.5        2.16      0.8874      0.1948      0.4743       3.909     256.583      16.153  
        85.0        2.28      0.8941      0.1624      0.4144       3.414     224.189      13.468  
        89.5        2.40      0.8939      0.1293      0.3474       2.863     187.990      10.726  
        94.0        2.52      0.8809      0.0955      0.2734       2.253     147.896       7.920  
        98.4        2.64      0.8382      0.0609      0.1920       1.582     103.908       5.054  
       102.9        2.76      0.6845      0.0256      0.1033       0.852      55.910       2.124  



         PROP RPM =       1120

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3429      0.5310       6.949     391.114      38.690  
         4.5        0.10      0.0667      0.3479      0.5364       7.020     395.009      39.274  
         8.9        0.21      0.1338      0.3541      0.5446       7.128     401.116      39.971  
        13.4        0.31      0.2004      0.3613      0.5563       7.280     409.701      40.780  
        17.9        0.41      0.2658      0.3695      0.5719       7.486     421.207      41.702  
        22.4        0.51      0.3290      0.3786      0.5920       7.748     435.988      42.736  
        26.8        0.62      0.3911      0.3884      0.6129       8.022     451.388      43.815  
        31.3        0.72      0.4547      0.3980      0.6301       8.247     464.133      44.894  
        35.8        0.82      0.5109      0.4039      0.6503       8.511     479.002      45.569  
        40.3        0.93      0.5624      0.4066      0.6693       8.760     492.898      45.884  
        44.7        1.03      0.6132      0.4070      0.6826       8.934     502.722      45.928  
        49.2        1.13      0.6549      0.4019      0.6945       9.091     511.573      45.366  
        53.7        1.23      0.6953      0.3938      0.6993       9.152     515.025      44.445  
        58.2        1.34      0.7306      0.3816      0.6985       9.142     514.405      43.073  
        62.6        1.44      0.7615      0.3654      0.6912       9.047     509.006      41.252  
        67.1        1.54      0.7884      0.3460      0.6772       8.863     498.740      39.049  
        71.6        1.65      0.8123      0.3242      0.6569       8.597     483.782      36.576  
        76.1        1.75      0.8344      0.3009      0.6306       8.254     464.487      33.946  
        80.5        1.85      0.8525      0.2757      0.5988       7.837     441.033      31.114  
        85.0        1.95      0.8672      0.2495      0.5624       7.361     414.215      28.169  
        89.5        2.06      0.8796      0.2228      0.5213       6.823     383.945      25.156  
        94.0        2.16      0.8893      0.1956      0.4752       6.220     349.958      22.078  
        98.4        2.26      0.8958      0.1679      0.4241       5.550     312.343      18.945  
       102.9        2.37      0.8978      0.1396      0.3678       4.814     270.921      15.752  
       107.4        2.47      0.8926      0.1107      0.3064       4.010     225.606      12.499  
       111.8        2.57      0.8738      0.0814      0.2395       3.135     176.395       9.183  



         PROP RPM =       1280

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3430      0.5301      10.357     509.891      50.560  
         4.5        0.09      0.0585      0.3473      0.5347      10.445     514.317      51.211  
         8.9        0.18      0.1173      0.3525      0.5414      10.575     520.689      51.976  
        13.4        0.27      0.1759      0.3585      0.5505      10.755     529.540      52.853  
        17.9        0.36      0.2339      0.3654      0.5627      10.991     541.223      53.864  
        22.4        0.45      0.2905      0.3730      0.5779      11.290     555.915      54.988  
        26.8        0.54      0.3451      0.3813      0.5968      11.657     573.971      56.202  
        31.3        0.63      0.3992      0.3899      0.6151      12.018     591.761      57.439  
        35.8        0.72      0.4516      0.3973      0.6333      12.372     609.197      58.540  
        40.3        0.81      0.5056      0.4039      0.6473      12.644     622.561      59.552  
        44.7        0.90      0.5521      0.4070      0.6638      12.969     638.581      60.024  
        49.2        0.99      0.5948      0.4077      0.6787      13.257     652.831      60.091  
        53.7        1.08      0.6337      0.4054      0.6909      13.491     664.603      59.732  
        58.2        1.17      0.6725      0.4008      0.6971      13.611     670.533      59.057  
        62.6        1.26      0.7040      0.3918      0.7013      13.705     674.692      57.753  
        67.1        1.35      0.7350      0.3806      0.6993      13.665     672.568      56.112  
        71.6        1.44      0.7624      0.3665      0.6923      13.531     666.019      54.022  
        76.1        1.53      0.7866      0.3498      0.6805      13.295     654.601      51.571  
        80.5        1.62      0.8083      0.3311      0.6638      12.969     638.581      48.806  
        85.0        1.71      0.8277      0.3110      0.6427      12.555     618.136      45.839  
        89.5        1.80      0.8453      0.2896      0.6168      12.050     593.354      42.691  
        94.0        1.89      0.8593      0.2669      0.5873      11.472     564.943      39.342  
        98.4        1.98      0.8716      0.2439      0.5541      10.825     532.992      35.947  
       102.9        2.07      0.8822      0.2204      0.5172      10.105     497.500      32.485  
       107.4        2.16      0.8908      0.1965      0.4766       9.309     458.380      28.955  
       111.8        2.25      0.8970      0.1722      0.4319       8.439     415.454      25.381  



         PROP RPM =       1440

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3430      0.5294      14.724     644.511      64.003  
         4.5        0.08      0.0521      0.3469      0.5333      14.832     649.291      64.723  
         8.9        0.16      0.1044      0.3514      0.5389      14.993     656.017      65.577  
        13.4        0.24      0.1567      0.3566      0.5463      15.194     665.134      66.521  
        17.9        0.32      0.2086      0.3624      0.5561      15.462     676.905      67.600  
        22.4        0.40      0.2597      0.3688      0.5681      15.797     691.686      68.814  
        26.8        0.48      0.3095      0.3758      0.5829      16.213     709.653      70.118  
        31.3        0.56      0.3596      0.3839      0.5980      16.629     728.062      71.624  
        35.8        0.64      0.4056      0.3907      0.6170      17.165     751.074      72.928  
        40.3        0.72      0.4524      0.3977      0.6328      17.608     770.369      74.164  
        44.7        0.80      0.4972      0.4031      0.6484      18.037     789.310      75.176  
        49.2        0.88      0.5395      0.4066      0.6632      18.452     807.365      75.828  
        53.7        0.96      0.5832      0.4089      0.6736      18.734     820.022      76.323  
        58.2        1.04      0.6194      0.4081      0.6853      19.056     834.271      76.120  
        62.6        1.12      0.6527      0.4046      0.6945      19.311     845.512      75.491  
        67.1        1.20      0.6830      0.3988      0.7007      19.485     853.035      74.389  
        71.6        1.28      0.7136      0.3911      0.7017      19.525     854.363      72.973  
        76.1        1.36      0.7384      0.3802      0.7004      19.485     852.681      70.927  
        80.5        1.44      0.7631      0.3677      0.6939      19.297     844.892      68.589  
        85.0        1.52      0.7851      0.3530      0.6838      19.016     832.413      65.869  
        89.5        1.60      0.8036      0.3364      0.6699      18.640     815.596      62.767  
        94.0        1.68      0.8215      0.3187      0.6520      18.144     793.823      59.462  
        98.4        1.76      0.8385      0.3005      0.6307      17.541     767.891      56.045  
       102.9        1.84      0.8524      0.2807      0.6060      16.857     737.798      52.358  
       107.4        1.92      0.8643      0.2603      0.5785      16.092     704.254      48.559  
       111.8        2.00      0.8749      0.2397      0.5480      15.247     667.169      44.715  



         PROP RPM =       1600

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3431      0.5287      20.169     794.708      79.020  
         4.5        0.07      0.0469      0.3466      0.5322      20.303     799.930      79.830  
         8.9        0.14      0.0940      0.3506      0.5370      20.491     807.011      80.751  
        13.4        0.22      0.1412      0.3551      0.5432      20.732     816.481      81.786  
        17.9        0.29      0.1882      0.3601      0.5512      21.027     828.430      82.932  
        22.4        0.36      0.2347      0.3656      0.5611      21.403     843.299      84.213  
        26.8        0.43      0.2803      0.3716      0.5730      21.859     861.266      85.607  
        31.3        0.50      0.3247      0.3782      0.5871      22.408     882.508      87.113  
        35.8        0.58      0.3695      0.3855      0.6010      22.931     903.661      88.800  
        40.3        0.65      0.4106      0.3918      0.6184      23.602     929.328      90.238  
        44.7        0.72      0.4531      0.3980      0.6324      24.138     950.570      91.655  
        49.2        0.79      0.4939      0.4031      0.6463      24.661     971.812      92.824  
        53.7        0.86      0.5328      0.4066      0.6596      25.171     991.284      93.655  
        58.2        0.94      0.5693      0.4085      0.6721      25.640    1009.870      94.128  
        62.6        1.01      0.6034      0.4089      0.6832      26.069    1026.687      94.172  
        67.1        1.08      0.6350      0.4070      0.6925      26.418    1040.848      93.768  
        71.6        1.15      0.6642      0.4031      0.6996      26.700    1051.469      92.891  
        76.1        1.22      0.6943      0.3980      0.7022      26.794    1055.009      91.722  
        80.5        1.30      0.7186      0.3899      0.7037      26.847    1057.664      89.856  
        85.0        1.37      0.7409      0.3801      0.7020      26.780    1055.009      87.541  
        89.5        1.44      0.7635      0.3689      0.6959      26.552    1046.158      84.978  
        94.0        1.51      0.7820      0.3554      0.6873      26.230    1032.882      81.875  
