        27x9_3_2200_51_90                                 (27x9_3_2200_51_90.dat)

         PROP RPM =       1100

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3084      0.5214       0.801      45.865       6.315  
         4.5        0.16      0.0949      0.3158      0.5292       0.813      46.564       6.466  
         8.9        0.32      0.1902      0.3255      0.5444       0.836      47.900       6.666  
        13.4        0.48      0.2849      0.3375      0.5653       0.868      49.741       6.911  
        17.9        0.64      0.3758      0.3500      0.5926       0.910      52.140       7.167  
        22.4        0.80      0.4639      0.3610      0.6189       0.950      54.459       7.389  
        26.8        0.95      0.5393      0.3663      0.6481       0.995      57.025       7.500  
        31.3        1.11      0.6090      0.3664      0.6699       1.029      58.946       7.502  
        35.8        1.27      0.6719      0.3603      0.6824       1.048      60.043       7.376  
        40.3        1.43      0.7215      0.3456      0.6858       1.053      60.336       7.077  
        44.7        1.59      0.7657      0.3248      0.6749       1.036      59.380       6.652  
        49.2        1.75      0.8068      0.2995      0.6496       0.997      57.149       6.133  
        53.7        1.91      0.8350      0.2672      0.6110       0.938      53.751       5.472  
        58.2        2.07      0.8576      0.2336      0.5633       0.865      49.555       4.782  
        62.6        2.23      0.8752      0.1988      0.5060       0.777      44.519       4.071  
        67.1        2.39      0.8865      0.1630      0.4387       0.674      38.598       3.336  
        71.6        2.55      0.8882      0.1260      0.3610       0.554      31.765       2.579  
        76.1        2.70      0.8711      0.0878      0.2726       0.419      23.986       1.798  
        80.5        2.86      0.8008      0.0484      0.1733       0.266      15.241       0.992  
        85.0        3.02      0.3794      0.0079      0.0626       0.096       5.506       0.161  



         PROP RPM =       1320

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3086      0.5200       1.380      65.894       9.098  
         4.5        0.13      0.0792      0.3146      0.5261       1.396      66.664       9.273  
         8.9        0.27      0.1590      0.3222      0.5371       1.426      68.045       9.498  
        13.4        0.40      0.2380      0.3315      0.5540       1.470      70.195       9.775  
        17.9        0.53      0.3160      0.3418      0.5735       1.522      72.665      10.078  
        22.4        0.66      0.3911      0.3522      0.5969       1.584      75.630      10.386  
        26.8        0.80      0.4653      0.3615      0.6178       1.640      78.285      10.658  
        31.3        0.93      0.5297      0.3664      0.6418       1.703      81.321      10.802  
        35.8        1.06      0.5912      0.3685      0.6609       1.754      83.737      10.863  
        40.3        1.19      0.6417      0.3646      0.6778       1.798      85.879      10.750  
        44.7        1.33      0.6891      0.3565      0.6858       1.820      86.888      10.510  
        49.2        1.46      0.7325      0.3439      0.6845       1.816      86.728      10.139  
        53.7        1.59      0.7674      0.3257      0.6752       1.792      85.534       9.604  
        58.2        1.72      0.8001      0.3043      0.6554       1.739      83.047       8.972  
        62.6        1.86      0.8282      0.2791      0.6254       1.659      79.232       8.228  
        67.1        1.99      0.8486      0.2513      0.5888       1.562      74.603       7.410  
        71.6        2.12      0.8660      0.2229      0.5459       1.448      69.151       6.571  
        76.1        2.25      0.8798      0.1936      0.4959       1.316      62.840       5.710  
        80.5        2.39      0.8893      0.1636      0.4391       1.165      55.627       4.824  
        85.0        2.52      0.8925      0.1329      0.3749       0.995      47.502       3.918  
        89.5        2.65      0.8851      0.1013      0.3033       0.805      38.430       2.985  
        94.0        2.78      0.8553      0.0689      0.2242       0.595      28.393       2.030  
        98.4        2.92      0.7571      0.0356      0.1371       0.364      17.374       1.050  
       102.9        3.05      0.1071      0.0015      0.0422       0.112       5.349       0.044  



         PROP RPM =       1540

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3087      0.5192       2.187      89.570      12.387  
         4.5        0.11      0.0680      0.3137      0.5241       2.209      90.366      12.589  
         8.9        0.23      0.1366      0.3199      0.5323       2.244      91.782      12.841  
        13.4        0.34      0.2049      0.3275      0.5449       2.296      93.995      13.142  
        17.9        0.45      0.2733      0.3364      0.5594       2.358      96.473      13.500  
        22.4        0.57      0.3380      0.3450      0.5799       2.443     100.013      13.846  
        26.8        0.68      0.4055      0.3549      0.5968       2.514     102.934      14.242  
        31.3        0.80      0.4664      0.3619      0.6172       2.600     106.474      14.525  
        35.8        0.91      0.5227      0.3666      0.6375       2.686     109.926      14.714  
        40.3        1.02      0.5739      0.3685      0.6565       2.767     113.201      14.786  
        44.7        1.14      0.6238      0.3680      0.6703       2.824     115.591      14.768  
        49.2        1.25      0.6647      0.3626      0.6817       2.872     117.538      14.550  
        53.7        1.36      0.7039      0.3542      0.6861       2.891     118.334      14.217  
        58.2        1.48      0.7383      0.3421      0.6844       2.885     118.069      13.729  
        62.6        1.59      0.7687      0.3265      0.6758       2.847     116.564      13.104  
        67.1        1.70      0.7971      0.3085      0.6596       2.779     113.732      12.380  
        71.6        1.82      0.8230      0.2877      0.6355       2.678     109.572      11.544  
        76.1        1.93      0.8415      0.2641      0.6061       2.555     104.527      10.597  
        80.5        2.05      0.8578      0.2399      0.5722       2.411      98.686       9.631  
        85.0        2.16      0.8718      0.2153      0.5332       2.246      91.959       8.639  
        89.5        2.27      0.8832      0.1901      0.4891       2.061      84.339       7.628  
        94.0        2.39      0.8914      0.1643      0.4398       1.853      75.842       6.594  
        98.4        2.50      0.8952      0.1379      0.3851       1.623      66.416       5.535  
       102.9        2.61      0.8924      0.1110      0.3250       1.369      56.043       4.453  
       107.4        2.73      0.8773      0.0834      0.2592       1.092      44.705       3.347  
       111.8        2.84      0.8352      0.0552      0.1878       0.791      32.376       2.215  



         PROP RPM =       1760

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3088      0.5183       3.260     116.741      16.184  
         4.5        0.10      0.0596      0.3131      0.5225       3.287     117.715      16.413  
         8.9        0.20      0.1196      0.3184      0.5292       3.328     119.220      16.690  
        13.4        0.30      0.1797      0.3246      0.5388       3.389     121.344      17.016  
        17.9        0.40      0.2390      0.3318      0.5521       3.473     124.353      17.393  
        22.4        0.50      0.2985      0.3397      0.5657       3.558     127.451      17.807  
        26.8        0.60      0.3571      0.3483      0.5818       3.660     131.080      18.257  
        31.3        0.70      0.4136      0.3560      0.5989       3.767     134.885      18.659  
        35.8        0.80      0.4672      0.3624      0.6168       3.880     138.957      18.994  
        40.3        0.89      0.5173      0.3669      0.6346       3.991     142.940      19.230  
        44.7        0.99      0.5635      0.3692      0.6513       4.097     146.657      19.349  
        49.2        1.09      0.6057      0.3689      0.6660       4.189     150.020      19.336  
        53.7        1.19      0.6440      0.3660      0.6781       4.264     152.764      19.183  
        58.2        1.29      0.6818      0.3609      0.6842       4.303     154.091      18.915  
        62.6        1.39      0.7153      0.3529      0.6866       4.319     154.623      18.497  
        67.1        1.49      0.7426      0.3410      0.6848       4.307     154.269      17.872  
        71.6        1.59      0.7696      0.3274      0.6766       4.256     152.410      17.160  
        76.1        1.69      0.7938      0.3115      0.6632       4.172     149.401      16.326  
        80.5        1.79      0.8189      0.2943      0.6433       4.046     144.887      15.429  
        85.0        1.89      0.8357      0.2738      0.6189       3.893     139.399      14.352  
