        48x13_2_1200_41_240                                 (48x13_2_1200_41_240.dat)

         PROP RPM =       600

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2593      0.3750       1.659     174.360      15.775  
         4.5        0.16      0.1140      0.2657      0.3823       1.692     177.723      16.168  
         8.9        0.33      0.2272      0.2746      0.3966       1.755     184.361      16.708  
        13.4        0.49      0.3396      0.2855      0.4136       1.830     192.327      17.371  
        17.9        0.66      0.4462      0.2950      0.4338       1.920     201.709      17.953  
        22.4        0.82      0.5416      0.3004      0.4549       2.013     211.444      18.277  
        26.8        0.98      0.6232      0.2996      0.4732       2.093     219.941      18.228  
        31.3        1.15      0.6941      0.2920      0.4830       2.138     224.543      17.769  
        35.8        1.31      0.7515      0.2763      0.4825       2.135     224.278      16.813  
        40.3        1.48      0.8001      0.2540      0.4688       2.075     217.905      15.456  
        44.7        1.64      0.8404      0.2265      0.4421       1.957     205.514      13.783  
        49.2        1.80      0.8677      0.1946      0.4047       1.792     188.167      11.843  
        53.7        1.97      0.8890      0.1615      0.3577       1.584     166.306       9.831  
        58.2        2.13      0.9027      0.1273      0.3008       1.331     139.753       7.745  
        62.6        2.30      0.9042      0.0918      0.2332       1.032     108.333       5.584  
        67.1        2.46      0.8757      0.0550      0.1546       0.684      71.859       3.347  
        71.6        2.62      0.6881      0.0170      0.0647       0.286      30.075       1.032  



         PROP RPM =       720

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2593      0.3743       2.862     250.565      22.728  
         4.5        0.14      0.0952      0.2646      0.3799       2.906     254.370      23.178  
         8.9        0.27      0.1902      0.2715      0.3901       2.984     261.186      23.785  
        13.4        0.41      0.2844      0.2802      0.4040       3.090     270.479      24.549  
        17.9        0.55      0.3749      0.2887      0.4212       3.220     281.896      25.291  
        22.4        0.68      0.4628      0.2962      0.4375       3.346     292.871      25.943  
        26.8        0.82      0.5428      0.3008      0.4544       3.475     304.200      26.348  
        31.3        0.96      0.6131      0.3010      0.4698       3.591     314.378      26.370  
        35.8        1.09      0.6733      0.2959      0.4806       3.676     321.725      25.920  
        40.3        1.23      0.7242      0.2854      0.4849       3.708     324.557      24.999  
        44.7        1.37      0.7693      0.2699      0.4797       3.669     321.105      23.650  
        49.2        1.50      0.8072      0.2499      0.4656       3.560     311.723      21.901  
        53.7        1.64      0.8416      0.2270      0.4425       3.383     296.234      19.891  
        58.2        1.78      0.8648      0.2005      0.4119       3.150     275.789      17.567  
        62.6        1.91      0.8840      0.1731      0.3749       2.867     250.919      15.172  
        67.1        2.05      0.8987      0.1450      0.3308       2.529     221.446      12.704  
        71.6        2.19      0.9072      0.1160      0.2796       2.138     187.105      10.161  
        76.1        2.32      0.9058      0.0861      0.2209       1.690     147.896       7.545  
        80.5        2.46      0.8813      0.0553      0.1545       1.181     103.377       4.849  
        85.0        2.60      0.7669      0.0237      0.0802       0.613      53.671       2.074  



         PROP RPM =       840

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2594      0.3737       4.538     340.488      30.934  
         4.5        0.12      0.0817      0.2638      0.3783       4.594     344.648      31.451  
         8.9        0.23      0.1635      0.2694      0.3861       4.688     351.817      32.125  
        13.4        0.35      0.2441      0.2763      0.3978       4.830     362.438      32.957  
        17.9        0.47      0.3234      0.2840      0.4116       4.998     375.006      33.879  
        22.4        0.59      0.4028      0.2916      0.4241       5.150     386.424      34.778  
        26.8        0.70      0.4745      0.2971      0.4403       5.347     401.116      35.430  
        31.3        0.82      0.5437      0.3011      0.4543       5.517     413.861      35.902  
        35.8        0.94      0.6018      0.3010      0.4689       5.694     427.226      35.902  
        40.3        1.05      0.6565      0.2980      0.4788       5.813     436.165      35.542  
        44.7        1.17      0.7040      0.2910      0.4844       5.882     441.298      34.711  
        49.2        1.29      0.7473      0.2804      0.4836       5.872     440.590      33.452  
        53.7        1.41      0.7818      0.2652      0.4769       5.792     434.572      31.631  
        58.2        1.52      0.8138      0.2475      0.4633       5.626     422.092      29.517  
        62.6        1.64      0.8424      0.2275      0.4431       5.380     403.683      27.134  
        67.1        1.76      0.8626      0.2048      0.4173       5.068     380.228      24.437  
        71.6        1.87      0.8799      0.1815      0.3867       4.696     352.348      21.647  
        76.1        1.99      0.8942      0.1576      0.3510       4.263     319.866      18.794  
        80.5        2.11      0.9047      0.1331      0.3101       3.767     282.604      15.867  
        85.0        2.23      0.9101      0.1079      0.2639       3.205     240.475      12.866  
        89.5        2.34      0.9070      0.0821      0.2121       2.575     193.212       9.788  
        94.0        2.46      0.8856      0.0556      0.1545       1.876     140.815       6.632  
        98.4        2.58      0.8059      0.0285      0.0911       1.106      83.020       3.397  
       102.9        2.69      0.0846      0.0007      0.0217       0.264      19.808       0.081  



         PROP RPM =       960

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2594      0.3733       6.767     444.219      40.398  
         4.5        0.10      0.0716      0.2632      0.3771       6.837     448.821      41.005  
         8.9        0.21      0.1433      0.2679      0.3833       6.949     456.167      41.747  
