        48x13_6_1200_41_290                                 (48x13_6_1200_41_290.dat)

         PROP RPM =       600

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3422      0.4840       2.142     224.986      20.824  
         4.5        0.16      0.1160      0.3505      0.4958       2.194     230.473      21.328  
         8.9        0.33      0.2297      0.3613      0.5160       2.284     239.855      21.984  
        13.4        0.49      0.3394      0.3742      0.5426       2.402     252.246      22.773  
        17.9        0.66      0.4449      0.3847      0.5674       2.510     263.752      23.403  
        22.4        0.82      0.5397      0.3887      0.5907       2.614     274.550      23.650  
        26.8        0.98      0.6252      0.3845      0.6053       2.679     281.365      23.403  
        31.3        1.15      0.6956      0.3701      0.6110       2.703     284.020      22.526  
        35.8        1.31      0.7524      0.3454      0.6025       2.666     280.126      21.020  
        40.3        1.48      0.7996      0.3129      0.5776       2.556     268.532      19.037  
        44.7        1.64      0.8376      0.2745      0.5376       2.379     249.857      16.701  
        49.2        1.80      0.8645      0.2320      0.4842       2.143     225.163      14.118  
        53.7        1.97      0.8838      0.1881      0.4190       1.853     194.716      11.445  
        58.2        2.13      0.8926      0.1427      0.3408       1.509     158.428       8.680  
        62.6        2.30      0.8815      0.0958      0.2495       1.104     115.945       5.827  
        67.1        2.46      0.8069      0.0474      0.1445       0.640      67.177       2.884  



         PROP RPM =       720

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3424      0.4825       3.689     322.964      29.990  
         4.5        0.14      0.0970      0.3491      0.4919       3.762     329.248      30.597  
         8.9        0.27      0.1930      0.3577      0.5066       3.874     339.161      31.338  
        13.4        0.41      0.2857      0.3679      0.5281       4.039     353.499      32.238  
        17.9        0.55      0.3780      0.3788      0.5479       4.191     366.775      33.182  
        22.4        0.68      0.4661      0.3872      0.5678       4.342     380.051      33.924  
        26.8        0.82      0.5416      0.3891      0.5896       4.509     394.655      34.104  
        31.3        0.96      0.6119      0.3862      0.6039       4.618     404.302      33.834  
        35.8        1.09      0.6758      0.3769      0.6100       4.664     408.285      33.024  
        40.3        1.23      0.7262      0.3595      0.6091       4.657     407.665      31.496  
        44.7        1.37      0.7706      0.3360      0.5961       4.558     398.992      29.450  
        49.2        1.50      0.8075      0.3073      0.5723       4.376     383.060      26.932  
        53.7        1.64      0.8395      0.2752      0.5378       4.113     359.960      24.122  
        58.2        1.78      0.8625      0.2399      0.4942       3.779     330.841      21.020  
        62.6        1.91      0.8806      0.2035      0.4424       3.382     296.057      17.832  
        67.1        2.05      0.8927      0.1662      0.3816       2.918     255.433      14.556  
        71.6        2.19      0.8960      0.1277      0.3118       2.384     208.701      11.193  
        76.1        2.32      0.8821      0.0883      0.2327       1.780     155.773       7.738  
        80.5        2.46      0.8181      0.0479      0.1440       1.101      96.385       4.195  
        85.0        2.60      0.3645      0.0064      0.0455       0.348      30.482       0.560  



         PROP RPM =       840

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3425      0.4813       5.846     438.554      40.848  
         4.5        0.12      0.0834      0.3482      0.4891       5.939     445.635      41.522  
         8.9        0.23      0.1663      0.3552      0.5006       6.079     456.079      42.354  
        13.4        0.35      0.2472      0.3635      0.5168       6.276     470.860      43.343  
        17.9        0.47      0.3267      0.3730      0.5353       6.500     487.676      44.490  
        22.4        0.59      0.4028      0.3815      0.5549       6.737     505.555      45.501  
        26.8        0.70      0.4781      0.3880      0.5706       6.929     519.804      46.266  
        31.3        0.82      0.5430      0.3899      0.5890       7.152     536.621      46.491  
        35.8        0.94      0.6051      0.3880      0.6009       7.296     547.507      46.266  
        40.3        1.05      0.6596      0.3809      0.6089       7.394     554.765      45.434  
        44.7        1.17      0.7067      0.3685      0.6109       7.419     556.623      43.950  
        49.2        1.29      0.7471      0.3509      0.6054       7.350     551.490      41.837  
        53.7        1.41      0.7835      0.3291      0.5907       7.173     538.214      39.252  
        58.2        1.52      0.8142      0.3038      0.5684       6.902     517.857      36.239  
        62.6        1.64      0.8409      0.2760      0.5383       6.537     490.508      32.912  
        67.1        1.76      0.8609      0.2457      0.5015       6.091     456.964      29.293  
        71.6        1.87      0.8776      0.2146      0.4586       5.568     417.844      25.606  
        76.1        1.99      0.8903      0.1829      0.4091       4.968     372.793      21.811  
        80.5        2.11      0.8980      0.1503      0.3531       4.289     321.725      17.931  
        85.0        2.23      0.8978      0.1171      0.2903       3.526     264.549      13.965  
        89.5        2.34      0.8826      0.0831      0.2205       2.678     200.912       9.907  
        94.0        2.46      0.8269      0.0483      0.1437       1.745     130.903       5.760  
        98.4        2.58      0.5511      0.0127      0.0596       0.724      54.308       1.520  



         PROP RPM =       960

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3426      0.4805       8.709     571.758      53.370  
         4.5        0.10      0.0732      0.3475      0.4870       8.828     579.547      54.134  
         8.9        0.21      0.1460      0.3534      0.4964       8.997     590.699      55.056  
        13.4        0.31      0.2177      0.3604      0.5092       9.229     605.922      56.135  
        17.9        0.41      0.2872      0.3683      0.5259       9.532     625.836      57.371  
        22.4        0.51      0.3586      0.3774      0.5395       9.780     642.033      58.788  
        26.8        0.62      0.4250      0.3843      0.5562      10.082     661.859      59.867  
        31.3        0.72      0.4871      0.3887      0.5729      10.384     681.684      60.564  
        35.8        0.82      0.5441      0.3903      0.5886      10.669     700.448      60.811  
        40.3        0.92      0.5999      0.3895      0.5988      10.856     712.662      60.653  
        44.7        1.03      0.6459      0.3835      0.6088      11.035     724.434      59.754  
        49.2        1.13      0.6902      0.3743      0.6117      11.088     727.885      58.315  
        53.7        1.23      0.7288      0.3611      0.6095      11.049     725.407      56.247  
        58.2        1.33      0.7623      0.3440      0.6014      10.901     715.760      53.594  
        62.6        1.44      0.7930      0.3240      0.5865      10.632     697.970      50.470  
        67.1        1.54      0.8183      0.3011      0.5658      10.257     673.365      46.895  
        71.6        1.64      0.8419      0.2767      0.5392       9.773     641.591      43.096  
        76.1        1.74      0.8597      0.2502      0.5073       9.195     603.709      38.982  
        80.5        1.85      0.8750      0.2232      0.4707       8.532     560.075      34.755  
        85.0        1.95      0.8874      0.1955      0.4292       7.779     510.688      30.462  
        89.5        2.05      0.8966      0.1673      0.3826       6.936     455.282      26.055  
        94.0        2.15      0.9013      0.1385      0.3308       5.997     393.770      21.575  
        98.4        2.26      0.8989      0.1091      0.2738       4.963     325.884      17.000  
       102.9        2.36      0.8832      0.0792      0.2114       3.833     251.627      12.335  
       107.4        2.46      0.8341      0.0486      0.1436       2.602     170.819       7.581  
       111.8        2.56      0.6411      0.0175      0.0701       1.271      83.418       2.731  



         PROP RPM =       1080

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3427      0.4797      12.380     722.486      67.555  
         4.5        0.09      0.0652      0.3470      0.4853      12.526     730.983      68.409  
