        83x48_3_400_51_380                                 (83x48_3_400_51_380.dat)

         PROP RPM =       200

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3287      1.0306       2.611     822.854      19.869  
         4.5        0.28      0.0966      0.3494      1.0297       2.610     822.234      21.119  
         8.9        0.57      0.2038      0.3820      1.0671       2.703     852.061      23.088  
        13.4        0.85      0.3137      0.4240      1.1547       2.926     922.248      25.651  
        17.9        1.14      0.4161      0.4725      1.2919       3.275    1031.997      28.551  
        22.4        1.42      0.5067      0.5178      1.4538       3.684    1161.218      31.293  
        26.8        1.71      0.5850      0.5511      1.6085       4.077    1284.243      33.317  
        31.3        1.99      0.6519      0.5635      1.7217       4.362    1374.521      34.059  
        35.8        2.28      0.7125      0.5504      1.7595       4.458    1404.613      33.272  
        40.3        2.56      0.7485      0.5120      1.7521       4.439    1398.418      30.934  
        44.7        2.85      0.7802      0.4717      1.7205       4.358    1373.636      28.506  
        49.2        3.13      0.8081      0.4294      1.6633       4.213    1327.612      25.943  
        53.7        3.42      0.8324      0.3847      1.5780       3.999    1260.346      23.245  
        58.2        3.70      0.8530      0.3379      1.4648       3.713    1170.069      20.422  
        62.6        3.98      0.8692      0.2885      1.3223       3.351    1055.894      17.441  
        67.1        4.27      0.8792      0.2367      1.1493       2.913     917.822      14.309  
        71.6        4.55      0.8789      0.1823      0.9447       2.394     754.349      11.020  
        76.1        4.84      0.8564      0.1253      0.7080       1.794     565.297       7.576  
        80.5        5.12      0.7668      0.0657      0.4387       1.112     350.313       3.970  
        85.0        5.41      0.1311      0.0033      0.1361       0.345     108.687       0.199  



         PROP RPM =       240

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3288      1.0297       4.509    1184.230      28.618  
         4.5        0.24      0.0797      0.3453      1.0268       4.495    1180.690      30.057  
         8.9        0.47      0.1674      0.3701      1.0485       4.590    1205.472      32.215  
        13.4        0.71      0.2596      0.4023      1.1030       4.829    1268.312      35.025  
        17.9        0.95      0.3494      0.4399      1.1950       5.231    1373.636      38.307  
        22.4        1.19      0.4321      0.4806      1.3187       5.774    1516.133      41.814  
        26.8        1.42      0.5077      0.5186      1.4526       6.362    1670.136      45.119  
        31.3        1.66      0.5723      0.5469      1.5853       6.944    1823.254      47.592  
        35.8        1.90      0.6299      0.5620      1.6925       7.409    1945.394      48.896  
        40.3        2.13      0.6837      0.5612      1.7509       7.668    2013.545      48.829  
        44.7        2.37      0.7261      0.5387      1.7595       7.704    2023.281      46.895  
        49.2        2.61      0.7550      0.5062      1.7485       7.657    2010.889      44.063  
        53.7        2.85      0.7811      0.4725      1.7217       7.535    1979.027      41.118  
        58.2        3.08      0.8046      0.4372      1.6754       7.335    1925.922      38.060  
        62.6        3.32      0.8257      0.4008      1.6109       7.052    1852.461      34.868  
        67.1        3.56      0.8444      0.3624      1.5269       6.685    1755.103      31.541  
        71.6        3.79      0.8604      0.3225      1.4222       6.228    1635.618      28.079  
        76.1        4.03      0.8733      0.2809      1.2968       5.679    1491.351      24.459  
        80.5        4.27      0.8818      0.2376      1.1504       5.037    1322.301      20.682  
        85.0        4.51      0.8836      0.1925      0.9819       4.299    1129.355      16.757  
        89.5        4.74      0.8732      0.1456      0.7911       3.464     909.857      12.675  
        94.0        4.98      0.8352      0.0969      0.5778       2.529     664.337       8.433  
        98.4        5.22      0.7070      0.0463      0.3414       1.495     392.619       4.026  



         PROP RPM =       280

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3289      1.0291       7.154    1610.836      38.959  
         4.5        0.20      0.0679      0.3425      1.0252       7.128    1604.640      40.578  
         8.9        0.41      0.1418      0.3623      1.0385       7.220    1624.997      42.916  
        13.4        0.61      0.2202      0.3880      1.0744       7.471    1681.642      45.973  
        17.9        0.81      0.2993      0.4182      1.1368       7.904    1779.000      49.570  
        22.4        1.02      0.3741      0.4519      1.2274       8.534    1920.612      53.527  
        26.8        1.22      0.4432      0.4864      1.3382       9.305    2094.972      57.619  
        31.3        1.42      0.5085      0.5190      1.4526      10.097    2272.872      61.485  
        35.8        1.63      0.5658      0.5449      1.5659      10.888    2450.772      64.543  
        40.3        1.83      0.6150      0.5601      1.6657      11.581    2606.545      66.341  
        44.7        2.03      0.6632      0.5651      1.7314      12.042    2710.983      66.948  
        49.2        2.24      0.7088      0.5577      1.7595      12.231    2753.467      66.071  
        53.7        2.44      0.7354      0.5302      1.7595      12.230    2752.582      62.812  
        58.2        2.64      0.7596      0.5023      1.7473      12.147    2733.995      59.484  
        62.6        2.85      0.7818      0.4732      1.7229      11.975    2695.052      56.045  
        67.1        3.05      0.8021      0.4430      1.6840      11.711    2635.752      52.493  
        71.6        3.25      0.8206      0.4120      1.6328      11.352    2555.210      48.806  
        76.1        3.46      0.8375      0.3797      1.5671      10.893    2451.657      44.984  
        80.5        3.66      0.8526      0.3462      1.4855      10.331    2325.976      41.028  
        85.0        3.86      0.8657      0.3116      1.3905       9.666    2175.513      36.914  
        89.5        4.07      0.8764      0.2756      1.2785       8.891    2001.154      32.665  
        94.0        4.27      0.8838      0.2384      1.1517       8.009    1802.897      28.258  
        98.4        4.47      0.8866      0.2000      1.0085       7.012    1578.088      23.695  
       102.9        4.68      0.8817      0.1601      0.8490       5.903    1328.497      18.967  
       107.4        4.88      0.8621      0.1189      0.6729       4.679    1053.239      14.087  
       111.8        5.08      0.8083      0.0763      0.4799       3.336     750.897       9.042  



         PROP RPM =       320

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3290      1.0285      10.675    2102.052      50.897  
         4.5        0.18      0.0591      0.3406      1.0244      10.630    2094.087      52.695  
         8.9        0.36      0.1230      0.3569      1.0327      10.717    2110.903      55.213  
        13.4        0.53      0.1907      0.3779      1.0574      10.974    2161.352      58.473  
        17.9        0.71      0.2603      0.4031      1.1015      11.431    2251.630      62.340  
        22.4        0.89      0.3284      0.4310      1.1666      12.108    2384.391      66.656  
        26.8        1.07      0.3921      0.4608      1.2541      13.013    2563.176      71.287  
        31.3        1.25      0.4548      0.4922      1.3479      13.987    2754.352      76.165  
        35.8        1.42      0.5091      0.5194      1.4514      15.060    2966.770      80.369  
        40.3        1.60      0.5608      0.5434      1.5512      16.106    3171.222      84.079  
        44.7        1.78      0.6061      0.5593      1.6413      17.031    3355.318      86.529  
        49.2        1.96      0.6455      0.5651      1.7120      17.769    3500.470      87.406  
        53.7        2.13      0.6852      0.5624      1.7521      18.184    3581.897      87.046  
        58.2        2.31      0.7196      0.5480      1.7619      18.278    3600.483      84.820  
        62.6        2.49      0.7421      0.5240      1.7582      18.251    3594.288      81.089  
        67.1        2.67      0.7629      0.4992      1.7461      18.117    3568.621      77.244  
        71.6        2.85      0.7822      0.4736      1.7241      17.889    3523.482      73.310  
        76.1        3.02      0.8001      0.4477      1.6913      17.554    3457.986      69.264  
        80.5        3.20      0.8167      0.4205      1.6486      17.111    3370.364      65.060  
        85.0        3.38      0.8320      0.3926      1.5951      16.548    3260.615      60.743  
        89.5        3.56      0.8459      0.3639      1.5305      15.878    3127.854      56.292  
        94.0        3.74      0.8585      0.3341      1.4538      15.086    2971.195      51.706  
        98.4        3.91      0.8696      0.3035      1.3662      14.175    2791.525      46.963  
       102.9        4.09      0.8787      0.2719      1.2663      13.137    2587.073      42.062  
       107.4        4.27      0.8854      0.2393      1.1536      11.973    2357.839      37.026  
       111.8        4.45      0.8886      0.2056      1.0291      10.680    2103.822      31.810  



         PROP RPM =       360

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3290      1.0282      15.194    2659.649      64.430  
         4.5        0.16      0.0524      0.3391      1.0238      15.127    2648.143      66.409  
         8.9        0.32      0.1085      0.3529      1.0290      15.207    2662.304      69.106  
        13.4        0.47      0.1679      0.3705      1.0465      15.462    2707.443      72.568  
        17.9        0.63      0.2295      0.3915      1.0788      15.945    2790.640      76.660  
        22.4        0.79      0.2912      0.4151      1.1271      16.655    2916.321      81.313  
        26.8        0.95      0.3507      0.4407      1.1927      17.621    3085.370      86.327  
        31.3        1.11      0.4079      0.4686      1.2712      18.788    3288.937      91.745  
