        27x11_6_1800_51_80                                 (27x11_6_1800_51_80.dat)

         PROP RPM =       900

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.4384      0.8844       0.744      52.087       6.009  
         4.5        0.19      0.0977      0.4531      0.9012       0.758      53.078       6.207  
         8.9        0.39      0.1963      0.4721      0.9349       0.786      55.060       6.468  
        13.4        0.58      0.2937      0.4957      0.9842       0.828      57.964       6.791  
        17.9        0.78      0.3857      0.5197      1.0481       0.881      61.734       7.124  
        22.4        0.97      0.4726      0.5399      1.1105       0.934      65.398       7.401  
        26.8        1.17      0.5493      0.5496      1.1672       0.982      68.744       7.533  
        31.3        1.36      0.6183      0.5473      1.2046       1.013      70.948       7.500  
        35.8        1.56      0.6759      0.5294      1.2176       1.024      71.726       7.255  
        40.3        1.75      0.7260      0.4988      1.2024       1.011      70.824       6.839  
        44.7        1.94      0.7681      0.4581      1.1595       0.975      68.292       6.279  
        49.2        2.14      0.7999      0.4104      1.0969       0.923      64.610       5.625  
        53.7        2.33      0.8268      0.3606      1.0176       0.856      59.937       4.944  
        58.2        2.53      0.8481      0.3089      0.9205       0.774      54.220       4.233  
        62.6        2.72      0.8627      0.2551      0.8050       0.677      47.413       3.498  
        67.1        2.92      0.8674      0.1994      0.6704       0.564      39.492       2.734  
        71.6        3.11      0.8531      0.1416      0.5164       0.434      30.411       1.941  
        76.1        3.31      0.7888      0.0817      0.3423       0.288      20.162       1.120  
        80.5        3.50      0.4646      0.0197      0.1481       0.125       8.720       0.269  



         PROP RPM =       1080

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.4387      0.8820       1.282      74.815       8.660  
         4.5        0.16      0.0816      0.4504      0.8949       1.301      75.913       8.893  
         8.9        0.32      0.1641      0.4655      0.9191       1.336      77.949       9.188  
        13.4        0.49      0.2457      0.4837      0.9568       1.391      81.152       9.545  
        17.9        0.65      0.3256      0.5039      1.0028       1.458      85.056       9.943  
        22.4        0.81      0.4012      0.5240      1.0581       1.538      89.747      10.341  
        26.8        0.97      0.4745      0.5411      1.1082       1.611      93.995      10.676  
        31.3        1.13      0.5406      0.5507      1.1556       1.679      97.978      10.872  
        35.8        1.30      0.5987      0.5511      1.1929       1.734     101.164      10.876  
        40.3        1.46      0.6493      0.5407      1.2146       1.765     103.023      10.674  
        44.7        1.62      0.6953      0.5217      1.2154       1.766     103.111      10.294  
        49.2        1.78      0.7345      0.4934      1.1973       1.741     101.518       9.739  
        53.7        1.94      0.7701      0.4593      1.1597       1.686      98.332       9.067  
        58.2        2.11      0.7970      0.4197      1.1089       1.612      94.083       8.282  
        62.6        2.27      0.8205      0.3785      1.0464       1.521      88.773       7.470  
        67.1        2.43      0.8404      0.3361      0.9718       1.412      82.418       6.632  
        71.6        2.59      0.8565      0.2922      0.8845       1.285      75.010       5.769  
        76.1        2.75      0.8678      0.2470      0.7841       1.140      66.505       4.876  
        80.5        2.92      0.8720      0.2005      0.6704       0.974      56.866       3.957  
        85.0        3.08      0.8641      0.1525      0.5432       0.789      46.068       3.010  
        89.5        3.24      0.8304      0.1030      0.4019       0.584      34.093       2.033  
        94.0        3.40      0.7184      0.0521      0.2467       0.358      20.923       1.028  



         PROP RPM =       1260

